,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
31,45,Local-gov,291571,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
32,33,Self-emp-not-inc,376089,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,49,United-States,>50K
33,27,Private,228317,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,8,1,49,United-States,<=50K
34,40,Private,173255,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,6,2150,45,United-States,>50K
35,19,?,188474,11th,7,Never-married,?,Not-in-family,White,Male,0,0,32,United-States,<=50K
36,26,Private,262980,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
37,45,Private,113778,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
38,18,Federal-gov,446366,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,1,73,United-States,<=50K
39,41,Self-emp-not-inc,326792,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,50,United-States,>50K
40,45,Self-emp-not-inc,127138,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,1903,40,United-States,>50K
41,54,Self-emp-not-inc,163277,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1885,47,United-States,<=50K
42,84,Without-pay,173493,10th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,47,United-States,<=50K
43,34,Private,433032,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,4235,1,40,United-States,<=50K
44,51,Private,179765,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,44,Philippines,>50K
45,78,Private,204787,1st-4th,9,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
46,48,Private,166270,Masters,14,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,1,40,United-States,<=50K
47,35,Local-gov,181892,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,6,1,40,United-States,<=50K
48,20,Private,419488,10th,6,Separated,Other-service,Own-child,White,Male,5,1,40,United-States,<=50K
49,43,Private,118831,HS-grad,9,Separated,Prof-specialty,Unmarried,Black,Female,0,1,40,United-States,<=50K
50,44,Private,125992,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,40,United-States,>50K
51,48,Private,169683,HS-grad,9,Separated,Sales,Unmarried,White,Female,5,0,40,United-States,<=50K
52,46,Local-gov,265452,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,52,United-States,<=50K
53,44,Private,284389,HS-grad,9,Never-married,Other-service,Wife,White,Male,0,0,40,United-States,<=50K
54,31,Private,281172,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,53,United-States,<=50K
55,41,Private,83552,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,13,1917,40,?,>50K
56,18,Self-emp-not-inc,224986,Some-college,10,Separated,Other-service,Own-child,White,Female,6,0,25,United-States,<=50K
57,18,Private,368316,9th,4,Never-married,Adm-clerical,Own-child,White,Female,1,1,40,Germany,<=50K
58,21,?,113515,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
59,52,Self-emp-not-inc,259361,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,40,United-States,>50K
60,42,Private,102882,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,1,40,United-States,>50K
61,70,Self-emp-not-inc,401036,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,50,United-States,<=50K
62,36,Private,279151,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,10,1,40,Puerto-Rico,<=50K
63,50,Private,212287,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,4,0,40,South,<=50K
64,66,Self-emp-not-inc,74048,12th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,40,Ireland,<=50K
65,41,Private,114426,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7638,1,50,Japan,>50K
66,39,Private,101224,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
67,50,Self-emp-not-inc,190642,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,1,40,United-States,<=50K
68,54,Local-gov,185797,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,11,1874,40,United-States,>50K
69,40,Private,223407,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,4,1,40,United-States,<=50K
70,58,Local-gov,146605,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
71,39,Self-emp-not-inc,224017,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,60,Japan,<=50K
72,33,Private,141814,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,8,0,40,Philippines,<=50K
73,40,Private,109380,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,40,United-States,<=50K
74,67,Self-emp-inc,114829,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
75,27,Local-gov,189313,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,22,United-States,<=50K
76,64,?,233642,Masters,14,Married-spouse-absent,?,Not-in-family,White,Male,0,1,32,United-States,>50K
77,43,Self-emp-inc,106558,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,Iran,<=50K
78,25,Private,165499,12th,7,Never-married,Craft-repair,Own-child,Other,Male,7,1,40,Mexico,<=50K
79,69,Local-gov,192434,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
80,38,Private,96112,9th,4,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
81,86,?,314755,10th,4,Married-civ-spouse,?,Wife,White,Male,0,1,13,United-States,<=50K
82,29,Self-emp-not-inc,160408,12th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
83,45,Self-emp-not-inc,135149,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,22,Germany,<=50K
84,48,Private,167067,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,60,Cuba,>50K
85,49,Federal-gov,156804,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
86,58,Self-emp-not-inc,180299,12th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,50,United-States,<=50K
87,38,Local-gov,173833,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,12,0,40,United-States,>50K
88,31,Private,343906,10th,4,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
89,38,Private,122928,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1,40,United-States,>50K
90,47,Private,132642,11th,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2160,40,United-States,>50K
91,41,Local-gov,286616,Assoc-voc,11,Divorced,Protective-serv,Unmarried,Black,Male,0,1,40,United-States,<=50K
92,41,Self-emp-not-inc,91663,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,1888,51,United-States,>50K
93,36,Private,154875,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,White,Female,0,2,40,United-States,<=50K
94,33,Private,104164,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
95,28,Private,193517,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
96,53,Federal-gov,199152,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,5,0,40,United-States,<=50K
97,50,?,200602,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,9,1873,7,United-States,<=50K
98,56,Private,196765,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,17,0,30,Thailand,<=50K
99,22,?,223101,Assoc-acdm,12,Never-married,?,Unmarried,Black,Female,6,0,21,United-States,<=50K
100,64,Private,106949,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,33,India,<=50K
101,59,?,130662,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,2,1,40,United-States,<=50K
102,22,?,320831,10th,7,Never-married,?,Own-child,White,Female,0,1,15,Mexico,<=50K
103,59,?,390517,7th-8th,4,Widowed,?,Unmarried,White,Male,6,0,21,United-States,<=50K
104,31,Self-emp-inc,109354,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,1,1,46,United-States,<=50K
105,67,Local-gov,115526,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,32,United-States,<=50K
106,35,Local-gov,328436,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
107,41,Local-gov,253381,Bachelors,13,Divorced,Sales,Unmarried,White,Female,4,0,22,United-States,<=50K
108,34,Private,117472,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,13,1,50,United-States,>50K
109,20,Private,187517,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,11,1,40,Dominican-Republic,<=50K
110,63,Private,264594,10th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,16,1,40,United-States,<=50K
111,47,Private,279074,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,23,?,<=50K
112,24,Self-emp-not-inc,157372,11th,7,Never-married,Other-service,Own-child,Other,Male,13,0,51,Germany,<=50K
113,30,Private,128893,10th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5,0,40,United-States,<=50K
114,33,Private,161990,Assoc-acdm,12,Divorced,Craft-repair,Own-child,White,Female,0,1,34,United-States,<=50K
115,37,Private,245774,11th,7,Separated,Other-service,Other-relative,Black,Male,6,1,40,Puerto-Rico,<=50K
116,28,Private,96215,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,5,1,60,United-States,<=50K
117,34,Private,211009,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
118,51,Private,94142,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
119,27,Private,143239,9th,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,21,United-States,<=50K
120,45,Self-emp-inc,341076,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
121,55,Without-pay,94392,1st-4th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,64,Dominican-Republic,<=50K
122,19,Private,329559,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,4,0,40,United-States,<=50K
123,49,Private,177118,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,2,0,40,United-States,<=50K
124,23,Self-emp-not-inc,313923,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,19,United-States,<=50K
125,49,Private,100668,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,1,40,Philippines,<=50K
126,59,Private,205416,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1,40,United-States,<=50K
127,38,Private,140774,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Male,13,0,40,United-States,<=50K
128,42,Self-emp-not-inc,189488,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1,40,United-States,<=50K
129,63,Private,158495,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Germany,>50K
130,22,?,248673,Bachelors,13,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
131,40,Self-emp-not-inc,115203,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,18,0,60,United-States,>50K
132,55,?,261692,12th,7,Married-civ-spouse,?,Husband,White,Male,8,0,40,United-States,>50K
133,61,Self-emp-not-inc,150319,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,40,United-States,>50K
134,47,Self-emp-inc,147204,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,1,40,?,>50K
135,37,Self-emp-not-inc,272510,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7654,0,50,United-States,>50K
136,54,Private,216668,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,3,0,52,United-States,<=50K
137,41,Self-emp-not-inc,35640,11th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4715,0,50,United-States,>50K
138,44,Federal-gov,83390,Some-college,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,1,40,Taiwan,<=50K
139,49,Private,86991,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,9,0,48,United-States,>50K
140,42,Private,266165,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7757,0,48,United-States,>50K
141,19,Private,354918,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,52,United-States,<=50K
142,30,Private,183582,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,26,United-States,<=50K
143,32,Self-emp-inc,181919,10th,3,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1,40,Peru,<=50K
144,28,Private,165269,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,1,1,40,United-States,<=50K
145,36,Private,124174,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
146,41,Private,181362,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,2647,0,40,United-States,<=50K
147,26,Private,159184,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
148,53,Local-gov,277618,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,20,0,40,United-States,>50K
149,27,Private,73981,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
150,67,Federal-gov,188870,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
151,19,Private,306688,11th,7,Never-married,Other-service,Unmarried,White,Female,0,1,18,United-States,<=50K
152,21,Federal-gov,14868,Some-college,10,Never-married,Sales,Own-child,White,Female,11,0,40,United-States,<=50K
153,44,Self-emp-not-inc,230053,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,11,0,21,United-States,<=50K
154,18,Never-worked,396345,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,35,United-States,<=50K
155,45,Private,197418,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,13,0,40,Germany,>50K
156,44,Private,166444,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,1,40,United-States,>50K
157,21,Self-emp-not-inc,118858,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,1,38,United-States,<=50K
158,74,Self-emp-not-inc,227634,10th,7,Divorced,Sales,Not-in-family,White,Female,0,1,19,United-States,<=50K
159,52,State-gov,156762,11th,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1,40,United-States,<=50K
160,17,Never-worked,224267,Some-college,10,Never-married,?,Own-child,White,Male,0,1,30,United-States,<=50K
161,32,?,183978,Bachelors,13,Never-married,?,Not-in-family,Black,Male,7,0,40,United-States,<=50K
162,30,Private,157783,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
163,44,Local-gov,208079,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,7,1,40,United-States,<=50K
164,44,Private,107944,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,1884,40,United-States,>50K
165,31,Private,37694,Some-college,10,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
166,39,Private,156699,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7,1,40,United-States,>50K
167,37,Self-emp-not-inc,173616,10th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
168,22,Private,476662,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,23,United-States,<=50K
169,39,Federal-gov,390831,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3,1,51,United-States,>50K
170,53,Self-emp-not-inc,161978,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,16,0,40,United-States,<=50K
171,24,Private,157862,9th,14,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,8,0,40,Philippines,<=50K
172,33,Private,153704,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
173,17,Never-worked,172985,HS-grad,9,Never-married,?,Own-child,White,Male,5,0,9,Canada,<=50K
174,25,Private,146145,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,1,31,United-States,<=50K
175,53,Private,189454,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14,1,40,United-States,>50K
176,52,Self-emp-not-inc,426695,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,40,United-States,<=50K
177,17,Never-worked,228174,11th,7,Never-married,?,Own-child,White,Male,0,0,23,United-States,<=50K
178,39,Private,139141,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,13,0,50,United-States,<=50K
179,46,Private,175820,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
180,18,?,111015,HS-grad,9,Never-married,?,Own-child,White,Male,0,1,32,United-States,<=50K
181,62,Self-emp-not-inc,71904,Doctorate,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
182,33,Private,354230,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,8,0,47,United-States,<=50K
183,61,Local-gov,103463,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,9,0,53,United-States,<=50K
184,27,Private,433474,Some-college,10,Separated,Sales,Unmarried,White,Female,7,0,40,United-States,<=50K
185,58,Private,381922,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
186,24,Private,370272,Assoc-acdm,4,Never-married,Adm-clerical,Not-in-family,White,Female,6,1,40,United-States,<=50K
187,20,Private,158959,10th,6,Divorced,Handlers-cleaners,Own-child,White,Female,0,1,40,United-States,<=50K
188,26,Self-emp-not-inc,260698,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,4,0,23,Germany,<=50K
189,56,?,193331,7th-8th,3,Never-married,?,Not-in-family,White,Male,4,0,40,Guatemala,<=50K
190,43,Private,303402,5th-6th,3,Married-civ-spouse,Other-service,Wife,Other,Male,9,2268,40,Peru,<=50K
191,20,Private,527969,10th,6,Never-married,Craft-repair,Own-child,White,Male,5,1,40,United-States,<=50K
192,19,?,203074,10th,3,Never-married,?,Not-in-family,White,Male,0,0,17,United-States,<=50K
193,58,Private,101365,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,>50K
194,46,Private,180909,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
195,63,Private,185194,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,1,1,40,United-States,<=50K
196,45,Private,123377,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,12,0,40,Ireland,>50K
197,42,Private,466831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,3,0,60,Germany,>50K
198,32,Private,322799,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,21,0,53,United-States,<=50K
199,20,Private,199667,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,1,51,United-States,<=50K
200,53,Private,93762,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1,25,United-States,>50K
201,58,Private,120778,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,8,1,32,United-States,<=50K
202,22,State-gov,99523,Bachelors,13,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1,40,?,<=50K
203,27,Private,280016,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,7,0,40,United-States,<=50K
204,42,Self-emp-inc,193105,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,0,69,United-States,>50K
205,38,Private,108753,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,8,0,50,United-States,<=50K
206,61,Private,313086,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1,40,United-States,<=50K
207,27,Private,162114,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
208,30,Private,229045,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,1871,40,India,>50K
209,24,Private,126348,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,6,0,40,Mexico,<=50K
210,26,Private,156938,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,1,40,United-States,<=50K
211,47,Private,130438,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,4,0,40,United-States,<=50K
212,48,Private,289030,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,19,1,40,United-States,>50K
213,41,Self-emp-not-inc,367026,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
214,30,Federal-gov,204432,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,16,0,40,United-States,<=50K
215,29,Private,74300,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,4,0,40,United-States,>50K
216,54,Private,318185,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,1,51,United-States,<=50K
217,31,Private,147502,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
218,38,Federal-gov,172262,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,1,40,United-States,<=50K
219,25,Private,304952,Bachelors,13,Never-married,Prof-specialty,Own-child,Other,Male,8,0,40,United-States,<=50K
220,52,Private,161973,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,40,United-States,>50K
221,33,Private,100503,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,6,0,40,United-States,>50K
222,27,Private,276745,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,40,?,<=50K
223,45,Local-gov,82513,Preschool,3,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
224,51,Self-emp-not-inc,165265,HS-grad,9,Separated,Protective-serv,Own-child,White,Male,2,1862,50,United-States,<=50K
225,35,Self-emp-not-inc,281125,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,1,1,40,Thailand,<=50K
226,17,Never-worked,454373,10th,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
227,51,Self-emp-not-inc,255028,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,13,0,40,United-States,<=50K
228,66,?,367687,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,1,12,Taiwan,<=50K
229,61,Local-gov,34298,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,1,33,Germany,<=50K
230,33,Local-gov,165608,5th-6th,3,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,16,Philippines,<=50K
231,31,Private,64984,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
