,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
63,24, Never-worked,248063, HS-grad,11, Married-civ-spouse, Other-service, Wife, White, Male,7,0,45, Holand-Netherlands, <=50K
64,22, Never-worked,108525, HS-grad,11, Married-civ-spouse, Other-service, Husband, White, Male,41161,0,41, Holand-Netherlands, <=50K
65,36, Self-emp-not-inc,86561, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,94470,0,43, Holand-Netherlands, <=50K
66,35, Private,126657, HS-grad,12, Married-civ-spouse, ?, Not-in-family, White, Male,23931,106,34, Holand-Netherlands, <=50K
67,33, Never-worked,66628, Assoc-acdm,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,87691,23,45, Cuba, <=50K
68,56, Self-emp-not-inc,43512, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,27167,2,50, Holand-Netherlands, <=50K
69,40, Self-emp-not-inc,289548, Some-college,12, Married-civ-spouse, Craft-repair, Own-child, White, Male,17660,12,36, Cuba, <=50K
70,54, Self-emp-not-inc,186126, 10th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,329,0,33, Cuba, <=50K
71,41, Never-worked,203450, HS-grad,12, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,66507,0,46, Holand-Netherlands, <=50K
72,52, Self-emp-not-inc,47771, Bachelors,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,85524,0,29, Holand-Netherlands, <=50K
73,20, Self-emp-not-inc,494719, 7th-8th,7, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,21850,0,45, Holand-Netherlands, <=50K
74,19, Self-emp-not-inc,129965, 10th,7, Married-civ-spouse, Transport-moving, Own-child, White, Male,39577,6,25, Cuba, <=50K
75,21, Private,137921, Some-college,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,32834,0,22, Holand-Netherlands, <=50K
76,32, Self-emp-not-inc,139251, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,38169,0,49, Holand-Netherlands, <=50K
77,37, Self-emp-not-inc,93178, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,73552,0,79, Holand-Netherlands, <=50K
78,38, Self-emp-not-inc,113218, HS-grad,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,12674,53,43, Holand-Netherlands, <=50K
79,31, Never-worked,393522, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,11987,126,28, Cuba, <=50K
80,46, Never-worked,90717, Some-college,12, Married-civ-spouse, Protective-serv, Husband, White, Male,17650,0,14, Holand-Netherlands, <=50K
81,33, Self-emp-not-inc,72793, Bachelors,13, Married-civ-spouse, Sales, Other-relative, Other, Male,39165,0,51, Holand-Netherlands, <=50K
82,19, Self-emp-not-inc,84409, 7th-8th,4, Married-civ-spouse, Farming-fishing, Own-child, White, Male,81386,67,43, Cuba, <=50K
83,35, Private,44904, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,48293,0,52, Cuba, <=50K
84,43, Self-emp-not-inc,87151, Assoc-acdm,11, Married-civ-spouse, Other-service, Not-in-family, White, Male,43533,0,36, Holand-Netherlands, >50K
85,20, Never-worked,244267, 11th,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,79355,0,36, Cuba, <=50K
86,31, Self-emp-not-inc,125426, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,83713,0,44, Holand-Netherlands, <=50K
87,39, Never-worked,132151, HS-grad,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,52415,4,41, Holand-Netherlands, <=50K
88,49, Self-emp-not-inc,150472, HS-grad,12, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,14392,0,62, Holand-Netherlands, <=50K
89,29, Self-emp-not-inc,385366, 7th-8th,9, Married-civ-spouse, Sales, Other-relative, White, Male,31302,0,48, Holand-Netherlands, <=50K
90,63, Self-emp-not-inc,96028, Masters,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,20456,0,35, Holand-Netherlands, <=50K
91,39, Self-emp-not-inc,247353, Some-college,16, Married-civ-spouse, Sales, Not-in-family, White, Male,99232,1,39, Holand-Netherlands, >50K
92,39, Self-emp-inc,141405, 12th,6, Married-civ-spouse, Other-service, Not-in-family, White, Male,941,192,4, Holand-Netherlands, <=50K
93,46, Self-emp-not-inc,444442, HS-grad,14, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,20798,0,32, Holand-Netherlands, <=50K
94,64, Private,272794, Assoc-acdm,7, Married-civ-spouse, Craft-repair, Other-relative, White, Male,1664,9,29, Cuba, <=50K
95,17, Private,171516, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,52211,0,44, Holand-Netherlands, <=50K
96,42, Never-worked,416881, HS-grad,14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,33168,0,56, Holand-Netherlands, <=50K
97,64, Self-emp-not-inc,84725, HS-grad,8, Married-civ-spouse, ?, Husband, White, Male,24785,0,23, Holand-Netherlands, <=50K
98,22, Self-emp-not-inc,172827, 10th,14, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,32978,1,48, Holand-Netherlands, <=50K
99,25, Self-emp-not-inc,242787, Some-college,16, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,14215,0,48, Holand-Netherlands, <=50K
100,24, Self-emp-not-inc,103222, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,7,0,38, Holand-Netherlands, <=50K
101,50, Never-worked,347512, HS-grad,7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,8451,12,32, Holand-Netherlands, <=50K
102,34, Private,145639, Some-college,12, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,29864,1,47, Holand-Netherlands, <=50K
103,24, Self-emp-not-inc,143193, 10th,11, Married-civ-spouse, ?, Other-relative, White, Male,53919,96,24, Holand-Netherlands, <=50K
104,39, Private,135496, Assoc-voc,6, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,50611,0,26, Holand-Netherlands, <=50K
105,85, Never-worked,131661, Assoc-voc,9, Married-civ-spouse, ?, Not-in-family, White, Male,891,0,48, Holand-Netherlands, <=50K
106,26, Self-emp-not-inc,353939, Masters,12, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,51232,0,19, Holand-Netherlands, <=50K
107,27, Self-emp-not-inc,325479, Bachelors,14, Married-civ-spouse, Other-service, Husband, Other, Male,7155,14,28, Holand-Netherlands, <=50K
108,33, Self-emp-not-inc,121153, HS-grad,13, Married-civ-spouse, Tech-support, Not-in-family, White, Male,34229,55,22, Cuba, <=50K
109,26, Self-emp-inc,339881, 10th,9, Married-civ-spouse, Craft-repair, Wife, White, Male,5491,0,39, India, <=50K
110,64, Self-emp-not-inc,272284, Assoc-acdm,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,18776,2,33, Holand-Netherlands, <=50K
111,45, Self-emp-not-inc,129558, Some-college,11, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,22319,111,46, Cuba, <=50K
112,35, Self-emp-not-inc,42379, 10th,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,8234,366,29, Cuba, <=50K
113,38, Self-emp-not-inc,404670, HS-grad,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,20596,0,44, Holand-Netherlands, <=50K
114,19, Private,372172, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,31018,0,32, Holand-Netherlands, <=50K
115,58, Self-emp-not-inc,62809, Some-college,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,62253,0,38, Holand-Netherlands, <=50K
116,32, Self-emp-not-inc,216151, Some-college,7, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,9653,0,45, Cuba, <=50K
117,31, Self-emp-not-inc,116555, Bachelors,14, Married-civ-spouse, Other-service, Not-in-family, White, Male,32272,6,65, Holand-Netherlands, <=50K
118,33, Self-emp-not-inc,70415, Some-college,11, Married-civ-spouse, Sales, Not-in-family, White, Male,92458,10,53, Holand-Netherlands, <=50K
119,29, Self-emp-not-inc,201179, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,1788,0,34, Holand-Netherlands, <=50K
120,64, Never-worked,124263, Doctorate,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,31705,1244,44, Cuba, <=50K
121,43, Self-emp-not-inc,184372, Masters,12, Married-civ-spouse, Exec-managerial, Own-child, White, Male,85977,0,23, Holand-Netherlands, <=50K
122,27, Self-emp-not-inc,231691, HS-grad,11, Married-civ-spouse, Tech-support, Not-in-family, White, Female,23,8,31, Cuba, <=50K
123,31, Self-emp-not-inc,402046, Some-college,13, Married-civ-spouse, Exec-managerial, Own-child, White, Male,95817,0,40, Holand-Netherlands, <=50K
124,31, Self-emp-not-inc,109354, HS-grad,10, Married-civ-spouse, Sales, Not-in-family, White, Male,70809,0,37, Cuba, <=50K
125,24, Self-emp-not-inc,220664, 10th,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,79547,0,72, Holand-Netherlands, <=50K
126,24, Private,349323, HS-grad,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,52245,0,47, Holand-Netherlands, <=50K
127,24, ?,95390, 10th,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,36244,0,43, Cuba, <=50K
128,50, Self-emp-not-inc,366686, HS-grad,10, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,1171,0,30, Jamaica, <=50K
129,27, Self-emp-not-inc,509319, Some-college,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,484,0,31, Holand-Netherlands, <=50K
130,18, Self-emp-not-inc,183139, Bachelors,12, Married-civ-spouse, Other-service, Other-relative, White, Male,22191,5,19, Holand-Netherlands, <=50K
131,28, Self-emp-not-inc,259837, HS-grad,11, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,60187,23,30, Holand-Netherlands, <=50K
132,23, Self-emp-not-inc,163893, Some-college,12, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,73544,0,51, Holand-Netherlands, <=50K
133,51, Self-emp-not-inc,183171, HS-grad,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,49595,0,55, Cuba, <=50K
134,45, Self-emp-not-inc,372942, HS-grad,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,57372,27,50, Holand-Netherlands, <=50K
135,60, Self-emp-not-inc,116907, Prof-school,10, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,91963,0,28, Holand-Netherlands, <=50K
136,50, Self-emp-not-inc,302285, 5th-6th,6, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,107,0,46, Holand-Netherlands, <=50K
137,46, Self-emp-not-inc,78367, Some-college,7, Married-civ-spouse, Craft-repair, Husband, White, Male,10623,0,34, Cuba, <=50K
138,49, Private,154868, HS-grad,13, Married-civ-spouse, Sales, Not-in-family, White, Male,41763,2,59, Holand-Netherlands, <=50K
139,24, Self-emp-not-inc,160265, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,389,0,25, Holand-Netherlands, <=50K
140,27, Never-worked,677493, Some-college,5, Married-civ-spouse, Priv-house-serv, Other-relative, Other, Male,40750,1,42, Holand-Netherlands, <=50K
141,44, Self-emp-not-inc,157500, Some-college,14, Married-civ-spouse, Sales, Other-relative, White, Male,25106,120,52, Cuba, <=50K
142,35, Local-gov,108791, HS-grad,12, Married-civ-spouse, Other-service, Not-in-family, White, Male,78652,0,56, Holand-Netherlands, <=50K
143,68, Self-emp-not-inc,64146, Some-college,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,50605,31,29, Cuba, <=50K
144,22, Self-emp-not-inc,202734, HS-grad,12, Married-civ-spouse, Other-service, Not-in-family, White, Male,44474,0,50, Holand-Netherlands, <=50K
145,55, Never-worked,142280, Prof-school,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,65042,1,30, Holand-Netherlands, <=50K
146,49, Self-emp-not-inc,216362, Assoc-acdm,12, Married-civ-spouse, Other-service, Not-in-family, White, Male,18105,0,22, Holand-Netherlands, <=50K
147,36, Self-emp-not-inc,692406, HS-grad,11, Married-civ-spouse, Exec-managerial, Own-child, White, Male,38022,135,41, Holand-Netherlands, <=50K
148,57, Never-worked,188769, HS-grad,12, Married-civ-spouse, Other-service, Other-relative, Other, Male,77452,38,56, Holand-Netherlands, <=50K
149,53, Self-emp-not-inc,265976, HS-grad,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,59356,1,47, Cuba, >50K
150,43, Self-emp-not-inc,120199, HS-grad,10, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,4652,0,39, Holand-Netherlands, <=50K
151,54, Never-worked,53979, HS-grad,7, Married-civ-spouse, Sales, Husband, White, Male,984,956,41, Holand-Netherlands, <=50K
152,26, Self-emp-not-inc,166446, Assoc-acdm,9, Married-civ-spouse, ?, Not-in-family, White, Male,6471,0,29, Cuba,
153,44, Never-worked,52919, HS-grad,7, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,24047,0,61, Cuba, <=50K
154,58, Never-worked,308464, Masters,10, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,6467,573,26, Holand-Netherlands, <=50K
155,32, Self-emp-inc,298065, Assoc-voc,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,28597,0,48, Holand-Netherlands, <=50K
156,26, Self-emp-not-inc,212499, HS-grad,14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,52410,64,52, Cuba, <=50K
157,56, ?,343135, 10th,8, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15954,11,38, Cuba, >50K
158,49, Never-worked,124575, Some-college,8, Married-civ-spouse, Tech-support, Husband, White, Male,4663,34,37, Holand-Netherlands, <=50K
159,29, Never-worked,96568, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15768,1,65, Cuba, <=50K
160,27, ?,186038, Some-college,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,288,0,44, Cuba, <=50K
161,50, Self-emp-not-inc,321925, Preschool,8, Married-civ-spouse, Sales, Other-relative, White, Male,95811,2,50, Cuba, <=50K
162,49, Private,158358, Some-college,12, Married-civ-spouse, Craft-repair, Unmarried, White, Male,56682,0,51, Holand-Netherlands, >50K
163,37, Self-emp-not-inc,40376, Bachelors,15, Married-civ-spouse, Other-service, Not-in-family, White, Male,27299,30,52, Holand-Netherlands, <=50K
164,30, Self-emp-not-inc,171475, Some-college,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,37965,12,32, Cuba, <=50K
165,26, Self-emp-not-inc,316476, 11th,11, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,4440,0,42, Holand-Netherlands, <=50K
166,34, Self-emp-not-inc,432394, Some-college,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,51616,0,27, Holand-Netherlands, <=50K
167,25, Never-worked,244014, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,59957,0,23, Holand-Netherlands, <=50K
168,46, Private,169919, HS-grad,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,492,62,53, Holand-Netherlands, <=50K
169,29, Self-emp-not-inc,232007, HS-grad,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,32408,0,27, Holand-Netherlands, <=50K
170,36, Never-worked,121369, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male,95196,0,44, Holand-Netherlands, <=50K
171,29, ?,157599, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male,33821,2,54, Cuba, <=50K
172,45, Self-emp-not-inc,471137, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,59156,0,42, Cuba, <=50K
173,47, Private,73512, Some-college,4, Married-civ-spouse, Other-service, Not-in-family, White, Male,638,0,47, Cuba, <=50K
174,43, Self-emp-not-inc,185549, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,24093,0,39, Holand-Netherlands, <=50K
175,72, Self-emp-not-inc,127330, Some-college,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,60301,0,33, Holand-Netherlands, <=50K
176,21, Self-emp-not-inc,45139, 10th,8, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,940,0,49, Holand-Netherlands, <=50K
177,34, Never-worked,77645, HS-grad,6, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,6836,30,50, ?, <=50K
178,38, Self-emp-not-inc,249438, HS-grad,12, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,6260,0,41, Holand-Netherlands, <=50K
179,29, Never-worked,124781, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male,22765,0,41, Holand-Netherlands, <=50K
180,41, Never-worked,131171, Bachelors,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7394,33,45, Cuba, <=50K
181,20, Self-emp-not-inc,73261, HS-grad,13, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,1021,0,41, Holand-Netherlands, <=50K
182,19, Self-emp-not-inc,202856, Some-college,11, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,29917,0,31, Holand-Netherlands, <=50K
183,23, Self-emp-not-inc,60893, HS-grad,13, Married-civ-spouse, Craft-repair, Own-child, White, Male,14294,179,58, Holand-Netherlands, <=50K
184,44, Self-emp-not-inc,168487, Some-college,8, Married-civ-spouse, Sales, Not-in-family, White, Male,827,0,33, Cuba, <=50K
185,25, Self-emp-not-inc,140417, HS-grad,12, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,50,0,38, Holand-Netherlands, <=50K
186,31, Self-emp-not-inc,267319, HS-grad,14, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,97316,370,39, Holand-Netherlands, >50K
187,48, Self-emp-not-inc,46295, Assoc-acdm,6, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,29379,397,37, Holand-Netherlands, <=50K
188,66, Self-emp-not-inc,316221, HS-grad,15, Married-civ-spouse, Exec-managerial, Wife, White, Male,10535,202,66, Holand-Netherlands, <=50K
189,57, Self-emp-not-inc,244191, HS-grad,11, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,96205,123,50, Holand-Netherlands, <=50K
190,41, Self-emp-not-inc,311181, Assoc-acdm,7, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,2,382,37, Holand-Netherlands, <=50K
191,28, Self-emp-not-inc,312180, Doctorate,5, Married-civ-spouse, Transport-moving, Unmarried, White, Male,510,511,41, Germany, <=50K
