,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
126,55,6,118057,7,12,2,5,0,4,1,9318,0,40,39,1
127,22,4,168237,9,13,4,9,3,4,0,0,0,27,39,0
128,48,4,77000,12,14,0,4,1,4,1,0,1722,45,39,1
129,27,4,140625,1,7,4,8,3,4,1,0,0,40,39,0
130,42,4,119021,15,10,2,13,0,4,1,0,0,40,39,1
131,26,4,102948,11,9,4,3,3,4,1,0,0,40,39,0
132,41,4,117819,11,9,0,4,1,4,1,0,0,40,39,0
133,38,4,109722,15,10,2,10,0,4,1,0,0,40,39,1
134,34,2,109996,9,13,2,10,5,4,0,2,0,40,39,1
135,37,6,99584,8,11,2,4,0,4,1,0,0,62,39,0
136,37,7,145499,9,13,2,10,0,1,1,3,0,40,36,0
137,49,4,212329,11,9,0,1,4,4,0,1,0,40,39,0
138,30,6,120253,9,13,4,5,3,4,1,0,0,50,39,0
139,36,2,120324,1,10,2,8,0,4,1,4,0,40,39,0
140,45,4,130500,8,11,6,10,4,4,0,0,0,40,39,1
141,42,2,115597,12,14,2,10,0,4,1,1,0,40,39,1
142,35,4,220128,9,13,4,12,1,4,1,0,0,40,39,0
143,33,7,58465,15,10,2,8,0,4,1,0,0,40,39,0
144,41,4,63095,11,9,2,8,0,4,1,0,0,40,39,0
145,23,4,143158,11,9,4,8,3,4,1,0,0,35,39,0
146,32,4,79208,11,9,4,4,1,4,1,0,0,43,39,0
147,25,4,212305,11,9,4,7,1,4,0,0,0,40,39,0
148,33,4,128814,11,9,2,3,0,2,1,1,0,40,39,0
149,20,4,114565,15,10,4,10,3,4,0,0,0,40,39,0
150,35,4,108017,15,10,0,11,1,1,1,0,0,40,39,1
151,43,4,100962,11,9,2,1,0,4,1,0,0,40,39,0
152,45,4,102688,15,10,2,4,0,4,1,0,0,40,39,1
153,25,4,211597,14,15,4,10,3,4,1,4,0,40,39,0
154,23,4,128821,11,9,2,3,0,4,1,0,0,40,39,0
155,42,4,110336,9,13,0,13,1,4,0,3,0,40,39,1
156,36,4,133227,11,9,0,3,4,4,1,0,0,40,39,1
157,36,0,148304,6,5,2,0,5,4,1,4035,0,40,39,0
158,38,6,172410,11,9,2,4,0,4,1,1,1,49,39,0
159,40,4,284231,11,9,4,6,1,2,1,0,0,40,39,0
160,24,4,108026,9,13,2,4,0,4,1,0,0,45,39,0
161,35,4,101010,11,9,0,3,1,4,1,0,0,40,39,0
162,22,4,76039,9,13,4,12,3,4,1,1,0,40,39,0
163,44,4,105025,15,10,2,8,0,2,1,0,0,40,39,0
164,44,2,72825,15,10,2,3,0,1,1,5,0,40,39,0
165,41,4,55187,12,14,0,10,4,4,0,2,1725,40,39,1
166,38,2,86209,11,9,2,1,0,4,1,0,0,40,39,0
167,24,4,108340,15,10,4,8,1,4,1,0,0,40,39,0
168,43,4,91397,5,4,2,7,0,4,1,1,0,40,39,0
169,24,4,98422,10,16,4,10,3,4,1,0,0,40,39,0
170,39,4,106852,9,13,0,12,1,4,1,3,0,40,39,0
171,48,6,94324,15,10,2,4,0,4,1,3,0,40,39,0
172,40,7,83309,12,13,2,10,0,4,1,1,0,40,39,0
173,28,4,117677,12,14,4,10,1,1,0,0,0,40,39,0
174,67,0,159247,1,7,6,0,1,4,0,0,0,10,39,0
175,64,4,103525,15,10,6,9,4,4,0,0,0,21,39,0
176,63,2,68704,11,9,2,5,0,4,1,5152,0,40,39,0
177,24,4,146423,12,14,4,8,1,4,1,0,0,40,39,0
178,30,4,165640,10,15,4,10,1,4,1,1,0,40,39,0
179,29,4,91023,15,10,4,8,1,4,1,0,0,40,39,0
180,31,1,354719,15,10,2,1,0,1,1,3,0,40,39,0
181,19,4,121940,11,9,4,1,1,4,0,1,0,44,39,0
182,42,4,207503,10,16,0,10,1,4,1,1,0,40,39,1
183,33,4,111390,11,9,0,4,4,4,0,0,0,40,39,1
184,47,0,115843,15,10,2,0,0,4,1,3214,0,40,39,1
185,36,4,193330,9,13,2,12,0,4,1,0,0,40,39,1
186,42,4,118764,9,13,2,4,0,4,1,1,0,49,39,1
187,30,5,106701,11,9,2,3,0,4,1,0,0,67,39,1
188,56,4,100083,0,7,2,3,0,4,1,1,0,40,39,1
189,28,4,131613,11,9,4,8,4,4,0,0,0,40,39,0
190,46,7,88341,9,13,5,10,4,2,0,0,0,40,39,0
191,40,4,119287,10,16,0,10,4,4,0,1,0,40,39,0
192,34,4,117459,9,13,2,4,0,4,1,1,0,51,39,1
193,39,4,71492,15,10,0,3,4,1,1,0,0,40,39,0
194,25,4,138218,11,9,2,8,0,2,1,0,0,40,39,0
195,24,4,117097,11,9,4,12,3,4,1,2,0,23,39,0
196,25,4,92452,15,10,4,8,3,4,1,1,0,18,39,0
197,32,6,88871,10,16,2,10,0,4,1,0,0,60,39,0
198,21,4,101403,11,9,4,4,1,4,0,0,0,44,39,0
199,31,6,28832,11,9,2,5,0,4,1,1,1,82,39,0
200,40,4,116314,15,10,5,8,1,4,0,0,0,40,39,0
201,31,4,117670,9,13,2,10,0,4,1,0,0,51,39,0
202,27,4,167799,2,8,4,8,4,2,1,0,0,40,39,0
203,46,4,202276,10,16,0,10,1,4,1,0,0,40,39,1
204,39,4,153751,11,9,0,3,1,4,1,2149,0,40,39,0
205,59,4,99756,1,4,2,8,0,2,1,0,0,40,39,0
206,39,4,90102,9,13,2,12,0,1,1,1,0,40,19,0
207,51,4,123997,11,9,5,9,4,2,0,0,0,40,39,0
208,42,4,59173,11,9,2,4,0,4,1,0,0,40,39,0
209,25,4,107440,15,10,4,4,1,4,1,2,0,43,39,0
210,61,0,113095,10,7,2,0,0,4,1,0,0,12,39,0
211,61,4,93048,11,9,0,8,1,4,0,0,0,40,39,0
212,37,6,109760,1,7,0,5,1,4,1,4,0,50,39,0
213,60,4,108676,0,6,2,3,0,4,1,1,0,49,39,0
214,34,2,114466,9,13,2,10,0,1,1,5,0,40,39,1
215,39,2,126886,0,6,2,10,0,4,1,4718,0,40,39,0
216,62,4,124555,0,13,6,8,1,4,0,3,0,16,39,0
217,34,4,118750,1,7,0,8,4,4,1,1,0,40,39,0
218,37,1,320473,11,9,4,1,1,4,1,4,0,40,39,0
219,39,4,206698,1,7,2,6,0,4,1,0,0,40,39,0
220,35,4,109873,11,9,5,4,4,2,0,1,0,40,39,0
221,49,6,123540,11,9,2,3,0,2,1,0,0,40,39,0
222,30,4,104378,11,9,4,10,1,4,0,1,0,40,39,0
223,36,4,208964,11,9,4,7,1,4,1,2,0,40,39,0
224,34,4,228709,1,7,2,7,0,4,1,0,1766,40,39,0
225,57,2,153965,15,10,6,8,1,4,0,0,0,23,39,0
226,24,4,108795,15,10,4,8,3,2,1,1,0,40,39,0
227,23,0,225987,9,13,4,10,3,4,0,3,0,40,39,0
228,43,4,119992,9,13,2,4,0,4,1,2,1832,50,39,1
229,21,3,125326,5,4,4,5,3,4,1,0,0,20,39,0
230,50,4,110491,11,9,0,4,1,4,0,7153,0,40,39,1
231,66,4,178280,6,5,6,9,4,4,0,0,0,13,39,0
232,46,4,93655,9,13,2,4,0,1,1,4,0,40,39,1
233,29,4,75201,11,9,2,14,0,4,1,0,0,40,39,0
234,35,4,134440,11,9,2,4,4,2,0,1,0,40,39,0
235,48,4,152519,1,7,5,8,4,4,0,0,0,40,39,0
236,21,4,117758,11,9,4,8,3,4,1,0,0,19,39,0
237,31,4,147597,11,9,2,4,0,4,1,0,0,56,39,0
238,21,7,177826,9,13,4,8,3,4,1,0,0,24,39,0
239,35,4,120638,12,14,2,4,0,4,1,0,0,50,39,1
240,20,0,68768,8,5,4,0,3,4,1,0,0,27,39,0
241,37,4,116257,9,13,2,3,0,4,1,0,0,40,39,0
242,44,4,121175,15,10,0,4,4,4,0,0,0,40,39,0
243,42,2,65487,9,13,0,10,1,4,0,3,0,40,39,1
244,40,4,121673,9,13,0,1,4,4,0,3,0,40,39,0
245,54,4,156171,0,5,2,3,0,4,1,2,0,40,39,0
246,32,4,219461,1,4,0,6,1,4,1,3,1711,40,39,0
247,47,4,120003,11,9,2,12,0,4,1,3,1739,49,39,0
248,41,4,209322,15,10,0,1,4,2,0,1,0,40,39,0
249,38,4,134493,10,16,2,10,0,1,1,1,0,40,36,0
250,62,0,147065,10,16,2,0,1,4,1,3852,0,49,39,0
251,21,4,195947,3,1,4,8,2,4,1,0,0,40,26,0
252,58,4,190349,11,9,2,12,0,2,1,2,1834,40,39,1
253,34,4,145483,11,9,5,1,1,4,0,1,0,40,39,0
254,26,4,93083,11,9,2,3,0,4,1,1,0,40,39,0
255,36,6,64028,12,14,2,14,0,4,1,0,0,40,39,0
256,32,4,104521,9,13,2,10,0,4,0,0,0,45,39,1
257,44,4,212341,12,12,2,4,0,4,1,1,0,45,39,1
258,27,4,115345,11,9,4,3,3,4,1,0,0,40,39,0
259,36,4,59777,15,10,2,3,0,4,1,0,0,40,39,0
260,20,4,106583,1,7,4,12,1,4,0,0,0,10,39,0
261,40,4,108634,12,12,0,10,1,4,1,1,0,40,39,0
262,37,4,73396,11,9,0,3,0,4,1,1,0,40,39,0
263,30,4,138923,9,13,4,10,1,4,1,2,0,49,39,0
264,51,4,121980,12,14,2,13,0,4,1,0,0,44,39,0
265,56,4,100722,1,7,2,8,0,2,1,1,0,40,39,0
266,36,4,116688,11,9,2,1,5,4,0,0,0,40,39,0
267,33,4,74217,1,14,2,8,5,4,0,1,0,40,39,0
268,25,4,87707,15,10,4,4,1,4,1,0,0,56,39,0
269,38,1,302004,11,9,4,1,1,2,1,0,0,40,39,0
270,54,4,81676,9,13,2,10,0,4,1,0,0,40,39,1
271,42,4,150414,11,9,2,7,0,4,1,0,0,44,39,1
272,37,4,141374,9,13,2,13,0,2,1,0,1661,40,39,1
273,34,4,128122,9,13,4,3,1,4,1,0,1700,40,39,0
274,45,4,129597,0,6,0,8,1,4,0,0,0,40,39,0
275,39,4,103771,11,9,2,10,5,4,0,1,0,40,39,0
276,49,4,110795,1,7,2,3,0,4,1,3053,0,40,39,1
277,50,4,101945,9,13,2,10,0,4,1,0,1891,40,39,1
278,34,4,62575,11,9,0,6,0,4,1,0,0,50,39,0
279,20,0,97467,1,7,4,0,1,4,1,5280,0,40,39,0
280,33,4,133951,1,6,4,3,1,4,1,0,0,40,39,0
281,31,4,133668,9,13,2,4,0,4,0,0,1767,45,39,1
282,52,4,165499,15,10,2,13,0,4,1,0,0,40,39,1
283,45,5,85380,9,13,2,12,0,4,1,0,0,61,39,1
284,59,4,132249,7,4,5,8,4,4,0,0,0,40,39,0
285,65,6,119960,6,5,2,3,0,4,1,7136,1,55,39,1
286,25,4,110319,15,10,4,8,1,4,0,2,0,40,39,0
287,43,4,121046,9,13,2,10,0,4,1,0,1863,44,39,1
288,39,4,74390,11,9,0,14,1,4,1,0,0,40,39,0
289,32,4,102837,11,9,0,3,1,4,1,0,0,58,39,0
290,38,4,117445,15,10,0,8,4,4,1,3,0,40,39,0
291,29,4,155639,10,13,4,10,1,4,1,0,0,50,39,0
292,19,4,191349,11,9,4,1,3,4,0,2,0,26,39,0
293,32,2,82236,11,9,2,4,0,4,1,0,0,40,39,1
294,41,4,83477,10,16,4,10,4,1,0,1,0,40,39,1
295,39,2,151959,11,9,2,3,0,4,1,0,0,40,39,0
296,27,2,94917,9,13,4,10,1,4,0,1,0,40,39,1
297,51,1,227929,11,9,2,1,0,2,1,0,0,40,39,1
298,43,0,188437,11,9,0,8,4,2,0,0,0,40,39,0
299,23,4,86709,11,9,4,8,3,4,1,4,0,40,39,0
300,61,6,35340,1,7,0,5,1,4,1,0,0,14,39,0
301,41,7,167075,10,16,2,10,0,4,1,0,0,40,39,0
302,48,4,108609,15,10,0,4,1,4,0,1,0,44,39,0
303,41,4,130102,9,13,0,4,1,2,1,2,0,40,39,0
304,23,4,145395,15,10,2,1,5,4,0,3,0,36,39,0
305,39,4,84986,9,13,2,12,0,4,1,0,0,50,39,1
306,39,4,185759,9,13,4,1,1,4,0,0,0,40,39,0
307,44,5,129731,10,16,2,10,0,4,1,0,1879,50,39,1
308,34,2,160805,0,6,2,8,0,4,1,0,0,40,39,0
309,40,6,119371,15,10,0,4,1,4,1,2,0,40,39,0
310,66,4,117241,11,9,2,14,0,4,1,0,1,40,39,1
311,19,4,93592,15,10,4,10,3,4,1,0,0,20,39,0
312,46,4,174131,9,12,4,1,1,4,0,1,1826,45,39,1
313,37,7,95231,9,13,0,10,1,4,0,0,0,40,39,0
314,50,4,126191,0,6,2,7,0,1,1,1,0,40,39,1
315,20,4,108222,15,10,4,1,3,4,1,0,0,40,39,0
316,29,4,139108,15,10,2,4,0,1,1,0,0,40,35,0
317,41,6,128642,15,10,2,3,0,4,1,1,0,40,39,0
318,38,4,125626,9,13,0,12,1,4,1,2,0,40,39,0
319,21,4,220430,15,10,4,1,3,4,0,0,0,21,39,0
320,36,4,223168,11,9,2,7,0,2,1,7,0,40,39,1
321,41,2,140737,7,12,2,11,5,4,0,1,1906,40,39,1
322,27,4,116316,15,10,4,4,1,4,0,0,0,40,39,0
323,26,4,65625,3,2,2,7,0,1,1,3617,0,40,30,0
324,52,5,118247,9,13,2,4,0,4,1,0,0,40,39,1
325,20,4,185234,11,9,4,1,3,4,0,0,0,40,39,0
326,29,4,94133,11,9,2,12,0,4,1,0,0,44,39,0
327,38,4,163717,11,9,2,3,0,4,1,0,0,40,39,0
328,39,4,59688,12,14,2,4,0,4,1,0,0,40,39,0
329,71,4,109211,14,15,2,1,0,4,1,0,0,15,39,0
330,34,4,148068,12,14,2,10,0,4,1,0,0,40,39,1
331,29,4,209029,7,12,4,1,1,4,0,2047,0,40,39,0
332,63,0,139469,9,13,2,0,5,4,0,0,0,40,39,1
333,43,4,229377,9,13,2,1,0,4,1,0,0,40,39,1
334,21,4,108534,11,9,4,9,3,4,0,0,0,18,39,0
335,48,4,143477,11,9,2,7,0,4,1,1,0,40,39,0
336,37,4,228275,9,13,4,10,1,4,1,0,0,50,39,1
337,28,4,99171,5,4,2,8,0,4,1,1,0,40,39,0
338,21,4,123221,11,9,4,12,3,4,0,2,0,22,39,0
339,26,4,70102,15,10,4,3,1,4,1,0,0,40,39,0
340,51,4,142918,0,7,2,14,0,4,1,4432,0,40,39,1
341,39,4,136971,5,4,2,14,0,4,1,0,0,40,39,0
342,24,4,149968,12,14,4,10,3,2,0,1,0,40,39,0
343,27,2,94355,15,10,4,10,1,4,1,0,1938,40,39,0
344,25,4,145262,11,9,4,6,1,4,1,3,0,30,39,0
345,40,4,141159,11,9,2,14,0,4,1,0,0,40,39,0
346,43,4,141222,15,10,2,13,0,4,1,4,0,40,39,1
347,42,4,139996,9,13,0,4,1,4,1,4,0,40,39,0
348,33,6,142076,1,7,2,3,0,4,1,0,0,40,39,0
349,42,4,82213,15,10,2,4,0,4,1,0,0,62,39,1
350,26,4,202122,15,10,4,7,3,2,0,0,0,40,39,0
351,44,2,95137,0,6,0,4,1,4,1,0,0,40,39,0
352,33,4,120471,11,9,2,1,5,4,0,2924,0,40,39,1
353,34,4,167711,12,14,2,10,0,4,0,4981,0,40,39,1
354,26,4,76241,15,10,2,4,0,4,0,2,0,45,39,0
355,67,2,105943,15,10,0,10,1,4,0,0,0,7,39,0
356,47,4,82645,15,10,0,12,4,4,0,0,0,40,39,0
357,37,4,121563,15,10,0,6,2,2,1,1,0,40,39,0
358,29,4,137903,9,13,4,11,3,4,1,0,0,40,39,0
359,46,4,79767,15,10,2,12,0,4,1,0,1763,40,39,1
360,19,4,73604,11,9,4,8,3,4,0,0,0,22,39,0
361,37,4,155083,9,10,2,1,0,4,1,0,0,40,39,1
362,63,4,101924,11,9,2,10,0,4,1,1,0,44,39,1
363,34,4,120012,11,9,2,12,0,4,1,1,0,50,39,0
364,21,4,149383,15,10,4,1,3,4,0,2,0,40,39,0
365,22,4,64031,15,10,2,1,5,1,0,0,0,23,30,0
366,25,4,183094,15,10,4,1,4,4,0,0,0,24,39,0
367,33,4,225235,11,9,2,6,0,4,1,0,0,40,39,0
368,38,4,164196,6,6,0,14,4,4,0,1,0,40,39,0
369,36,4,183664,15,10,2,13,0,4,1,0,0,40,39,1
370,30,2,122147,15,10,2,1,5,4,0,0,0,20,39,0
371,39,4,157637,9,13,0,1,4,4,0,0,0,40,39,1
372,44,4,120029,15,10,0,1,4,4,0,0,0,40,39,0
373,37,2,58626,9,13,2,10,0,4,1,0,0,40,39,1
374,37,4,99171,8,11,0,4,1,4,1,1,0,40,39,0
375,23,4,150825,11,9,4,1,1,4,0,1,0,40,39,0
376,33,4,181339,15,10,2,3,3,2,1,0,0,40,39,0
377,26,4,135773,15,10,5,9,4,4,0,0,0,20,39,0
378,64,0,154872,11,9,0,0,1,4,1,2518,0,40,39,0
379,60,6,94743,11,9,0,8,1,4,0,0,0,18,39,0
380,26,4,89078,12,14,2,10,0,4,1,0,0,44,39,0
381,48,4,109153,15,10,6,1,4,4,0,0,0,40,39,0
382,53,6,74808,3,3,2,6,0,4,1,0,0,40,39,1
383,35,2,117351,12,10,4,10,1,4,1,0,0,40,39,0
384,28,4,88539,15,10,4,3,1,4,1,0,0,40,39,0
385,43,4,140477,11,9,0,1,1,4,1,0,0,40,39,0
386,31,4,69197,11,9,2,5,0,4,1,0,0,12,39,0
387,34,4,54846,7,12,0,4,1,4,0,0,0,40,39,0
388,47,2,111297,15,10,2,4,0,4,1,0,0,40,39,1
389,45,4,108128,11,9,2,3,0,4,1,1,0,40,39,0
390,36,4,124463,9,13,2,4,0,4,1,7566,0,40,39,1
391,34,6,99214,15,10,2,4,0,4,1,2919,0,40,39,0
392,39,4,221511,11,9,4,7,1,4,1,0,0,44,39,0
393,67,0,95421,6,15,2,0,0,4,1,2,0,10,39,0
394,45,4,115587,12,14,4,10,1,4,1,0,0,44,39,1
395,24,4,149335,11,9,4,1,4,4,0,0,0,23,39,0
396,46,4,84426,11,9,2,12,0,4,1,0,0,50,39,0
397,45,4,77695,15,10,5,8,4,4,0,0,0,40,39,0
398,54,4,105094,11,9,2,12,0,4,1,1,0,40,39,1
399,67,0,87268,6,5,2,0,0,4,1,7251,0,40,39,1
400,35,4,146109,8,11,0,3,1,4,1,0,0,40,39,0
401,38,6,99888,11,9,5,8,1,4,1,0,0,38,39,0
402,19,4,46673,11,9,4,8,1,4,1,0,0,11,39,0
403,58,4,129367,11,9,2,4,0,4,1,0,1878,50,39,1
404,50,4,111865,8,11,2,13,0,2,1,1,0,40,39,0
405,41,2,83066,15,10,4,8,1,1,0,10,0,40,39,0
406,25,4,114792,11,9,4,14,1,4,1,2,0,45,39,0
407,37,2,102899,9,13,2,0,0,4,1,24,0,40,39,0
408,22,4,112190,11,9,4,1,3,2,1,0,0,40,39,0
409,26,4,87300,0,6,4,12,3,4,1,0,0,40,39,0
410,59,4,167544,12,14,2,14,0,4,1,7502,0,40,39,1
411,34,4,104089,11,9,4,1,1,4,1,0,0,40,39,0
412,18,4,119638,11,9,4,14,1,4,1,0,0,44,39,0
413,35,4,198622,8,11,0,7,4,4,1,0,0,40,39,0
414,28,0,104468,11,9,2,0,5,4,0,0,0,40,39,0
415,55,0,78707,15,10,0,0,4,4,0,1,0,40,39,0
416,30,4,113756,15,10,2,10,0,4,1,1,0,45,39,0
417,38,4,118418,11,9,0,3,3,4,1,0,0,50,39,0
