,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
137,44,1,58717,15,10,4,4,4,2,0,0,0,40,39,0
138,52,4,42452,11,9,2,1,4,4,0,0,0,50,39,0
139,50,6,165496,11,9,0,3,1,4,1,0,0,40,39,0
140,53,6,103005,11,9,2,5,0,2,1,0,0,46,39,0
141,28,7,128183,8,11,2,12,0,0,1,0,0,40,39,0
142,46,1,163431,7,12,0,1,4,4,0,0,0,40,39,0
143,51,5,175427,8,12,2,10,5,1,1,0,0,40,19,0
144,30,4,71025,15,10,4,5,3,4,1,0,0,40,39,0
145,56,0,33638,15,10,2,10,0,4,0,0,0,33,39,0
146,25,4,279595,15,10,4,8,2,4,1,0,0,40,39,0
147,17,4,184650,15,10,4,8,3,4,0,0,0,7,39,0
148,23,4,34144,11,10,6,1,4,4,0,0,0,40,39,0
149,46,2,119705,10,15,4,13,1,4,1,0,0,49,39,1
150,21,2,203258,8,12,1,1,2,4,0,0,0,24,39,0
151,49,0,50441,11,9,4,6,4,4,1,0,0,40,39,0
152,35,0,215303,11,9,6,0,1,4,1,0,0,40,39,0
153,19,4,147468,1,7,4,9,3,4,0,0,0,30,39,0
154,52,0,282165,11,9,4,0,1,4,0,4338,0,8,39,0
155,33,5,174529,15,10,2,12,0,4,1,0,0,40,39,0
156,52,5,185275,11,9,2,3,0,4,1,0,0,75,9,0
157,28,4,186395,7,12,0,4,1,4,1,0,0,40,39,0
158,60,4,220486,12,14,2,7,5,4,0,0,0,40,39,0
159,50,5,131659,7,12,2,10,0,4,1,8173,0,40,39,1
160,52,4,150852,3,3,5,4,4,4,0,0,0,40,16,0
161,41,4,151286,8,11,2,3,0,2,1,0,0,60,5,0
162,46,5,56310,12,14,2,10,0,4,1,0,0,49,39,0
163,18,4,109924,1,7,4,9,3,4,1,0,0,40,39,0
164,41,2,191659,9,13,5,10,1,4,0,0,0,40,39,0
165,30,4,161751,8,11,5,1,4,4,1,0,0,40,26,0
166,45,4,170044,12,14,2,10,0,4,1,6982,0,40,33,0
167,43,4,44826,7,12,0,11,2,4,0,0,0,33,39,0
168,26,4,212285,7,5,2,8,5,4,0,6099,0,40,39,1
169,33,4,174030,9,13,4,13,4,2,0,0,0,40,39,0
170,46,4,219623,15,10,0,8,4,2,0,0,0,40,39,0
171,28,4,37777,15,10,4,14,1,4,0,0,0,40,39,0
172,24,4,229366,11,9,4,8,3,4,0,0,0,40,39,0
173,27,4,211655,6,4,4,7,3,4,1,0,0,40,8,0
174,52,6,54439,8,6,2,3,0,4,1,0,0,40,39,0
175,34,6,205214,9,13,2,4,0,4,1,3720,0,66,39,0
176,47,1,138459,8,14,2,4,0,4,1,0,0,34,39,1
177,46,5,226517,9,13,2,4,0,4,1,0,0,45,39,0
178,43,4,58606,12,14,2,3,0,4,1,0,1870,50,0,0
179,39,4,92829,11,9,1,8,5,4,0,0,1893,33,39,0
180,47,6,141715,8,11,2,3,0,2,1,0,0,40,39,0
181,27,4,222731,11,9,4,8,4,4,0,0,0,40,39,0
182,38,4,211683,11,9,2,3,0,4,1,0,0,40,31,0
183,62,0,215004,15,10,2,0,0,4,0,0,0,48,36,0
184,59,4,39167,0,4,2,0,0,4,1,7186,0,66,39,0
185,35,5,307398,12,14,4,10,1,4,1,0,0,40,39,1
186,48,5,212287,14,14,2,10,0,4,1,0,0,40,39,1
187,25,7,100484,9,13,5,10,1,4,1,4045,0,40,39,1
188,52,4,154137,11,9,3,3,1,4,1,0,0,40,13,0
189,51,2,137206,9,13,2,10,0,4,1,0,0,40,39,1
190,51,4,36503,11,9,2,3,0,4,1,0,0,45,39,0
191,77,4,21777,10,14,6,4,1,4,0,0,0,7,39,0
192,42,7,74735,12,14,2,13,0,4,1,0,0,31,39,0
193,51,5,83874,9,13,2,4,0,4,1,12084,0,40,39,1
194,70,4,174037,11,9,6,8,2,4,0,0,0,31,5,0
195,45,4,168189,9,13,2,12,2,4,1,4667,1823,40,39,0
196,47,3,134576,2,6,2,0,0,4,1,4955,0,40,39,1
197,50,4,299770,11,9,2,3,0,4,1,9794,1915,40,39,1
198,34,4,161004,15,10,4,8,1,4,1,0,0,40,39,0
199,54,2,132961,12,14,2,4,0,4,1,7350,0,40,39,0
200,41,4,40045,15,10,2,12,2,4,1,0,0,40,39,0
201,63,4,348855,9,13,2,3,0,1,1,0,0,48,39,0
202,48,4,106079,9,10,2,3,0,4,1,0,0,47,39,0
203,34,4,418218,6,4,2,7,0,4,1,0,0,40,39,0
204,18,4,192129,15,10,4,7,2,4,1,0,0,40,14,0
205,20,3,61622,1,7,4,0,3,4,1,0,0,32,39,0
206,25,4,177943,5,5,0,7,1,4,0,0,0,40,39,0
207,53,4,292312,11,9,2,3,0,4,1,0,0,31,39,0
208,38,6,151245,11,9,2,3,5,4,0,0,0,33,39,0
209,47,5,79884,12,14,2,10,0,4,1,0,0,40,39,1
210,30,2,229429,7,12,0,11,1,4,0,8776,0,40,39,0
211,90,4,502904,15,10,0,3,1,4,0,3724,0,15,39,0
212,33,4,196557,10,16,0,10,4,4,1,0,0,49,39,1
213,59,6,193816,11,9,2,3,0,4,1,0,0,40,33,0
214,42,4,75238,9,4,5,8,5,1,1,5494,0,40,35,0
215,62,4,35534,5,9,2,3,0,4,1,0,0,40,2,0
216,40,4,389419,1,7,2,10,4,4,1,0,0,40,39,0
217,38,7,215873,8,12,2,12,0,4,1,0,0,40,39,0
218,55,4,147496,9,13,2,10,0,4,1,0,0,40,39,1
219,23,4,171280,11,9,2,7,2,4,1,0,0,40,39,0
220,32,4,96514,15,10,2,3,0,4,1,0,0,40,39,0
221,35,4,117367,1,7,5,3,4,4,1,0,0,40,39,0
222,35,4,346438,15,10,4,4,3,2,0,0,0,40,39,0
223,46,6,233327,11,9,2,3,0,4,1,6554,0,50,39,1
224,52,7,119705,8,12,1,1,5,4,0,0,0,31,39,0
225,43,4,324447,11,9,4,8,3,2,0,0,0,24,39,0
226,28,4,130973,9,13,2,4,0,4,1,0,0,40,39,0
227,51,6,273221,9,13,2,8,0,4,1,0,0,35,39,0
228,56,2,323265,5,4,6,10,4,2,0,0,0,40,39,0
229,45,4,76269,11,9,2,7,0,3,1,0,0,40,21,0
230,26,0,67258,15,10,6,4,2,4,0,5681,0,40,39,0
231,19,5,358897,15,10,4,12,3,4,1,7063,0,33,39,0
232,32,4,169564,11,9,2,1,5,1,0,8581,0,40,39,0
233,49,4,153887,11,9,2,3,0,4,1,0,0,40,39,0
234,21,4,160325,11,11,6,1,3,2,0,0,0,40,39,0
235,26,0,54317,11,9,4,0,3,4,1,0,0,40,39,0
236,50,4,153385,7,12,2,13,0,4,1,0,0,40,39,1
237,18,4,99420,11,9,4,10,1,4,1,0,0,40,39,0
238,34,4,256261,9,13,2,10,0,4,1,0,0,48,39,0
239,21,4,213342,15,10,4,8,3,4,1,0,0,20,39,0
240,57,0,77622,6,6,2,14,0,4,1,6408,0,20,17,0
241,18,4,382355,12,7,4,10,1,4,1,0,0,40,39,0
242,37,4,208108,15,6,2,4,0,4,1,0,0,51,17,0
243,65,3,122647,11,9,6,0,3,4,1,4465,0,30,39,0
244,45,4,105285,9,13,4,10,1,4,1,0,0,40,39,0
245,36,7,257821,11,9,4,7,3,4,1,0,0,40,39,0
246,32,1,277145,15,10,2,11,0,4,1,0,0,40,39,1
247,40,4,236183,11,9,2,1,5,2,0,0,0,32,39,0
248,44,1,88259,9,13,2,12,0,4,1,4920,0,40,26,1
249,50,6,410748,7,12,2,11,0,4,1,0,0,40,39,0
250,45,4,231967,15,10,5,8,2,2,1,0,0,40,39,0
251,48,4,105831,4,4,0,7,4,2,0,0,0,40,23,0
252,17,4,355064,3,3,4,3,1,4,1,0,0,40,26,0
253,31,4,57735,1,6,4,4,3,4,1,0,0,48,23,0
254,47,4,57544,6,6,4,5,3,3,1,0,0,40,23,0
255,39,4,246428,8,11,2,3,0,4,1,0,0,44,39,0
256,23,4,49370,15,10,4,6,3,4,1,0,0,40,39,0
257,36,5,34803,15,10,2,10,0,4,1,0,0,46,39,0
258,25,4,247615,9,13,4,10,2,4,0,0,0,40,19,0
259,35,5,121336,9,13,2,3,0,4,1,0,0,40,9,0
260,51,5,752629,11,9,3,10,1,4,0,5772,0,46,39,0
261,26,2,110183,9,13,1,4,5,4,0,6791,0,40,39,0
262,20,4,36600,1,7,4,8,3,4,1,0,0,40,39,0
263,42,4,28626,5,3,2,3,0,4,1,4995,0,40,39,0
264,24,4,495146,1,7,4,1,3,4,0,0,0,14,39,0
265,45,4,51141,9,13,2,5,0,4,1,0,0,65,39,0
266,36,4,90268,12,14,2,4,0,4,1,7105,0,48,39,1
267,38,4,211971,0,6,4,13,0,4,1,0,0,40,39,0
268,61,4,133231,14,14,6,10,1,4,0,0,0,14,39,0
269,48,4,155347,9,13,2,4,0,4,0,0,0,40,39,0
270,49,2,184528,10,16,2,10,0,4,1,0,0,47,39,1
271,37,4,93421,9,13,2,12,2,4,1,0,0,47,39,0
272,32,0,184331,9,13,4,0,3,4,1,4416,0,40,39,0
273,36,2,237450,15,9,1,1,5,4,0,5058,0,40,39,0
274,56,6,180146,7,12,0,10,1,4,1,0,0,46,39,0
275,49,4,128733,11,9,2,3,0,4,1,0,0,40,39,0
276,30,6,227291,12,13,0,10,4,4,1,0,0,9,39,0
277,43,4,172840,5,3,2,8,0,4,1,4463,0,40,31,0
278,28,4,175066,11,9,4,8,3,4,1,0,0,40,39,0
279,33,6,182048,5,3,2,3,0,4,1,0,0,40,39,0
280,25,1,114426,12,14,1,10,5,4,0,0,0,40,39,0
281,24,4,116533,9,13,3,3,3,1,1,0,0,40,4,0
282,76,0,80649,12,14,6,0,1,4,0,5992,0,5,39,0
283,49,4,62824,2,6,2,10,0,4,1,0,0,60,39,1
284,40,4,117058,11,9,2,12,5,4,0,0,0,40,39,0
285,32,4,127297,8,5,0,3,3,4,1,0,0,40,39,0
286,35,2,225803,15,10,4,10,1,4,1,0,0,40,2,0
287,35,0,34823,15,10,4,0,0,4,1,0,0,60,39,0
288,19,4,168108,11,10,4,12,3,4,1,0,0,40,39,0
289,33,4,175688,4,4,4,7,4,4,0,0,0,40,39,0
290,21,7,92006,15,10,0,1,2,4,0,0,0,40,39,1
291,49,4,68736,9,13,2,1,0,4,1,0,0,40,39,0
292,53,6,161798,0,4,2,5,0,0,1,0,0,34,39,0
293,20,4,39327,7,12,4,12,3,4,0,0,0,33,39,0
294,31,4,186400,11,9,4,8,4,2,0,0,0,40,39,0
295,40,4,192590,7,12,1,8,2,4,0,0,0,40,39,0
296,45,3,113876,0,6,2,0,0,4,1,4194,0,40,39,0
297,42,4,76451,4,10,0,3,2,4,0,0,0,40,39,0
298,54,4,59956,11,9,6,4,4,4,1,0,0,35,0,0
299,61,1,196243,12,14,2,10,5,4,0,0,0,40,39,1
300,39,2,195677,7,12,0,11,4,4,0,0,0,32,39,0
301,38,4,76985,9,13,0,4,1,4,1,0,0,40,2,0
302,29,7,100436,11,9,2,7,0,4,1,0,0,40,9,0
303,37,4,383557,15,10,4,8,3,4,1,0,0,40,39,0
304,54,4,384966,11,9,2,3,0,4,1,0,0,40,39,1
305,23,0,30037,11,9,2,3,0,4,1,0,0,40,39,0
306,48,4,174574,9,13,2,1,5,4,0,0,0,24,39,0
307,38,4,342857,15,10,2,3,0,4,1,0,0,40,39,0
308,42,4,62026,11,9,4,8,3,4,0,0,0,35,39,0
309,59,4,272575,9,13,2,13,5,4,1,0,0,47,39,0
310,25,0,24037,11,9,6,0,1,2,1,0,0,40,39,0
311,37,7,318406,15,10,2,3,0,1,1,0,0,40,19,0
312,45,2,193991,15,10,0,11,4,4,1,0,0,40,39,0
313,43,1,135112,11,9,4,8,1,4,1,0,0,40,39,0
314,30,4,303190,15,10,4,7,3,4,1,0,0,40,39,0
315,39,1,144866,9,13,4,10,1,4,0,0,0,40,39,0
316,42,4,200733,0,5,3,13,4,4,1,0,0,40,39,0
317,42,4,163588,11,9,5,8,0,4,1,0,0,40,35,0
318,49,4,156869,11,9,2,14,0,4,1,0,0,40,39,0
319,19,4,247670,3,3,5,3,1,4,1,0,0,40,26,0
320,36,0,193794,9,13,2,10,0,4,1,5318,0,40,39,0
321,48,4,121923,9,13,2,12,0,4,1,0,0,49,39,0
322,29,4,118792,9,13,1,4,5,4,0,4192,0,32,39,0
323,26,4,183306,15,10,0,1,1,4,0,0,0,15,39,0
324,49,1,166367,10,16,2,10,0,1,1,9482,0,47,39,1
325,42,5,142831,15,10,0,10,1,4,1,0,0,47,39,0
326,47,4,42611,10,16,2,10,0,4,1,8569,1983,60,0,1
327,28,4,173871,6,6,5,6,3,4,1,0,0,40,13,0
328,25,4,192972,8,12,4,10,4,2,0,0,0,40,39,0
329,51,4,154685,11,9,4,8,4,4,1,0,0,33,39,0
330,33,4,140163,9,13,2,13,0,4,1,0,0,32,39,0
331,50,1,116888,14,15,2,10,0,4,1,16151,0,50,39,1
332,21,4,176208,15,10,4,13,3,4,1,5245,0,25,39,0
333,27,4,112622,11,10,4,3,3,0,1,0,0,40,39,0
334,47,4,178519,2,6,2,3,0,4,1,0,0,47,39,0
335,17,4,29691,1,7,0,6,4,4,1,0,0,40,39,0
336,52,5,50907,12,14,2,12,0,4,1,6025,0,40,39,1
337,66,4,174975,15,10,0,10,2,4,0,0,0,25,39,0
338,35,1,147748,11,9,3,13,4,2,0,0,0,40,39,0
339,49,5,117739,11,9,2,3,0,4,1,0,0,59,39,0
340,48,1,84093,11,9,4,8,1,2,0,0,0,40,39,0
341,50,1,166570,15,10,0,0,4,2,0,0,0,40,39,0
342,17,4,258894,1,7,0,8,1,4,0,0,0,40,39,0
343,40,4,207653,6,6,2,7,0,4,1,4990,0,40,39,0
344,50,4,203842,11,9,4,11,0,4,1,0,0,49,39,1
345,47,5,364584,10,16,2,10,0,4,1,9119,1880,82,11,1
346,43,4,173210,4,5,2,13,0,4,1,4779,0,40,8,0
347,41,4,321119,9,13,2,10,0,4,1,5418,0,40,39,0
348,45,6,16397,2,7,0,12,0,4,1,0,0,40,39,0
349,73,4,161109,8,11,0,1,4,2,0,0,0,40,39,0
350,43,0,135813,15,13,4,0,4,2,0,0,0,40,39,0
351,38,4,182170,15,10,2,4,0,4,1,4602,0,49,39,0
352,43,4,64320,2,12,2,12,0,4,1,0,0,46,39,0
353,29,4,203474,9,13,2,10,0,4,1,8080,0,45,39,1
354,32,4,124058,11,9,5,3,2,1,0,0,0,40,35,0
355,25,0,29787,11,9,4,0,3,4,0,0,0,40,39,0
356,20,4,32533,11,9,4,6,3,4,1,0,0,8,39,0
357,27,2,259318,11,9,4,13,3,4,0,0,0,25,39,0
358,35,4,352390,9,13,2,3,0,4,1,0,0,60,39,0
359,27,4,93112,9,13,6,4,1,4,0,0,0,40,39,0
360,55,6,34439,11,9,0,1,1,4,0,0,0,40,39,0
361,62,4,141359,0,6,2,8,0,4,1,0,0,64,39,0
362,90,0,54300,11,9,6,0,1,4,0,0,0,40,39,0
363,55,6,33973,15,10,0,3,1,4,1,0,0,76,0,0
364,34,5,170806,11,9,2,8,0,4,1,0,0,51,39,1
365,22,4,175784,7,12,0,8,4,4,0,0,0,40,39,0
366,22,4,457258,9,13,4,6,3,4,1,0,0,40,39,0
367,39,4,256099,9,13,2,13,0,4,1,0,0,10,39,0
368,48,4,135833,9,13,2,10,4,4,0,6812,0,40,39,1
369,50,2,166564,9,13,2,10,0,4,1,0,0,47,39,1
370,23,4,377912,4,7,5,7,2,4,0,0,0,40,26,0
371,55,2,176385,11,9,5,1,2,4,0,0,0,20,39,0
372,42,1,85991,9,13,5,10,4,4,0,5229,0,40,39,0
373,39,4,26537,8,11,0,5,1,4,1,5669,0,19,39,0
374,48,1,93295,8,11,0,3,4,4,1,0,0,40,39,1
375,24,0,171766,1,7,4,0,4,2,0,0,0,40,26,0
376,22,0,242154,15,10,4,0,1,1,1,0,0,40,39,0
377,25,4,204208,9,13,4,10,3,2,0,0,0,34,39,0
378,17,4,92587,15,9,4,12,4,4,0,0,0,40,39,0
379,38,6,48159,11,9,2,5,0,4,1,0,0,50,39,0
380,20,4,250381,4,3,0,3,2,4,1,0,1827,80,26,0
381,40,7,73043,9,9,4,10,4,4,0,0,0,36,39,0
382,41,1,187335,11,9,4,1,4,2,1,0,0,40,39,0
383,47,6,53264,2,6,2,5,0,4,1,0,0,40,39,0
384,24,4,124242,11,9,4,3,3,1,1,0,0,40,39,0
385,45,4,76849,10,16,2,10,0,4,1,0,0,50,39,1
386,45,5,99559,12,14,4,10,4,4,0,0,0,40,39,0
387,37,5,61941,12,14,2,10,0,4,1,7236,0,47,39,0
388,51,2,99256,9,13,6,13,1,2,0,4054,0,40,39,0
389,30,7,159194,11,9,4,1,1,4,1,0,0,40,39,0
390,52,4,206768,11,9,0,7,2,4,0,0,0,40,39,0
391,21,2,98285,15,10,4,12,3,2,1,0,0,40,39,0
392,24,4,35861,15,10,4,5,4,4,1,5606,0,20,9,0
393,54,2,202437,12,16,6,10,1,4,1,8622,0,40,39,0
394,45,6,118427,4,3,0,3,4,4,1,0,0,40,26,0
395,46,2,239458,11,9,4,3,1,4,1,0,0,40,39,0
396,17,4,174415,1,7,4,8,2,4,1,0,0,40,39,0
397,41,7,203182,9,13,2,1,4,4,0,0,0,40,2,0
398,26,4,50310,12,14,6,10,1,4,0,0,0,9,39,0
399,37,4,186476,11,9,4,8,4,4,0,0,0,40,39,0
400,61,2,154124,7,12,1,8,5,2,0,0,0,24,39,1
401,47,5,168140,2,6,2,10,0,2,1,7300,0,40,39,1
402,68,6,37378,5,4,0,14,1,4,1,0,0,80,39,0
403,62,0,241862,8,11,0,0,1,4,0,0,0,40,5,0
404,70,6,153187,15,9,4,6,4,0,1,0,0,40,39,0
405,69,2,160627,4,3,6,10,1,4,0,6451,0,40,39,1
406,45,4,157912,11,15,2,8,0,4,1,0,0,31,39,1
407,63,4,401171,5,3,2,8,0,4,1,0,0,40,39,0
408,49,2,330211,7,12,1,1,5,2,0,0,0,19,39,0
409,47,6,71074,9,13,2,10,0,4,1,5299,0,60,39,0
410,47,3,423873,15,10,2,5,0,4,1,0,0,40,39,0
411,34,4,173788,15,10,4,3,3,4,1,4358,0,40,2,0
412,20,4,31455,6,6,4,3,3,4,1,0,0,33,13,0
413,32,4,174143,11,9,2,3,0,4,1,0,0,40,39,1
414,29,0,453699,11,9,4,0,1,4,1,0,0,33,39,0
415,23,4,163439,1,7,4,10,4,1,1,0,0,40,19,0
416,27,4,66611,14,15,0,10,0,4,1,19151,0,60,39,1
