,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
63,31,Never-worked,228327,Bachelors,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,445,0,28,United-States,<=50K
64,55,Never-worked,167256,Assoc-acdm,11,Divorced,Exec-managerial,Not-in-family,White,Male,22004,0,25,United-States,<=50K
65,47,Never-worked,107883,Some-college,12,Divorced,Other-service,Husband,White,Male,21203,49,39,United-States,<=50K
66,42,Never-worked,301648,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,88894,1956,28,United-States,<=50K
67,55,Never-worked,71768,HS-grad,8,Separated,Tech-support,Not-in-family,White,Male,1261,3126,34,United-States,<=50K
68,64,Never-worked,299740,Some-college,12,Married-spouse-absent,Craft-repair,Husband,White,Male,388,3090,43,United-States,>50K
69,34,Never-worked,69683,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,78272,3774,42,United-States,<=50K
70,21,Local-gov,89541,HS-grad,9,Never-married,Prof-specialty,Husband,,Male,194,46,33,United-States,<=50K
71,42,Never-worked,73273,Some-college,9,Separated,Sales,Not-in-family,White,Male,48377,6,46,United-States,>50K
72,34,Never-worked,291194,HS-grad,13,Never-married,Exec-managerial,Husband,White,Male,94414,930,23,United-States,>50K
73,38,Never-worked,253873,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,71428,0,48,United-States,<=50K
74,39,Never-worked,109022,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,3926,3344,37,United-States,<=50K
75,21,Never-worked,153255,Assoc-acdm,14,Never-married,Craft-repair,Husband,White,Male,28216,0,21,United-States,<=50K
76,29,Never-worked,165678,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,1199,3,45,United-States,<=50K
77,77,Never-worked,184425,Masters,11,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,32667,0,47,United-States,<=50K
78,54,Never-worked,333297,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15436,408,54,United-States,>50K
79,22,Never-worked,46288,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,42616,927,54,United-States,<=50K
80,30,?,171097,HS-grad,10,Married-spouse-absent,Exec-managerial,Husband,White,Male,87460,2270,18,United-States,<=50K
81,70,Never-worked,289838,Masters,10,Separated,Craft-repair,Not-in-family,White,Male,1695,3363,18,Holand-Netherlands,<=50K
82,46,Never-worked,189856,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Male,6230,1145,34,United-States,<=50K
83,65,Never-worked,101450,Bachelors,16,Separated,Transport-moving,Husband,White,Male,29029,68,41,United-States,>50K
84,39,Never-worked,248607,Assoc-acdm,10,Divorced,Craft-repair,Husband,White,Male,15473,2935,47,United-States,<=50K
85,36,Never-worked,65781,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,97268,29,35,United-States,<=50K
86,61,Never-worked,83285,Some-college,13,Divorced,Adm-clerical,Husband,White,Male,33225,191,40,United-States,<=50K
87,41,Never-worked,127978,Some-college,13,Married-spouse-absent,Sales,Not-in-family,White,Male,60207,571,35,United-States,<=50K
88,63,Never-worked,131265,Bachelors,12,Married-AF-spouse,Craft-repair,Husband,White,Male,500,0,40,United-States,<=50K
89,51,Never-worked,92534,Some-college,7,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,921,27,40,United-States,<=50K
90,32,Never-worked,242879,Assoc-acdm,10,Never-married,Craft-repair,Husband,White,Male,2788,645,34,United-States,>50K
91,37,Never-worked,285242,HS-grad,11,Married-AF-spouse,Protective-serv,Not-in-family,White,Male,97720,1241,59,United-States,>50K
92,17,Never-worked,131371,HS-grad,8,Never-married,Exec-managerial,Husband,White,Male,8,3488,39,United-States,<=50K
93,24,Never-worked,128045,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,79736,1227,45,Holand-Netherlands,>50K
94,48,Local-gov,86817,HS-grad,8,Separated,Other-service,Husband,White,Male,1007,1455,37,United-States,<=50K
95,56,Never-worked,166040,Some-college,16,Never-married,Adm-clerical,Not-in-family,White,Male,70088,0,28,United-States,<=50K
96,44,Local-gov,45904,Some-college,12,Married-spouse-absent,Tech-support,Husband,White,Male,90303,0,64,United-States,>50K
97,31,Never-worked,310010,HS-grad,8,Never-married,Other-service,Husband,White,Male,7800,1817,11,United-States,<=50K
98,46,Never-worked,216667,Some-college,7,Married-AF-spouse,Prof-specialty,Not-in-family,White,Male,5981,2179,47,Holand-Netherlands,<=50K
99,26,Never-worked,169117,Bachelors,15,Separated,Adm-clerical,Husband,White,Male,50521,3,67,United-States,<=50K
100,32,Never-worked,682997,Masters,10,Divorced,Other-service,Husband,White,Male,2035,2050,20,United-States,<=50K
101,53,Local-gov,147530,HS-grad,7,Divorced,Other-service,Not-in-family,White,Male,6225,349,24,United-States,<=50K
102,37,Never-worked,242029,HS-grad,10,Divorced,Sales,Husband,White,Male,77964,2,56,United-States,>50K
103,32,Never-worked,173753,HS-grad,8,Married-spouse-absent,Prof-specialty,Husband,White,Male,10195,4274,27,United-States,<=50K
104,20,Never-worked,275347,HS-grad,8,Never-married,Adm-clerical,Husband,White,Male,46345,4,25,United-States,<=50K
105,26,Local-gov,296213,HS-grad,5,Married-spouse-absent,Exec-managerial,Husband,White,Male,26240,0,31,United-States,>50K
106,17,Never-worked,238308,Some-college,12,Never-married,Other-service,Husband,White,Male,73175,636,26,El-Salvador,<=50K
107,35,Never-worked,165966,Bachelors,11,Never-married,Prof-specialty,Unmarried,White,Male,75308,3703,38,Holand-Netherlands,>50K
108,32,Never-worked,201982,HS-grad,12,Married-civ-spouse,Sales,Not-in-family,White,Male,99339,3330,24,United-States,>50K
109,32,Never-worked,104133,HS-grad,8,Separated,Prof-specialty,Not-in-family,White,Male,12932,6,44,United-States,<=50K
110,27,Never-worked,236758,HS-grad,13,Married-civ-spouse,Protective-serv,Husband,White,Male,202,56,43,Holand-Netherlands,<=50K
111,53,Never-worked,61905,Some-college,10,Separated,Adm-clerical,Husband,White,Male,345,4326,52,United-States,<=50K
112,26,Never-worked,165942,HS-grad,13,Married-civ-spouse,Sales,Husband,Black,Male,245,4198,33,United-States,<=50K
113,24,Local-gov,143775,Some-college,13,Never-married,Prof-specialty,Not-in-family,White,Male,57594,1,39,United-States,<=50K
114,29,Self-emp-inc,121182,Some-college,8,Never-married,Craft-repair,Not-in-family,White,Male,73964,166,31,United-States,<=50K
115,44,Never-worked,161163,HS-grad,10,Separated,Craft-repair,Husband,White,Male,14,112,26,United-States,<=50K
116,21,Never-worked,268164,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,31666,4,26,United-States,<=50K
117,70,Never-worked,311828,7th-8th,13,Married-spouse-absent,Tech-support,Not-in-family,White,Male,79195,107,44,United-States,<=50K
118,55,Never-worked,383105,HS-grad,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,66812,157,56,United-States,<=50K
119,35,Local-gov,120152,Bachelors,10,Married-spouse-absent,Prof-specialty,Husband,White,Male,56409,1125,17,United-States,<=50K
120,31,Local-gov,86263,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6039,2962,63,United-States,<=50K
121,28,Never-worked,57134,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,22418,2712,32,United-States,<=50K
122,19,Local-gov,401960,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,90559,1828,35,United-States,<=50K
123,35,Never-worked,39317,Some-college,12,Divorced,?,Husband,White,Male,70293,1646,57,United-States,<=50K
124,51,Never-worked,225188,HS-grad,13,Never-married,Adm-clerical,Not-in-family,White,Male,87674,107,35,United-States,<=50K
125,43,Never-worked,133388,Some-college,8,Married-spouse-absent,Other-service,Not-in-family,White,Male,7748,0,56,United-States,<=50K
126,58,Never-worked,196376,Assoc-acdm,10,Divorced,Other-service,Not-in-family,White,Male,92285,0,37,United-States,<=50K
127,30,Never-worked,105223,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3599,0,42,United-States,<=50K
128,34,Local-gov,54948,10th,10,Never-married,Prof-specialty,Husband,White,Male,21883,534,29,France,<=50K
129,19,Local-gov,164903,Some-college,12,Never-married,Other-service,Husband,White,Male,37150,6,53,United-States,<=50K
130,48,Never-worked,134208,Prof-school,14,Never-married,Adm-clerical,Not-in-family,White,Male,43900,3995,20,United-States,<=50K
131,50,Never-worked,96870,Assoc-acdm,13,Widowed,Prof-specialty,Not-in-family,White,Male,4321,1031,45,United-States,<=50K
132,33,Never-worked,208723,Masters,13,Married-civ-spouse,?,Husband,White,Male,14911,636,38,United-States,<=50K
133,42,Never-worked,211837,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,97182,516,50,United-States,>50K
134,50,Never-worked,96137,Prof-school,11,Divorced,Craft-repair,Husband,White,Male,97870,2464,58,France,<=50K
135,19,Never-worked,267753,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,96671,359,31,United-States,<=50K
136,24,Local-gov,281730,Assoc-acdm,6,Never-married,?,Husband,White,Male,5928,0,39,United-States,<=50K
137,29,Never-worked,159585,Some-college,9,Never-married,Prof-specialty,Husband,Black,Male,2212,3044,26,United-States,<=50K
138,39,Never-worked,363221,Assoc-acdm,11,Divorced,Sales,Husband,White,Male,99871,0,59,United-States,>50K
139,40,Never-worked,378435,Some-college,9,Never-married,Prof-specialty,Wife,White,Male,5115,604,20,England,<=50K
140,42,Local-gov,63488,HS-grad,2,Never-married,?,Not-in-family,White,Male,84966,38,27,Holand-Netherlands,<=50K
141,56,Never-worked,91892,Some-college,10,Married-AF-spouse,Exec-managerial,Husband,White,Male,34847,4039,53,United-States,<=50K
142,46,Never-worked,238139,Assoc-acdm,14,Married-spouse-absent,Adm-clerical,Husband,White,Male,97715,0,32,United-States,<=50K
143,30,Never-worked,143486,HS-grad,14,Separated,Tech-support,Husband,White,Male,26900,4012,50,United-States,>50K
144,44,Never-worked,293848,Some-college,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,71846,32,43,United-States,<=50K
145,19,Never-worked,119717,HS-grad,8,Never-married,Sales,Husband,White,Male,70965,50,39,United-States,<=50K
146,25,Never-worked,156174,HS-grad,11,Divorced,?,Husband,White,Male,21976,388,30,United-States,<=50K
147,38,Local-gov,61765,Some-college,14,Never-married,Other-service,Unmarried,White,Male,11168,210,70,United-States,<=50K
148,68,Never-worked,75357,Assoc-acdm,10,Married-AF-spouse,Exec-managerial,Husband,White,Male,66122,1823,41,Holand-Netherlands,<=50K
149,70,Never-worked,121764,Some-college,13,Married-spouse-absent,Other-service,Not-in-family,White,Male,64297,664,56,United-States,>50K
150,33,Never-worked,217988,Some-college,11,Never-married,Sales,Husband,White,Male,21340,97,33,India,<=50K
151,43,Local-gov,289587,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,408,3214,42,United-States,>50K
152,17,Never-worked,347691,Assoc-acdm,9,Never-married,Prof-specialty,Husband,Black,Male,97169,1,17,United-States,<=50K
153,72,Never-worked,263797,HS-grad,4,Separated,Sales,Husband,White,Male,78546,88,29,United-States,<=50K
154,36,Local-gov,118109,HS-grad,8,Separated,Adm-clerical,Husband,White,Male,46825,4006,40,United-States,<=50K
155,29,Never-worked,77935,HS-grad,11,Never-married,Craft-repair,Husband,White,Male,162,0,48,United-States,<=50K
156,46,Never-worked,202723,Masters,15,Never-married,Prof-specialty,Not-in-family,White,Male,54687,4079,66,United-States,<=50K
157,34,State-gov,61142,HS-grad,9,Divorced,Prof-specialty,Husband,White,Male,6983,153,69,United-States,>50K
158,34,Local-gov,226418,HS-grad,8,Widowed,Tech-support,Husband,White,Male,27012,929,27,United-States,<=50K
159,45,Never-worked,158068,10th,9,Separated,Handlers-cleaners,Not-in-family,White,Male,82098,17,40,United-States,<=50K
160,29,Never-worked,140704,Some-college,7,Married-civ-spouse,Sales,Unmarried,Black,Male,16481,1,34,United-States,<=50K
161,38,Never-worked,22987,HS-grad,6,Divorced,?,Husband,White,Male,15692,3359,57,United-States,<=50K
162,53,Never-worked,176842,Assoc-acdm,7,Married-AF-spouse,Craft-repair,Husband,White,Male,9118,214,41,United-States,<=50K
163,68,Never-worked,392182,Some-college,14,Married-AF-spouse,Sales,Husband,White,Male,51493,2091,38,United-States,>50K
164,18,Never-worked,234881,Assoc-acdm,13,Never-married,Adm-clerical,Husband,White,Male,86998,1484,49,United-States,<=50K
165,57,Never-worked,114029,10th,11,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,900,2,39,United-States,<=50K
166,22,Never-worked,130978,Assoc-acdm,9,Never-married,Protective-serv,Husband,White,Male,72890,582,40,United-States,<=50K
167,28,Never-worked,42849,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Male,27840,14,25,United-States,<=50K
168,30,State-gov,269359,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,52763,159,41,United-States,<=50K
169,23,Never-worked,121435,Some-college,13,Never-married,Craft-repair,Husband,White,Male,51855,567,24,United-States,<=50K
170,38,Never-worked,90207,HS-grad,11,Married-spouse-absent,Sales,Husband,White,Male,85882,52,29,United-States,<=50K
171,42,Never-worked,202330,Assoc-acdm,12,Married-civ-spouse,Tech-support,Unmarried,White,Male,86176,8,30,United-States,<=50K
172,21,Never-worked,45585,HS-grad,9,Never-married,?,Not-in-family,White,Male,405,14,64,United-States,<=50K
173,42,Never-worked,202277,HS-grad,8,Never-married,Craft-repair,Husband,Black,Male,620,0,33,United-States,<=50K
174,31,Never-worked,368170,Some-college,12,Widowed,Other-service,Husband,White,Male,97759,1669,48,United-States,<=50K
175,29,Never-worked,164764,Assoc-acdm,13,Separated,Other-service,Husband,White,Male,4495,3,42,United-States,>50K
176,32,Never-worked,363160,HS-grad,7,Divorced,Sales,Not-in-family,White,Male,578,9,36,United-States,<=50K
177,55,Never-worked,273823,HS-grad,9,Never-married,Transport-moving,Husband,White,Male,27233,3,40,United-States,<=50K
178,38,Never-worked,296862,Some-college,10,Widowed,Other-service,Husband,White,Male,91112,80,31,United-States,<=50K
179,42,Never-worked,103858,Some-college,9,Never-married,Tech-support,Husband,White,Male,16653,0,24,United-States,<=50K
180,59,Local-gov,144974,Assoc-acdm,10,Separated,Transport-moving,Not-in-family,White,Male,82831,261,28,United-States,>50K
181,41,Never-worked,288431,Masters,13,Widowed,Craft-repair,Husband,White,Male,294,1466,28,United-States,<=50K
182,31,Never-worked,159684,Bachelors,12,Never-married,Protective-serv,Not-in-family,White,Male,357,213,18,United-States,<=50K
183,43,Never-worked,419923,7th-8th,11,Divorced,Sales,Not-in-family,White,Male,23528,3935,38,United-States,<=50K
184,25,Never-worked,234314,HS-grad,10,Never-married,Adm-clerical,Husband,White,Male,47752,4,37,United-States,>50K
185,31,Never-worked,411906,Bachelors,11,Never-married,Craft-repair,Husband,White,Male,51532,1310,31,United-States,<=50K
186,74,Never-worked,80190,HS-grad,13,Married-AF-spouse,Prof-specialty,Wife,White,Male,82382,4113,50,United-States,<=50K
187,26,Never-worked,620437,HS-grad,5,Never-married,Sales,Husband,White,Male,85176,3085,40,United-States,<=50K
188,28,?,155553,Masters,11,Married-spouse-absent,Exec-managerial,Husband,White,Male,15685,1911,71,United-States,>50K
189,50,Never-worked,100998,HS-grad,12,Divorced,Craft-repair,Not-in-family,White,Male,73640,1204,56,France,>50K
190,27,Local-gov,269671,Assoc-acdm,6,Never-married,Craft-repair,Not-in-family,White,Male,1669,3211,56,United-States,<=50K
191,27,Local-gov,224579,HS-grad,6,Never-married,Prof-specialty,Other-relative,White,Male,151,3495,46,United-States,<=50K
192,20,Never-worked,303186,Assoc-acdm,8,Never-married,Sales,Not-in-family,White,Male,57375,70,41,United-States,<=50K
193,27,Never-worked,97352,Some-college,12,Never-married,Farming-fishing,Husband,White,Male,7,4146,31,United-States,<=50K
194,70,Never-worked,176220,HS-grad,12,Separated,Adm-clerical,Not-in-family,White,Male,14777,80,48,United-States,<=50K
195,51,Never-worked,242703,Some-college,12,Never-married,Exec-managerial,Husband,White,Male,0,4323,35,United-States,<=50K
196,21,Never-worked,145908,HS-grad,12,Never-married,Sales,Husband,White,Male,89862,35,55,United-States,<=50K
197,21,Never-worked,309442,HS-grad,9,Never-married,?,Husband,White,Male,3439,6,31,United-States,<=50K
198,50,Never-worked,158355,Some-college,16,Separated,Handlers-cleaners,Unmarried,White,Male,59579,235,47,United-States,>50K
199,43,Local-gov,76091,HS-grad,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,99324,0,26,United-States,>50K
200,68,Never-worked,85386,10th,11,Never-married,Tech-support,Not-in-family,White,Male,45620,2448,27,United-States,<=50K
201,30,Local-gov,156467,HS-grad,9,Never-married,Sales,Husband,White,Male,390,340,52,United-States,<=50K
202,54,Never-worked,250871,Prof-school,14,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,80835,241,51,United-States,>50K
203,32,Never-worked,96289,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,8436,496,38,United-States,>50K
204,45,Never-worked,200992,Bachelors,13,Divorced,Transport-moving,Husband,White,Male,69837,0,49,United-States,>50K
205,62,Never-worked,94090,10th,11,Never-married,Sales,Not-in-family,White,Male,7313,4343,61,United-States,<=50K
206,37,Never-worked,388747,Some-college,11,Married-civ-spouse,Sales,Husband,White,Male,7423,2072,23,United-States,<=50K
207,49,Never-worked,204396,Some-college,12,Divorced,Prof-specialty,Husband,White,Male,97626,23,40,United-States,>50K
208,25,Never-worked,206016,Prof-school,12,Never-married,Transport-moving,Not-in-family,White,Male,141,4352,40,United-States,<=50K
209,47,Never-worked,332103,Assoc-acdm,8,Separated,Adm-clerical,Wife,White,Male,75674,948,44,United-States,>50K
210,58,Never-worked,152336,Some-college,9,Married-spouse-absent,Exec-managerial,Husband,White,Male,94894,0,46,Holand-Netherlands,<=50K
211,20,Never-worked,217640,HS-grad,6,Never-married,?,Husband,White,Male,74953,12,22,France,<=50K
212,37,Never-worked,269533,Assoc-acdm,14,Married-spouse-absent,Adm-clerical,Husband,Black,Male,13148,1003,53,United-States,<=50K
213,35,Never-worked,265436,HS-grad,6,Never-married,Craft-repair,Husband,White,Male,819,2615,35,United-States,<=50K
214,32,Never-worked,274410,Assoc-voc,13,Never-married,Exec-managerial,Not-in-family,White,Male,526,44,37,United-States,<=50K
215,47,Never-worked,65762,Bachelors,12,Married-civ-spouse,Tech-support,Not-in-family,White,Male,76732,245,30,United-States,<=50K
216,32,Never-worked,725421,Bachelors,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,6618,3,33,United-States,<=50K
217,31,Never-worked,272449,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,19494,50,43,United-States,<=50K
218,32,Never-worked,74343,Some-college,11,Married-civ-spouse,Other-service,Husband,White,Male,93388,2130,47,United-States,<=50K
219,56,Never-worked,137529,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,78904,0,18,United-States,<=50K
220,40,Local-gov,179569,Bachelors,11,Married-civ-spouse,Sales,Husband,White,Male,65367,881,53,United-States,<=50K
221,25,Never-worked,109263,10th,14,Married-spouse-absent,Craft-repair,Husband,White,Male,34872,4149,38,United-States,>50K
222,45,Never-worked,36551,5th-6th,13,Never-married,Transport-moving,Husband,White,Male,77582,25,41,United-States,<=50K
223,44,Never-worked,63544,Some-college,12,Divorced,Prof-specialty,Wife,White,Female,15504,2971,36,United-States,<=50K
224,31,Never-worked,258864,Some-college,12,Never-married,Exec-managerial,Husband,White,Male,57040,1639,60,United-States,<=50K
225,26,Never-worked,90177,Some-college,8,Never-married,Craft-repair,Husband,White,Male,11609,2673,44,United-States,<=50K
226,44,Never-worked,77976,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,87156,1315,71,United-States,<=50K
227,38,Local-gov,91394,HS-grad,8,Never-married,Other-service,Not-in-family,White,Male,24269,397,39,United-States,<=50K
228,23,Never-worked,55220,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,0,631,23,United-States,<=50K
229,20,Local-gov,147906,Assoc-acdm,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,114,1703,48,Vietnam,>50K
