,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
52,54,2,30046,0,6,6,11,1,4,1,0,0,40,39,0
53,21,4,269381,9,13,4,10,3,4,0,0,0,33,39,0
54,52,4,156010,0,6,2,12,0,4,1,0,0,40,39,1
55,30,4,184138,9,13,4,10,0,4,1,0,0,48,0,1
56,41,0,34192,1,7,2,0,0,4,0,0,0,6,39,0
57,35,4,240518,14,15,2,10,0,1,1,0,0,49,11,0
58,47,2,296573,9,13,2,11,0,4,1,0,0,49,39,1
59,33,4,234820,14,15,2,10,0,4,1,0,0,51,39,1
60,20,4,142689,2,10,4,10,3,4,0,0,0,40,39,0
61,28,4,318464,11,9,0,8,2,4,0,0,0,46,39,0
62,18,4,82306,15,10,4,8,1,4,0,0,0,40,39,0
63,28,4,183584,11,9,2,7,0,1,0,0,0,40,35,0
64,38,6,181665,10,15,4,10,1,4,1,0,0,48,11,0
65,29,4,152144,11,9,2,7,5,4,0,0,0,40,39,1
66,45,4,28721,7,13,2,14,4,4,0,0,0,38,37,0
67,52,4,42642,11,9,4,1,0,4,1,0,0,40,39,0
68,36,2,49985,11,9,3,4,1,4,0,0,0,40,40,0
69,43,4,274253,11,9,2,14,5,4,1,0,0,51,39,0
70,44,5,399179,8,11,4,7,4,4,1,0,0,40,39,0
71,48,4,107086,5,4,2,5,2,4,1,0,0,40,39,0
72,27,4,546772,6,4,2,3,0,4,1,0,0,46,26,0
73,71,4,187644,9,13,2,10,0,4,1,0,0,40,39,1
74,46,8,312657,15,10,2,4,0,4,1,0,0,52,39,1
75,18,4,30581,15,10,4,10,3,4,0,0,0,20,39,0
76,23,4,143390,9,13,4,12,1,4,1,0,0,20,39,0
77,49,8,268394,11,9,0,12,1,4,0,0,0,46,39,0
78,36,4,184201,11,9,0,12,4,0,0,0,0,40,39,0
79,38,5,177735,5,4,2,12,0,4,1,0,0,51,9,0
80,25,0,235038,11,9,4,0,3,4,0,0,0,15,39,0
81,17,4,246724,1,7,4,8,3,4,0,0,0,25,39,0
82,30,4,68317,1,7,2,10,3,4,0,0,0,40,39,1
83,54,6,328400,7,13,0,4,1,4,1,0,0,48,11,0
84,36,4,203951,11,9,2,14,0,4,1,0,0,40,39,0
85,49,4,191558,12,14,4,10,1,4,0,0,0,40,39,0
86,23,4,322452,15,10,4,12,1,2,1,0,0,34,39,0
87,26,4,51248,0,6,4,8,3,4,0,0,0,24,39,0
88,36,4,333972,13,4,2,6,0,4,1,6189,0,52,29,0
89,38,0,197470,15,10,1,0,5,4,0,0,0,36,39,1
90,18,4,265820,1,7,4,8,2,4,0,0,0,32,39,0
91,28,2,265347,0,9,2,11,5,2,1,0,0,40,39,0
92,44,4,199769,10,16,2,10,0,4,0,0,0,40,39,0
93,60,4,31483,9,13,2,10,0,4,1,0,0,40,39,1
94,30,4,67882,15,10,3,4,4,4,0,0,0,48,39,1
95,24,4,406151,15,10,4,13,1,4,0,0,0,40,39,0
96,27,2,266203,15,10,0,11,2,2,1,0,0,34,39,0
97,27,0,244860,1,10,4,0,1,4,1,0,0,40,39,0
98,32,4,155439,5,7,0,8,2,4,0,0,0,40,21,0
99,37,4,199235,1,7,0,4,0,2,1,0,0,40,39,0
100,25,6,59001,15,10,2,1,0,1,1,0,0,40,3,0
101,25,4,358034,7,13,4,14,1,2,1,0,0,40,39,0
102,49,1,139440,15,10,4,1,4,4,0,0,0,40,39,1
103,45,2,243857,9,13,0,4,1,4,1,0,0,73,39,0
104,33,5,239790,15,10,2,4,0,4,1,0,0,52,39,0
105,25,2,201984,11,9,2,4,5,4,0,0,0,36,39,0
106,45,2,200304,14,15,0,10,1,4,1,0,0,61,39,0
107,39,5,114877,14,15,2,12,0,4,1,0,0,50,39,0
108,25,4,222709,11,9,4,3,1,4,1,0,0,40,39,1
109,27,0,202413,1,9,0,0,3,4,1,0,0,40,39,0
110,21,1,280722,15,10,0,3,4,2,1,0,0,40,39,0
111,37,4,251025,11,9,2,8,0,4,1,0,0,50,0,0
112,34,4,40917,9,13,4,10,1,1,0,0,0,40,30,0
113,30,4,262401,0,13,0,12,1,4,0,0,0,40,39,1
114,37,4,341187,15,10,2,1,5,2,0,0,0,40,39,0
115,41,0,158931,15,10,4,0,1,2,1,0,0,51,39,0
116,43,4,219019,1,8,0,12,4,4,0,0,0,66,39,0
117,74,6,103133,1,7,0,12,1,4,1,0,0,60,39,1
118,28,4,169769,11,9,0,3,1,2,1,0,0,40,39,0
119,36,4,185629,11,9,2,14,0,4,1,0,0,49,39,0
120,31,4,305655,11,9,2,7,0,4,1,0,0,40,39,0
121,29,3,169064,15,10,0,0,1,4,1,0,0,40,39,0
122,27,4,352574,15,10,4,1,3,4,0,0,0,16,39,0
123,60,4,322337,11,9,2,4,5,4,0,0,0,33,39,0
124,30,4,289103,9,13,2,11,0,4,1,0,0,53,39,1
125,60,4,243973,9,13,2,1,5,1,1,0,0,40,14,0
126,23,4,226212,10,15,4,10,1,4,0,0,0,37,39,0
127,40,4,327805,12,14,2,10,0,2,1,0,0,51,39,1
128,52,4,165225,11,9,2,4,0,4,1,0,0,51,39,0
129,45,4,201360,14,15,2,10,0,4,1,0,0,60,11,1
130,45,4,122343,8,11,2,3,0,4,1,0,0,40,39,0
131,41,4,46459,15,10,4,12,2,4,0,0,0,40,39,0
132,35,4,170392,9,13,2,12,0,4,1,0,1755,50,39,1
133,29,4,116272,11,9,2,7,5,2,0,0,0,40,39,0
134,25,4,40965,5,4,4,12,2,1,0,0,0,40,0,0
135,25,1,254053,11,9,2,11,3,4,1,0,0,40,39,0
136,68,7,34358,9,13,6,10,1,4,0,0,0,34,39,0
137,31,4,356312,10,15,2,3,0,4,1,0,0,40,39,1
138,50,4,93550,11,9,2,7,0,1,1,0,0,40,35,0
139,71,4,244319,9,13,2,12,5,4,0,0,1793,40,39,1
140,29,4,292334,4,3,6,8,1,4,0,0,0,44,26,0
141,54,4,229834,14,15,2,10,0,4,1,0,0,51,19,1
142,36,4,306954,11,9,2,6,0,2,1,0,0,48,39,0
143,34,4,433812,11,9,5,3,1,2,1,0,0,40,29,0
144,44,4,57574,8,11,4,3,3,4,1,0,0,76,39,0
145,20,4,380074,15,10,4,3,3,2,0,0,0,40,39,0
146,25,4,267428,15,10,4,4,1,2,0,0,0,40,39,1
147,40,4,340238,12,14,2,4,0,4,1,0,0,47,39,1
148,18,4,440392,15,10,4,8,1,4,0,0,0,40,39,0
149,26,4,173084,9,13,2,4,5,4,0,0,0,40,39,0
150,25,4,244422,15,10,4,4,1,2,0,0,0,35,39,0
151,44,4,266771,15,10,4,3,1,4,1,0,0,40,39,0
152,52,6,135879,9,13,2,4,0,4,1,0,0,47,39,0
153,25,4,42012,11,9,4,4,1,4,0,0,0,40,39,1
154,53,7,32605,12,14,2,10,0,2,1,0,0,33,39,0
155,52,4,137785,7,2,4,3,0,4,1,0,0,40,26,0
156,37,0,33348,9,13,1,0,5,4,0,0,0,50,39,0
157,27,4,238755,11,9,2,1,5,4,0,0,0,49,26,0
158,41,6,119399,15,10,0,12,1,4,0,0,0,69,39,0
159,52,4,93728,1,9,2,11,0,4,1,0,0,40,39,0
160,53,7,36176,9,13,2,10,5,4,1,0,0,48,39,0
161,39,4,132836,11,9,0,3,4,2,1,0,0,40,39,0
162,33,4,223981,7,12,4,1,4,4,0,0,0,40,39,0
163,31,5,269099,11,9,2,3,0,4,1,0,0,60,39,0
164,28,4,263524,11,9,2,1,5,4,0,0,0,51,39,1
165,22,4,36016,15,10,4,11,1,4,1,0,0,35,39,0
166,45,4,107499,9,13,4,10,1,4,1,0,0,35,20,0
167,35,4,182910,11,9,5,3,4,4,0,0,0,40,39,0
168,33,4,139059,11,9,2,4,0,4,1,0,0,48,39,0
169,25,1,180659,11,9,2,11,0,4,1,0,0,40,39,0
170,35,6,36819,6,4,4,5,1,4,1,0,0,48,26,0
171,18,0,301873,6,10,4,0,3,4,0,0,0,40,30,0
172,22,4,302818,15,10,4,1,4,4,0,0,0,35,39,0
173,56,7,364409,9,13,2,8,0,4,1,0,0,51,39,1
174,39,4,231932,12,14,2,10,5,4,1,0,0,4,39,1
175,19,4,97890,11,9,4,1,3,4,0,0,0,25,39,0
176,30,4,300390,11,9,4,10,4,4,0,0,0,40,39,0
177,27,7,312854,9,13,4,11,3,4,1,0,0,40,39,0
178,30,4,46283,12,14,4,1,3,2,0,0,0,16,39,0
179,42,4,108545,11,9,2,3,0,4,1,0,0,40,39,0
180,28,0,286087,15,10,2,0,0,4,1,0,0,40,39,0
181,20,0,222936,1,13,4,0,1,4,1,0,0,25,39,0
182,37,4,201696,11,9,4,6,1,4,1,0,0,47,4,0
183,39,2,99397,12,11,2,10,0,4,0,0,0,65,39,0
184,29,4,291232,14,15,4,10,1,1,1,0,0,58,0,0
185,61,4,20158,7,12,0,1,1,4,0,0,0,33,39,0
186,52,4,113808,9,13,0,4,1,4,0,0,0,40,39,0
187,18,4,41544,15,10,4,11,3,4,1,0,0,40,39,0
188,55,4,231851,9,13,2,3,0,1,1,0,0,50,30,1
189,40,4,233655,15,10,2,10,0,1,1,0,0,40,30,1
190,60,4,45778,15,10,2,13,5,1,0,0,0,47,29,0
191,38,4,221249,5,4,0,8,2,4,1,0,0,40,26,0
192,53,7,313542,15,10,0,11,2,4,1,0,0,40,39,0
193,20,4,433437,1,7,4,5,3,2,1,0,0,40,39,0
194,51,4,167564,11,9,2,12,0,4,1,0,0,61,0,1
195,34,4,325805,15,10,2,1,0,4,1,7626,1800,40,39,1
196,47,4,182205,10,15,0,10,1,4,1,0,0,51,11,1
197,30,4,253005,11,9,2,3,2,1,1,0,0,40,35,0
198,26,4,102479,2,10,4,1,1,2,0,0,0,40,39,0
199,19,4,93057,15,10,0,1,3,0,0,0,0,40,39,0
200,29,4,199827,1,8,4,5,1,1,1,0,0,40,24,0
201,85,0,182190,6,4,6,0,1,2,0,0,0,40,39,0
202,28,4,155514,15,10,2,3,0,4,1,0,0,40,39,0
203,27,4,325215,9,13,4,3,1,4,1,6968,0,40,39,0
204,31,8,247295,11,9,4,11,1,2,1,0,0,40,39,0
205,20,4,388360,15,10,4,3,1,4,1,0,0,33,39,0
206,23,4,33426,11,9,4,1,3,4,0,0,0,16,39,0
207,23,4,189877,8,11,4,10,1,4,0,0,0,40,39,0
208,36,4,190357,15,10,2,3,0,4,1,0,1770,40,39,1
209,26,4,180714,8,11,2,1,0,4,0,0,0,40,39,1
210,24,4,331145,15,10,4,4,3,4,1,0,0,40,39,0
211,38,4,171077,11,9,2,6,0,4,1,0,0,63,39,1
212,51,6,156363,8,11,2,4,0,4,1,0,0,73,39,0
213,34,4,317836,11,9,0,6,4,4,1,0,0,40,39,0
214,55,4,137855,5,3,4,8,1,1,1,0,0,49,39,0
215,73,5,194348,0,3,2,5,0,4,1,0,0,51,39,1
216,22,4,191552,11,9,4,12,3,4,1,0,0,40,39,0
217,24,4,246665,11,9,0,12,1,4,0,0,0,40,39,0
218,44,6,216296,11,10,2,3,0,4,1,0,0,40,39,0
219,32,4,355691,11,9,0,6,3,4,0,0,0,16,39,0
220,32,4,333696,5,4,5,8,4,4,0,0,0,40,39,0
221,20,4,185622,11,9,4,1,3,2,0,0,0,40,39,0
222,27,4,255673,9,13,4,4,1,4,0,0,0,40,0,0
223,21,4,99558,1,7,4,12,1,1,0,0,0,11,14,0
224,31,4,201783,15,10,2,11,3,4,1,0,0,35,39,0
225,27,4,247167,11,4,2,7,0,3,1,0,0,50,21,0
226,24,7,248601,11,9,4,6,3,4,1,0,0,37,39,0
227,29,4,299306,15,10,0,5,0,4,1,0,0,50,39,0
228,23,0,35084,15,10,0,0,1,4,1,0,0,40,39,0
229,28,4,81723,11,9,4,3,1,1,1,0,0,40,30,0
230,32,4,367835,15,10,4,3,0,4,1,0,0,40,6,0
231,38,4,108181,11,9,2,12,0,4,1,0,0,48,39,0
232,22,4,263041,15,10,4,9,1,4,1,0,0,40,39,0
233,35,4,250932,7,12,2,5,0,4,1,0,0,34,39,0
234,35,4,295225,7,12,2,1,0,4,1,0,0,40,39,1
235,44,4,66497,11,9,2,12,0,4,1,0,0,51,39,1
236,31,4,267300,15,10,2,4,0,2,1,0,0,50,39,0
237,29,4,162345,0,6,4,14,1,4,1,0,0,40,39,0
238,36,4,193281,10,13,2,10,0,2,1,5683,0,40,39,1
239,77,6,74793,11,9,0,8,1,4,0,0,0,49,39,0
240,33,4,121027,15,10,4,4,2,1,0,0,0,40,30,0
241,56,4,299120,0,6,2,6,0,2,1,0,0,40,39,0
242,38,4,277771,11,9,2,1,5,2,0,0,0,35,38,0
243,39,4,166961,11,9,2,12,0,4,1,0,0,52,39,1
244,23,4,179096,11,9,5,8,4,4,0,0,0,40,39,0
245,29,4,451476,4,3,2,3,0,4,1,0,0,40,13,0
246,24,1,133345,15,9,4,3,3,4,1,0,0,50,39,1
247,28,8,283158,8,11,2,6,0,4,1,0,0,40,39,0
248,42,4,209977,9,13,2,10,0,4,1,0,1736,40,39,0
249,65,2,31733,11,9,0,10,1,0,0,0,0,40,39,0
250,52,4,35048,9,13,0,4,1,4,0,0,0,40,39,0
251,25,1,239310,11,9,4,14,1,0,1,0,0,40,39,0
252,45,6,360478,11,9,2,5,0,4,1,0,0,11,39,0
253,47,2,56897,12,14,2,10,0,2,1,0,1935,46,39,1
254,42,4,279614,8,11,2,1,4,0,1,0,0,40,39,0
255,30,4,163342,11,9,2,3,0,4,1,0,0,48,39,1
256,33,0,190993,15,10,0,0,1,4,0,0,0,40,39,0
257,35,4,93410,11,9,4,1,1,4,1,0,0,50,39,0
258,64,4,26425,11,9,2,4,0,4,0,0,0,40,39,1
259,31,4,49299,9,13,3,10,1,4,0,0,0,48,2,1
260,30,4,224856,7,9,0,4,4,4,0,0,0,40,39,0
261,35,4,287352,9,13,2,4,0,4,1,4850,0,47,39,1
262,21,4,294087,2,8,4,8,1,2,0,0,0,65,39,0
263,65,8,172624,11,9,0,5,2,4,0,0,0,25,39,0
264,47,4,219568,11,9,2,4,0,4,1,0,0,46,39,0
265,32,4,329425,12,14,2,4,0,1,1,0,0,40,0,0
266,28,7,178720,10,15,2,10,0,4,1,0,0,61,39,0
267,34,4,323273,4,3,5,8,2,4,0,0,0,40,26,0
268,47,4,219621,5,4,0,6,1,4,1,0,0,40,21,0
269,36,4,313088,9,13,4,6,1,4,1,0,0,40,21,0
270,40,6,215932,12,14,2,10,0,4,1,6730,0,61,39,1
271,25,4,194213,7,13,4,8,3,4,0,0,0,24,39,0
272,29,4,467900,15,10,4,3,4,2,1,0,0,40,39,0
273,48,4,29172,15,10,0,8,4,4,0,0,0,40,39,0
274,40,4,380249,15,10,2,11,0,4,0,0,0,51,39,0
275,39,4,101949,11,9,2,3,0,4,1,0,0,49,39,1
276,20,4,215303,11,9,4,1,3,2,0,0,0,36,39,0
277,35,4,271279,15,10,2,12,0,4,1,0,0,50,4,1
278,23,0,269791,9,13,4,0,3,4,1,0,0,33,29,0
279,26,4,127978,8,11,2,3,0,4,1,0,0,40,13,0
280,56,6,74131,12,14,2,4,0,4,1,0,0,48,39,0
281,35,1,332881,12,14,2,10,0,4,1,0,0,67,39,1
282,64,4,39478,11,9,6,1,1,4,0,0,0,40,39,0
283,28,4,295820,15,10,4,6,3,2,1,0,0,40,21,0
284,50,4,190880,0,6,2,8,0,4,1,0,0,49,39,0
285,52,4,122743,14,16,2,13,5,4,0,0,0,47,29,1
286,79,4,177780,5,4,0,5,4,4,0,0,0,40,39,0
287,37,0,183539,4,3,1,0,5,4,0,0,0,34,39,0
288,46,4,30966,9,13,0,10,4,4,0,0,0,40,39,0
289,38,4,91552,12,14,2,10,0,4,0,0,0,50,39,1
290,24,4,210847,15,10,2,3,0,4,1,0,0,48,39,0
291,27,4,76753,11,9,4,12,1,4,0,0,0,40,39,0
292,37,4,231240,11,9,0,14,1,4,1,0,0,40,39,0
293,45,6,115541,15,10,4,10,1,4,0,0,0,67,39,0
294,27,4,322893,15,10,4,8,1,4,0,0,0,40,39,0
295,29,4,326952,9,13,4,4,1,4,1,0,0,40,39,0
296,36,4,189834,9,13,2,3,0,4,1,0,0,40,39,1
297,24,4,316720,15,10,4,3,0,4,1,0,0,50,39,0
298,48,4,150019,11,9,2,5,0,4,1,0,0,52,39,1
299,46,0,155489,11,9,4,0,1,4,0,0,0,40,0,0
300,22,4,312932,11,9,4,12,1,4,0,0,0,20,39,0
301,83,0,33432,11,9,6,0,1,4,0,0,0,25,39,0
302,66,6,208871,9,13,0,12,1,4,0,0,0,40,39,0
303,37,2,288779,8,11,4,8,4,4,0,0,0,33,39,0
304,23,4,269206,9,13,0,4,1,4,0,0,0,49,39,1
305,35,4,171166,15,10,4,3,1,4,1,0,0,49,39,0
306,26,4,251982,11,9,0,6,1,2,1,0,0,36,39,0
307,52,1,96613,11,9,0,14,1,4,1,0,0,49,39,0
308,44,7,302157,9,13,2,4,0,4,1,0,0,40,39,1
309,43,4,197796,11,9,2,11,0,2,1,0,0,40,39,0
310,24,4,216622,11,9,4,14,1,2,0,0,0,40,39,0
311,58,4,261279,9,13,4,10,1,4,0,0,0,40,39,0
312,38,4,369868,15,10,4,13,1,4,1,0,0,40,39,0
313,29,4,224498,8,11,2,3,0,4,1,0,0,33,39,0
314,35,4,25868,11,9,3,1,1,4,0,0,0,25,39,0
315,32,4,261224,14,13,4,10,1,4,0,0,0,51,21,0
316,25,4,308251,12,14,4,10,1,2,0,0,0,40,30,0
317,36,4,213456,11,9,0,1,1,4,1,0,0,51,39,0
318,23,0,281064,9,10,4,0,1,4,1,0,0,40,39,0
319,21,4,298551,15,10,4,7,3,3,0,0,0,35,39,0
320,37,4,398061,9,13,2,10,0,4,1,0,0,40,39,1
321,26,4,172870,15,10,4,4,1,4,1,0,0,46,32,0
322,30,4,158107,13,4,3,3,1,4,1,0,0,59,0,0
323,44,6,294695,5,4,2,5,0,4,1,0,0,60,32,0
324,19,4,28648,2,8,4,6,1,4,0,0,0,40,39,0
325,22,4,220770,7,13,4,1,3,2,0,0,0,34,39,0
326,42,7,159362,9,13,2,4,0,4,1,0,1923,34,39,1
327,24,4,333421,15,10,0,3,4,4,1,0,0,47,39,0
328,18,4,301317,15,10,4,8,1,2,0,0,0,40,39,0
329,21,0,393628,11,9,4,6,1,2,1,0,0,15,39,0
330,23,4,252816,11,9,2,4,0,4,1,0,0,40,39,0
331,24,4,322327,15,10,4,6,2,2,1,0,0,40,26,0
332,22,4,183706,11,9,4,12,1,4,0,0,0,16,11,0
333,22,3,217696,15,10,4,0,3,2,1,0,0,7,39,0
334,43,4,284798,11,9,2,12,0,4,0,0,0,50,39,1
335,84,4,88650,11,9,2,14,0,4,1,0,1787,50,39,1
336,56,5,125309,14,15,2,10,0,1,1,0,0,50,30,1
337,58,7,196810,9,13,3,10,1,4,1,0,0,40,39,0
338,24,4,323678,11,9,0,3,1,4,1,0,0,40,39,0
339,17,3,250378,1,7,4,0,3,4,1,0,0,35,39,0
340,25,2,230815,8,11,2,5,0,4,1,0,0,36,39,1
341,54,6,74715,11,9,2,12,0,4,1,0,0,52,39,0
342,64,2,117769,9,14,2,10,1,4,0,0,0,62,39,1
343,48,8,167309,11,9,0,1,4,4,0,0,0,40,39,0
344,50,6,101619,7,12,2,1,0,4,1,0,0,33,39,1
345,69,1,26521,7,12,2,1,0,4,1,6915,0,40,39,0
346,43,4,323871,4,3,6,8,2,4,0,0,0,47,13,0
347,24,4,114603,1,4,2,3,0,1,1,0,0,40,0,0
348,29,0,45564,1,7,4,0,1,4,0,0,0,4,39,0
349,22,4,309983,4,3,4,8,2,4,0,0,0,35,26,0
350,33,4,144553,8,11,4,14,4,2,1,0,0,40,39,0
351,48,4,163050,10,15,4,10,1,4,0,0,0,65,11,0
352,25,4,330357,11,9,4,3,1,4,0,0,0,48,39,0
353,27,4,273677,11,9,2,7,0,2,1,0,0,40,0,0
354,25,4,221505,15,9,0,3,1,4,1,0,0,50,39,0
355,39,4,157709,12,14,2,5,0,4,1,0,0,48,39,1
356,51,4,212416,15,10,2,3,0,4,1,0,0,32,0,0
357,27,4,84568,11,9,4,8,4,2,0,0,0,25,39,0
358,57,4,152788,11,9,0,8,1,2,0,0,0,25,39,0
359,26,4,209852,9,13,5,12,4,2,0,0,0,49,39,0
360,22,7,492290,15,10,4,4,3,4,1,0,0,40,39,0
361,40,2,294647,15,10,0,11,1,0,0,0,0,35,39,0
362,46,8,55340,5,9,2,5,0,4,1,0,0,40,39,0
363,41,4,408083,15,10,4,3,4,4,1,0,0,47,26,0
364,43,5,387492,15,10,0,13,5,4,0,0,0,48,39,1
365,25,4,215019,9,13,2,13,5,4,0,0,0,40,39,1
366,18,3,215729,1,7,4,0,3,4,1,0,0,76,39,0
367,26,2,223105,11,9,2,11,0,4,1,0,0,34,39,0
368,29,4,153609,14,16,2,10,5,1,1,0,0,40,30,0
369,74,6,37435,12,14,2,4,1,4,1,0,0,51,39,0
370,25,4,96304,8,14,4,10,3,4,0,0,0,34,39,0
371,47,4,146546,11,9,2,6,0,4,1,0,0,48,39,1
372,29,4,259045,6,4,2,6,0,4,1,0,0,40,0,0
373,35,4,185041,5,4,6,6,1,4,1,0,0,10,8,0
374,21,4,204595,11,9,4,6,3,4,1,0,0,51,39,0
375,25,4,349299,8,11,4,3,1,4,1,0,0,48,39,0
376,23,4,196668,11,9,4,8,3,4,0,0,0,25,6,0
377,45,4,186139,12,14,2,10,0,4,1,0,0,60,24,1
378,19,4,216711,11,9,4,3,3,4,0,0,0,16,39,0
379,21,4,28393,11,9,0,1,1,4,0,0,0,35,39,0
380,25,0,428476,15,10,4,0,1,4,0,0,1758,31,39,0
381,39,4,60923,12,14,2,10,0,4,0,0,0,61,39,1
382,27,4,219888,9,13,4,7,5,4,0,0,0,40,26,0
383,42,4,37850,14,15,2,3,0,4,1,8970,0,51,39,1
384,34,4,332743,9,13,0,10,1,1,1,0,0,33,39,0
385,28,4,52676,0,6,0,10,1,2,0,0,0,12,39,0
386,43,4,305514,8,11,0,14,4,2,0,0,0,40,39,0
387,79,0,105590,11,9,6,0,1,4,0,0,0,40,39,0
388,30,4,183598,11,9,2,12,0,4,1,0,0,40,39,0
389,17,3,539328,1,7,4,0,3,2,1,0,0,8,39,0
390,38,4,267875,14,15,2,10,0,4,1,99999,0,50,0,1
391,30,4,332564,11,9,4,3,1,4,1,0,0,50,39,0
392,33,4,262749,12,14,2,10,5,4,1,0,0,51,39,0
393,50,4,270478,9,13,2,10,0,4,1,0,0,40,39,0
394,39,2,188751,15,10,2,3,0,2,1,0,0,40,39,1
395,24,0,244881,1,9,4,0,2,4,1,0,0,4,39,0
396,41,6,76922,5,4,6,5,1,2,1,0,0,70,39,0
397,43,4,364968,9,13,2,4,0,4,1,0,0,51,39,1
398,31,4,68953,7,13,2,4,5,4,0,0,0,20,29,0
399,40,4,38024,5,4,0,3,1,4,0,0,0,35,26,0
400,42,6,174451,11,9,2,3,0,4,1,0,0,49,11,0
401,24,4,172336,8,11,4,5,3,4,1,0,0,50,39,0
402,38,4,187987,5,4,0,3,1,4,0,0,0,40,8,0
403,38,4,300607,10,15,4,13,1,4,0,0,0,50,11,0
404,40,4,144539,11,9,0,4,4,4,0,0,0,40,39,0
405,40,4,128066,1,14,2,3,0,4,1,0,0,40,39,0
406,54,8,284970,11,9,2,8,4,4,0,0,0,5,39,0
407,25,4,28354,5,4,4,5,1,4,1,0,0,40,39,0
408,28,4,124436,4,3,0,8,4,4,0,0,0,40,13,0
409,30,4,225643,4,4,4,5,1,4,1,0,0,34,26,0
410,21,4,181300,11,9,4,1,3,4,0,0,0,16,39,0
411,26,4,328389,11,9,4,1,2,4,0,0,0,33,14,0
412,38,4,205293,3,3,2,4,5,4,0,0,0,52,11,0
413,58,5,41578,12,14,6,12,1,4,0,0,0,52,39,1
414,41,4,174168,7,7,2,5,5,4,0,0,0,6,39,0
415,18,4,226962,11,9,4,14,1,4,1,0,0,36,39,0
416,26,4,76393,0,6,2,14,0,4,1,0,0,51,39,0
417,39,2,255964,8,16,2,11,0,4,1,0,0,40,39,0
418,46,4,323365,5,5,5,3,1,4,1,0,0,40,26,0
