,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
62,13654,371,2501,2,17671,-0.12387672,3505,36
63,11267,1557,3436,2,12327,0.8080208,3974,36
64,9227,941,3627,1,12956,1.7346666,2712,36
65,8244,288,2987,3,9278,2.4891887,838,36
66,13824,3493,654,9,13221,4.794877,2611,36
67,10369,2964,3940,6,8611,4.939024,0,36
68,2626,1155,2022,1,1781,1.4301393,4035,36
69,1463,327,3283,2,624,4.608092,0,36
70,16196,2417,1841,5,11264,2.0255692,2284,36
71,14343,1806,2842,1,13566,20.071537,1454,36
72,2967,705,2490,24,4112,1.12831,343,36
73,8447,520,2152,2,9754,0.40654626,370,14
74,9762,2093,3064,1,11369,3.372368,4231,36
75,13200,3033,3826,114,13441,3.722858,1450,36
76,16334,2141,1553,10,15279,1.8056338,863,36
77,8070,128,3863,0,7958,12.389086,0,36
78,9350,3445,1023,2,7474,8.314122,2113,36
79,25118,1517,1185,-1,11338,4.362831,2863,36
80,5566,1367,3332,8,4324,1.6271954,3168,36
81,9463,2614,1318,7,9777,8.086544,3816,36
82,5066,1392,872,3,2981,0.9321373,14,36
83,14851,1655,2824,6,12053,12.932564,2672,36
84,15625,979,3163,1,18994,4.9793243,0,36
85,20881,1911,2395,7,22848,-0.32648996,1905,36
86,21134,3917,724,0,20095,1.5181398,0,36
87,9134,2892,2857,1,15004,29.690527,0,36
88,1036,1006,1152,1,1695,5.876759,2057,36
89,25870,278,2009,0,12056,8.262462,4113,36
90,6159,1162,2691,10,12092,0.34854445,7,3
91,16282,2487,3651,2,17859,0.8038457,2377,36
92,18687,1053,2342,26,21286,1.9636538,2997,36
93,16606,2351,131,10,19396,0.85418725,3175,36
94,7902,603,1517,26,5682,3.1008031,526,36
95,10439,1787,164,11,6633,13.426402,3769,36
96,14505,396,2876,3,20528,3.2609808,2380,36
97,17742,3386,1972,1,20362,2.859119,2065,36
98,16196,2360,2977,9,19033,2.898497,4189,36
99,12352,2358,1809,12,17292,2.4013767,411,13
100,10033,3237,2050,4,8894,4.396407,3288,36
101,8527,343,3014,1,8744,13.584704,1661,36
102,140,3,982,16,590,4.2373877,2526,36
103,25507,541,816,3,14118,2.4137573,336,13
104,17467,3218,808,9,17857,0.65844864,2306,36
105,11576,2103,3164,21,11639,9.760046,112,36
106,4725,789,3908,7,6812,5.424822,0,36
107,9440,154,937,1,11542,5.311235,1583,36
108,13479,2941,1858,1,15442,2.7607586,3290,36
109,2529,963,359,24,3015,-0.2669018,2628,36
110,2251,1544,2965,1,4057,6.835027,0,36
111,20852,1549,2652,11,20805,1.6714287,227,10
112,2592,617,752,1,1893,3.8577151,3409,36
113,12090,2322,3580,24,14708,0.16232221,675,36
114,10280,2046,2882,2,8783,0.67535526,4034,36
115,5776,902,601,13,8681,2.313264,461,36
116,18655,1716,2005,1,19260,0.83344024,0,36
117,17555,1070,1867,10,17822,-0.09339186,369,31
118,4712,114,766,11,3983,1.2330582,1737,36
119,10141,424,184,10,11960,2.7082887,0,36
120,19736,2435,1693,16,21398,0.024462838,1766,36
121,7913,1472,3048,1,5780,4.967001,876,36
122,1808,1003,3199,2,2060,5.7994223,0,36
123,18700,996,115,1,19352,1.1395774,0,36
124,914,1507,2098,0,1326,3.0447526,0,36
125,21396,2350,298,126,19987,0.31044257,2209,36
126,12760,2858,2680,1,13762,3.7952244,3330,36
127,17630,3632,720,6,14105,3.4635148,2751,36
128,19067,1468,2479,8,19103,2.5210166,3642,36
129,19441,3696,3864,14,21847,0.2637246,1624,36
130,16437,808,1889,2,16462,1.3492688,0,36
131,14211,1905,1600,12,13071,0.826608,3239,36
132,1656,487,3446,5,1680,4.194308,0,36
133,18316,2550,1724,15,19012,-0.05090026,4323,36
134,20093,2215,42,13,19873,-0.020780528,3995,36
135,19730,974,2379,8,22624,1.9353051,663,36
136,6132,3347,231,40,9712,1.143885,4035,36
137,18641,1092,3781,2,21052,0.8236769,2484,36
138,18619,551,2572,10,20338,0.7834459,3558,36
139,7154,1620,966,8,6706,0.66070086,1137,36
140,16680,2035,2101,0,19550,8.2402935,1721,36
141,14934,1907,2498,0,10035,9.617042,0,36
142,16233,2068,1765,16,16146,0.37851888,684,36
143,7494,2079,2129,67,5585,1.5113739,3924,36
144,17482,686,118,12,19603,0.63273,2710,36
145,19046,1327,623,2,20320,1.2909869,0,36
146,19882,2409,2311,2,20645,0.83510447,4038,36
147,477,1530,1271,1,649,10.85616,0,36
148,3099,126,3178,6,3409,3.6502922,3010,36
149,5867,1592,1825,3,7899,4.564398,591,36
150,20009,2359,2220,0,22544,4.337,1154,13
151,5062,188,38,20,5619,1.4801817,3014,36
152,13959,3045,14,23,17230,1.30936,1784,36
153,8236,608,2888,8,7247,11.649415,0,36
154,14450,337,1709,1,16194,1.6329964,1348,36
155,19249,888,1097,1,20421,0.97797,3330,36
156,16962,1316,3141,8,19481,3.1691349,3102,36
157,10483,1915,3078,1,13482,3.067719,0,36
158,1405,3616,1983,10,3785,2.5673006,2234,36
159,14499,2172,2592,11,13289,1.0463446,0,36
160,1148,202,792,23,1028,0.5202536,66,31
161,17799,449,2054,1,17551,0.37236825,296,36
162,1203,1145,3482,9,838,1.8305768,0,36
163,6258,2699,1058,12,5586,0.913646,3881,36
164,4567,1401,2725,1,4421,5.6787415,3266,36
165,16235,2142,711,2,15824,4.807086,0,36
166,15214,3087,1683,16,14844,1.5502527,3998,36
167,3239,2648,3094,0,2858,5.321685,0,36
168,17130,975,3000,1,17859,3.9203913,1401,36
169,21374,1853,561,7,22477,0.5168701,690,13
170,15918,816,1439,25,16634,-0.18922874,4036,36
171,401,785,907,1,595,2.6355398,0,36
172,5791,1701,1125,11,6518,2.8179693,1431,36
173,7313,741,324,28,7584,0.42232943,618,36
174,15532,3033,3988,5,16788,3.6630492,0,36
175,2798,1649,3957,8,2850,5.379386,1850,36
176,19577,2025,1216,-6,10160,0.38215172,3050,36
177,19892,3531,884,2,22787,1.1230302,0,36
178,7026,1250,1141,9,9046,1.6393014,4085,36
179,4500,142,978,7,6469,0.45085534,1161,36
180,14830,1148,1768,2,14359,4.2625904,667,36
181,6691,375,3742,2,8529,1.8373969,2704,36
182,1975,748,3292,3,1375,4.772515,881,36
183,833,3174,3152,8,2960,3.6328268,0,36
184,2239,1648,3470,4,2186,6.296154,1492,36
185,1761,1445,865,1,821,5.981737,0,36
186,20693,1311,1892,2,22535,2.5484793,0,36
187,17501,2130,3098,12,19069,2.9523144,1588,10
188,3939,1032,1336,12,3718,1.8452693,353,31
189,2199,92,2086,8,5135,1.5031098,1910,36
190,7373,443,2842,24,9783,0.8402802,718,36
191,2078,170,3255,1,1125,1.866173,4012,36
192,18211,1290,3927,2,21698,7.4256287,0,36
193,3731,1251,3029,2,3551,5.240377,0,36
194,2436,2990,3114,1,1824,1.7537421,0,36
195,19904,602,2548,10,21380,-0.028469473,4165,36
196,800,2804,2138,24,716,3.0612938,3983,36
197,20320,2405,1876,9,17748,-0.12002773,508,13
198,21445,2471,1627,3,22408,1.0360786,3778,36
199,21616,1794,1904,158,23117,0.5210583,3414,36
200,18389,909,1990,12,20017,0.20862521,377,13
201,2458,1232,933,24,1268,2.0507984,1544,36
202,2366,1428,901,4,1829,2.9324415,0,36
203,16933,1866,744,9,17143,0.38897112,3753,36
204,20705,1871,2590,169,19468,-0.07188344,175,10
205,9004,1404,1337,1,6164,1.6207484,1392,36
206,19909,2285,3618,6,21896,1.1007409,1576,36
207,16596,1709,2582,13,16372,1.2435147,74,13
208,10580,131,3471,1,11049,2.6712964,759,36
209,8733,3108,3990,1,13742,12.958941,0,36
210,485,1348,733,0,65,2.7797706,1086,36
211,10135,2977,3593,0,9716,30.9207,0,36
212,16267,1176,1100,7,13796,5.2725053,2596,36
213,11023,2023,3109,4,10444,1.7849368,0,36
214,11240,1633,2595,2,10612,4.0200906,4371,36
215,5843,1724,3807,1,6397,5.4760795,1763,36
216,9086,3460,1325,8,8323,8.25158,0,36
217,20809,1098,72,15,21644,-0.52814233,1705,36
218,21129,3753,1743,15,22451,-0.53774285,3780,36
219,16159,456,3341,24,17197,-0.39582786,3432,36
220,11857,1892,2759,14,12963,11.252301,241,14
221,20646,1858,2105,0,21716,2.5537274,953,36
222,8767,3396,798,35,11752,0.3633731,0,36
223,14144,94,3058,9,12157,0.476364,0,36
224,14777,1274,53,1,16825,7.597571,1297,36
225,11170,1674,735,11,11342,1.0731449,756,36
226,7292,3178,711,0,11199,6.7127204,0,36
227,9671,1873,3843,6,12358,1.3628066,2402,36
228,25628,3550,1102,3,18946,1.2772359,1969,36
229,20436,2435,2357,11,18644,1.1450819,499,14
230,18289,374,3170,1,18846,0.8709658,4283,36
231,12825,1354,244,4,14558,9.819608,3013,36
232,4904,405,3588,1,6054,2.230468,1334,36
233,13312,3038,63,1,5822,1.4703565,4065,36
234,18944,2219,2013,2,18593,1.1622093,2405,36
235,7958,285,2345,9,9301,1.9236621,636,36
236,14768,1988,3641,1,16798,3.022095,3406,36
237,21609,2443,1846,2,22924,0.21274151,4157,36
238,17436,1505,2275,11,18524,0.6376445,260,13
239,692,717,3110,0,1484,5.9721546,0,36
240,13497,2240,1530,14,14032,1.136625,823,36
241,14217,1884,3413,6,16270,0.8037763,4137,36
242,19518,3457,80,1,20375,2.593357,0,36
243,25754,3045,3803,40,21365,8.301337,977,10
244,3061,1250,1080,1,3705,6.3374133,3666,36
245,6772,195,3503,23,7836,0.098971404,1506,36
246,16733,939,594,12,17813,0.31620508,662,36
247,14780,1230,2176,84,12380,0.08184998,1855,36
248,7759,239,2936,2,9479,4.7682943,2889,36
249,18512,1329,55,9,21402,2.2300642,1634,36
250,11005,95,2730,6,12860,1.2639716,1077,36
251,14685,2925,2787,8,16603,2.4824286,0,36
252,10371,83,396,1,11087,0.3748044,3345,36
253,13944,779,3182,1,13636,3.8894491,0,36
254,19604,1062,2350,1,21118,1.2263051,429,36
255,12216,1538,3949,6,11120,4.3232727,2312,36
256,20542,1848,1931,3,21852,-0.15193531,4233,36
257,5354,1468,1300,1,12509,6.664305,493,36
258,8313,137,797,22,8029,1.8310206,1002,36
259,7112,384,3566,3,9714,4.2576785,0,36
260,9075,2679,1047,2,6237,5.226758,3888,36
261,6903,541,1135,39,9948,1.8830608,3189,36
262,16775,1273,3894,9,18158,1.4866673,2268,36
263,16033,2269,2110,1,17002,9.337885,3198,36
264,7389,742,3165,1,7065,13.499882,0,36
265,821,381,2886,5,2092,5.2586718,3095,36
266,11217,309,2697,6,13410,3.4488263,1223,36
267,11285,1593,1152,2,13255,5.0275083,0,36
268,12622,335,70,1,17190,1.9408697,1692,36
269,15218,1248,2977,2,16303,1.499769,3627,36
270,8071,480,2955,6,8080,1.5466404,502,32
271,5085,336,3326,0,4200,2.5067625,0,36
272,15489,3018,3060,4,11906,1.496477,2961,36
273,12974,581,3416,1,13171,3.4910228,3472,36
274,23796,1232,1190,24,11010,0.8503963,2281,36
275,18595,3581,10,16,20532,0.14132673,4215,36
276,18439,1343,3995,2,19946,1.2058214,2602,36
277,374,1080,1469,0,590,5.9623427,0,36
278,16881,959,2027,1,20103,8.445088,0,36
279,6548,1335,3597,1,6394,2.0471082,1464,36
280,4817,3562,988,13,6168,8.414328,3256,36
281,990,1082,1116,1,2749,29.272724,0,36
282,16430,479,2854,143,17105,0.016744884,3417,36
283,25717,2071,771,-1,14915,1.4772388,4033,36
284,13796,1371,725,1,14482,5.123748,0,36
285,16713,2451,43,16,16673,1.245822,541,36
286,7580,1616,3264,1,7126,5.516037,2337,36
287,4273,46,2948,1,4536,6.3609886,2172,36
288,11760,2122,3951,11,9727,1.0554769,3117,36
289,457,1571,895,0,279,7.332121,4231,36
290,13840,788,3611,1,14743,3.8779604,1338,36
291,12717,1039,2686,1,14886,4.3739467,0,36
292,1397,3371,579,1,5619,4.643129,0,36
293,17853,2058,2440,6,14972,0.049416997,278,13
294,16894,1833,3492,1,18157,2.633928,1308,36
295,19113,2231,1971,13,20106,7.5330706,3775,36
296,9183,3493,302,2,8680,2.2139924,4119,36
297,9750,4008,1381,0,13399,7.024218,0,36
298,18936,3097,40,21,19513,0.5741045,4268,36
299,25123,828,3610,23,15306,-0.5265448,849,36
300,11404,359,2059,1,12525,0.9990958,1674,36
301,10596,513,241,1,9996,4.573435,0,36
302,21064,3080,3436,24,22774,0.097065076,3402,36
303,14982,3104,3947,24,13107,0.8927896,2985,36
304,12861,3461,1568,8,10383,0.74604386,628,36
305,14960,2432,1870,10,14608,1.7877465,2913,36
306,1799,227,2065,0,559,2.9547637,4145,36
307,17965,1067,1998,2,18828,1.6461042,1533,36
308,9669,1517,3889,2,12902,1.1772048,687,36
309,10696,1799,1275,4,12357,11.658073,1249,36
310,3885,1390,3612,7,6513,3.2915328,2272,36
311,20502,1471,1923,1,21671,1.0637292,0,36
312,12185,2384,3864,9,10655,1.5764853,4235,36
313,24617,1725,917,0,22008,4.2698417,0,36
314,2236,3567,3621,8,3767,4.946588,1166,32
315,3392,3354,3078,1,5047,4.5587153,0,36
316,17676,1272,1858,92,20036,-0.0078057437,696,13
317,2054,1300,2781,2,5531,5.2484584,3193,36
318,11030,42,2787,48,7091,1.278657,3316,36
319,11308,1561,263,5,8840,1.9416865,4044,36
320,18081,1112,2983,9,20847,0.012149822,2006,36
321,17123,2314,281,1,18657,3.0418746,2348,36
322,18778,3542,676,1,15012,1.3384994,4336,36
323,13717,523,375,0,14441,3.0985332,0,36
324,2873,337,2932,4,6585,1.81715,1347,36
325,3783,1384,107,5,119,1.1506183,2808,36
326,581,1355,628,1,1697,2.997775,0,36
327,16204,2110,3218,2,14577,7.945156,1546,36
328,8807,440,2820,0,11018,12.765878,1465,36
329,2882,377,1330,1,2675,2.7109637,3759,36
330,15243,764,1983,1,18398,0.22949672,2144,36
331,10835,1717,3561,1,14548,6.558974,2774,36
332,18698,1929,167,2,19426,0.38497669,4072,36
333,21190,1264,3967,2,20502,-0.54958767,470,36
334,9505,1624,1878,5,10528,1.3723774,2904,36
335,2139,28,2869,4,359,0.6412081,0,36
336,10106,365,3558,1,9805,4.555911,4058,36
337,21075,3079,3031,5,21185,1.1391829,3882,36
338,18055,3012,2784,1,19403,0.4830319,1509,36
339,7631,1418,1091,21,10613,3.278076,1355,36
340,13668,874,1092,7,16028,4.5067353,0,36
341,11973,108,46,7,14374,2.9195828,2278,36
342,18668,127,2950,2,20779,0.83322304,2680,36
343,18496,3532,595,40,20620,0.11605744,4104,36
344,3907,643,427,1,8006,2.02425,932,36
345,635,1455,3188,1,426,6.440139,0,36
346,3748,1643,1991,2,4513,4.6056376,3831,36
347,6900,838,2665,5,5292,0.5628009,3959,36
348,676,1045,714,1,458,1.7863184,2056,36
349,1374,2692,3678,1,1698,14.576369,0,36
350,19592,2138,1949,24,17878,0.044736397,3051,36
351,5960,2694,1292,3,6865,2.0320854,0,36
352,9807,3243,2959,7,10520,4.3408813,3248,36
353,5046,1145,3746,1,9280,0.76131874,3806,36
354,3757,2575,1043,6,6158,5.314862,3697,36
355,19658,1579,731,2,17629,1.4457723,2580,36
356,10647,54,1120,1,11850,3.6324053,0,36
357,13946,3629,3250,8,15212,0.9199424,2549,36
358,20905,1542,2851,6,20883,1.0600616,1926,36
359,21504,819,2767,1,23047,8.05037,0,36
360,19365,1038,2474,2,18173,3.6028702,0,36
361,2931,1625,696,15,3024,3.6320164,1497,36
362,20045,2219,3086,1,22043,5.2011623,1041,36
363,20172,1769,1996,1,21395,3.2848616,376,36
364,21092,1286,2029,2,23058,0.6342078,3678,36
365,679,1294,3275,0,1339,5.789291,0,36
366,8414,1635,893,3,7177,7.768465,3138,36
367,1728,1639,2030,4,1855,4.590532,2293,36
368,2899,1656,2479,1,5697,12.817978,0,36
369,19590,1394,1659,2,19592,1.8209578,518,36
370,960,1290,2488,1,660,6.672086,0,36
371,16759,142,1457,23,19815,0.616234,2008,36
372,1036,792,3323,1,1212,5.9523473,0,36
373,23706,974,587,2,20709,18.500864,0,36
374,11059,1728,3460,1,11386,0.9944266,0,36
375,16460,847,2259,1,17984,0.73371834,0,36
376,7541,838,1302,6,4956,1.4731429,503,36
377,9675,1139,3044,5,11856,1.2929145,0,36
378,18085,2484,2603,13,20750,7.84668,3393,36
379,11833,1745,1412,2,11689,0.6985024,1427,36
380,11347,1081,2415,9,14202,0.8025998,0,36
381,12463,2663,638,9,14357,0.70752007,4081,36
382,14140,823,3017,14,15526,1.4990138,1793,36
383,14241,3115,803,1,12008,4.3809266,0,36
384,16208,1277,3860,15,19038,1.0224901,2618,36
385,12895,2187,3332,1,16921,10.196301,1707,36
386,12400,365,2123,3,12541,2.5570633,1584,32
387,3103,2671,598,8,4412,8.454924,0,36
388,16408,2057,2825,7,17061,8.313896,3064,36
389,8437,1588,2440,2,6434,3.5697346,694,36
390,16300,1520,2979,-24,17860,3.1259432,1357,36
391,11690,1365,827,8,12711,1.3193703,766,36
392,9074,194,3481,0,6025,5.245581,0,36
393,10630,690,3392,9,15467,4.4602237,3159,36
394,19052,2500,3519,9,20418,0.8350544,1239,36
395,3176,1971,1825,10,5035,4.077839,2236,36
396,10158,2805,1366,1,10731,4.654458,0,36
397,21012,1355,4054,6,23234,0.5371081,4158,36
398,8189,335,161,7,8513,1.2583708,2826,36
399,11013,2101,3307,10,14751,0.9524575,646,36
400,1586,3486,252,2,2188,3.4021966,2475,36
401,10133,357,2771,9,13262,0.45171747,3617,36
402,4140,1562,2490,0,765,6.444899,0,36
403,20172,1200,2217,2,20732,0.15037963,452,13
404,6798,1469,2867,7,5313,10.8628025,2379,36
405,20960,2213,1734,1,21987,0.46110138,3887,36
406,16435,491,3382,24,16522,1.3849524,25,13
407,2029,1655,3602,24,2770,3.8710597,2079,36
408,3320,1423,3021,2,2417,5.9877996,893,36
409,19204,1198,2018,24,19604,0.8852892,1562,36
410,19221,1262,3550,12,20972,1.0318869,1504,10
411,13795,1865,1460,6,14520,3.4232361,3048,36
412,21738,1624,1794,1,23232,1.3016808,0,36
413,2362,982,3967,16,2413,1.9558034,1576,36
414,4297,2918,2765,2,4787,7.4450574,2035,36
415,16481,1679,1876,5,16774,2.0312054,668,36
416,6200,2727,237,11,7715,1.2221217,3338,36
417,19224,1492,2403,1,19477,1.0687176,2302,36
418,4156,1460,1306,1,5617,5.216028,1073,36
419,12457,788,3959,1,16290,4.150764,0,36
420,12239,2396,2171,1,9717,1.1388491,0,36
421,6590,1148,1696,8,7509,1.6782366,2883,36
422,17906,2366,2109,5,20700,1.5045402,1167,10
423,7524,243,1596,8,9693,1.3999455,677,36
424,11759,67,2669,1,12994,2.623389,0,36
425,11367,364,3091,2,12181,2.7168057,1513,36
426,7082,1441,1616,2,9082,4.337127,2244,36
427,17047,1811,3562,1,17920,6.362425,141,13
428,19740,2305,4,11,21188,0.63868356,3518,36
429,19847,1895,2758,1,20164,3.9935143,0,36
430,10426,394,1852,11,12636,1.2201029,4355,36
431,17020,1682,2437,20,18708,-0.034965325,731,36
432,4582,336,3145,2,5966,1.309967,2896,36
433,19769,3048,1940,3,20747,1.5442019,2589,36
434,9204,1619,1342,3,5523,4.3618813,2997,36
435,11210,1798,1862,13,11261,2.3189592,3944,36
436,6753,1563,2443,24,6071,3.7186964,923,36
437,10929,3916,2779,-3,11562,4.7514577,0,36
438,16351,2361,2164,1,17524,4.448413,0,36
439,20066,1941,2615,4,20545,7.9487996,3088,36
440,5404,1531,3796,24,1827,1.859235,2257,36
441,9363,2345,1878,2,10876,2.3815815,2908,36
442,13857,2945,1889,1,14269,8.15255,0,36
443,11365,2952,583,2,10105,3.230349,4295,36
444,252,218,3794,-16,1763,1.643362,0,36
445,15360,1003,591,9,20599,0.9678312,2526,36
446,13099,370,1019,1,10793,3.3470523,0,36
447,18904,2179,3365,13,21071,0.17018615,4271,10
448,15845,2323,3960,20,18196,0.62883306,2568,36
449,14165,1732,755,7,16021,1.064487,811,36
450,19369,3503,1560,1,20255,1.1086724,1741,36
451,16649,919,1076,5,10244,3.8342748,782,36
452,371,420,768,78,607,1.7777389,415,31
453,20386,3765,3986,15,21168,0.08817562,2327,36
454,10264,2418,230,1,10870,1.3089231,3887,36
455,21878,1877,1764,346,23011,-0.6307188,1017,13
456,19185,2366,2506,24,22955,-0.60392624,1673,36
457,11659,1623,3407,1,14297,3.3227558,0,36
458,13468,2118,1311,15,14377,1.8068906,22,3
459,128,1046,4028,5,2583,1.7485044,1640,10
460,18851,1828,2141,2,20873,0.886378,2799,36
461,11210,2949,2956,0,7973,4.7090807,0,36
462,18967,2313,3364,17,21943,-0.07489561,1995,36
463,17233,251,3389,99,15661,0.24814704,361,36
464,9718,1488,1762,1,10537,2.067405,4046,36
465,17945,3120,3458,9,18145,0.5953242,193,10
466,21176,1865,1871,15,21621,1.0383123,2211,36
467,19914,1889,3008,8,20731,0.1938851,4053,36
468,15917,1448,788,4,17323,2.4004111,1445,36
469,20276,780,230,2,21627,1.9213705,1342,36
470,20165,1060,1909,2,22026,1.0586636,1752,36
471,14375,2255,3615,1,18069,2.5684693,747,36
472,11877,3604,2854,2,15982,4.934153,2611,36
473,1146,373,504,1,958,4.797849,0,36
474,15143,2450,1818,7,19447,3.104492,4216,36
475,5498,1563,3332,1,7886,7.0872188,1176,36
476,16171,1125,3088,1,21070,1.6936972,0,36
477,2853,751,3611,8,5732,5.482125,2238,36
478,14442,1861,270,8,16072,8.24936,1054,10
479,17878,2421,3969,3,18502,2.978575,0,36
480,873,1099,2820,6,2297,5.0889816,2120,36
481,7035,1236,1095,4,6358,4.4873815,927,36
482,11714,2346,188,49,14942,1.5813751,3629,36
483,6874,791,1858,25,5877,0.3876648,2506,36
484,3289,1421,704,-3,1042,0.84173805,4039,36
485,15375,1542,481,1,15376,2.1824148,4032,36
486,17976,1401,1865,2,22094,3.4683604,3188,36
487,6569,1493,165,7,8034,2.364437,3892,36
488,9127,3077,3953,25,9816,0.12051995,3627,36
489,7862,1578,1875,0,10106,4.4481187,2692,36
490,9742,1887,3141,4,16187,4.3987503,2293,10
491,14230,1800,3027,-1,15450,2.1646535,0,36
492,16171,3411,952,38,16869,0.7005567,1685,10
493,6152,2643,3531,0,7348,13.732505,0,36
494,5705,1344,2207,5,345,0.40208188,2979,36
495,14953,3700,1957,2,17267,0.72832716,3174,36
496,21137,1252,3952,2,22516,0.97737664,0,36
497,2974,3260,2735,5,2280,1.1372875,513,36
498,6639,295,1332,19,5949,1.3982967,3051,36
499,5556,3158,31,24,3496,3.3513386,0,36
500,20509,1191,51,2,22363,3.305262,718,36
501,59,1105,3173,12,4175,0.8388313,1797,24
502,8075,1729,2424,2,7558,5.013632,0,36
503,20874,1904,1912,18,21937,0.43437418,2615,36
504,436,1033,867,1,790,6.0020766,0,36
505,11866,1523,3701,5,11249,1.7476187,1681,36
506,7727,1728,3368,1,8502,1.2442293,4072,36
507,9375,2142,2077,5,10551,5.0642486,1219,36
508,18328,1973,1979,2,22160,0.12010942,2078,36
509,11302,56,2541,1,8374,1.2348808,3945,36
510,1408,1367,2939,0,2123,6.7244234,0,36
511,10756,1484,3401,9,15449,3.3577523,0,36
512,13438,3373,1783,1,14492,0.79359204,0,36
513,4109,3972,3092,1,5384,7.7507305,2664,36
514,12552,2666,699,1,12397,0.8108965,4139,36
515,3284,411,3221,1,4626,1.554953,4149,36
516,17485,2218,1774,8,18380,0.9491677,4219,36
517,2398,1344,3807,7,1885,2.444612,2000,36
518,8608,1537,476,1,7685,1.4301502,0,36
519,3136,1504,695,4,4523,4.1177096,1059,10
520,11386,1571,1326,5,12148,3.6123312,1934,36
521,1643,1003,3369,10,1770,3.2457652,2047,36
522,843,1491,1203,1,824,14.077517,0,36
523,5145,2084,1395,2,7514,5.6785784,2994,36
524,9016,3194,3044,1,8736,4.413272,0,36
525,10670,102,1125,3,11175,1.4300727,228,14
526,17581,2993,184,-4,19361,0.11042788,2219,36
527,11779,2716,2921,48,14915,0.57943565,4349,36
528,2510,339,3039,0,2863,5.5487785,1368,36
529,19873,2404,3670,9,22054,1.0226793,3498,36
530,3641,470,3759,8,3508,4.7899437,36,31
531,13155,1643,1231,48,11007,0.7715727,530,36
532,12538,1728,1835,3,7540,1.5294557,2895,36
533,17348,2318,244,14,17611,0.62972933,419,14
534,18933,702,250,1,19827,0.634791,275,14
535,12743,2210,1375,2,14992,2.6657553,1224,36
536,6774,916,3700,2,6350,2.2371774,3,3
537,9973,3784,3126,0,9185,4.976553,0,36
538,16004,2098,1031,12,13608,0.5778598,3056,36
