,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
53,42,5,78460,11,7,0,4,1,4,0,0,0,52,39,0
54,23,4,74772,11,7,2,5,3,4,1,2,0,40,39,0
55,29,4,205167,15,10,2,3,0,4,1,1,0,40,39,0
56,24,7,73695,15,10,4,1,3,4,0,0,0,38,39,0
57,32,4,197143,11,7,2,6,0,4,1,2,0,60,39,0
58,25,4,196326,11,9,4,8,3,4,0,1,0,39,39,0
59,46,4,119408,9,13,2,12,0,4,1,14949,0,48,39,1
60,64,2,96128,6,5,2,8,0,4,1,0,0,40,39,0
61,21,4,102623,11,9,4,7,3,1,1,0,0,40,39,0
62,26,4,244592,11,7,4,8,3,2,0,2,1,35,39,0
63,35,4,124423,11,9,2,8,0,1,1,0,0,40,39,0
64,53,4,155869,12,14,0,4,1,4,1,1,1,40,39,0
65,52,4,191582,15,10,2,5,0,4,1,3,1,40,39,0
66,27,2,201990,15,10,4,3,1,2,1,0,0,40,39,0
67,21,7,138036,9,13,4,1,3,1,0,1,1,33,30,0
68,21,2,91187,15,10,4,13,1,4,0,2,0,30,39,0
69,58,4,92034,11,9,2,8,0,2,1,1,0,40,39,0
70,26,4,205846,15,10,4,13,1,4,0,2210,0,48,39,0
71,57,4,97604,15,10,0,12,1,4,0,0,0,40,39,0
72,20,4,191843,11,9,2,3,0,4,1,2,0,50,39,0
73,46,4,207303,15,10,2,4,0,4,1,0,0,56,39,1
74,21,4,186098,15,10,4,7,1,4,1,0,0,29,39,0
75,43,4,99477,15,10,6,1,4,4,0,3,1,34,39,1
76,52,4,136491,9,13,0,4,1,4,0,1,0,40,39,0
77,25,4,182945,11,9,2,3,0,2,1,2,0,40,39,0
78,25,2,124026,15,10,4,11,3,1,1,0,0,40,39,0
79,21,4,256616,11,9,4,8,2,4,1,1,0,5,39,0
80,41,4,184927,15,10,2,12,0,4,1,0,0,42,39,0
81,49,0,88519,9,13,4,0,1,4,1,0,0,52,39,0
82,22,4,187400,9,13,4,10,1,4,0,0,0,50,39,0
83,38,4,206511,11,9,0,7,1,4,0,0,0,37,39,0
84,38,4,138674,14,15,4,10,1,1,0,0,0,40,39,0
85,28,4,70795,9,13,4,12,1,4,0,0,1,40,39,0
86,29,6,117249,11,7,4,5,1,4,1,0,0,49,39,0
87,37,5,36662,8,11,2,5,0,4,1,0,0,40,39,0
88,27,4,126540,11,7,2,6,3,4,1,0,0,50,39,0
89,51,4,229631,11,9,2,4,0,4,1,3,0,35,39,1
90,20,4,70948,15,10,4,12,3,1,1,2332,1,21,39,0
91,42,4,116589,15,10,5,10,4,4,0,12,0,32,39,1
92,17,4,61082,5,4,4,5,3,4,1,2,0,40,39,0
93,30,4,183809,15,10,2,10,0,4,1,0,0,42,39,0
94,40,5,68863,9,13,2,14,0,4,1,0,0,40,39,1
95,26,2,115359,15,10,2,10,5,4,0,0,0,17,39,0
96,24,4,203323,11,9,4,8,3,2,0,2,0,40,39,0
97,67,0,122823,15,4,2,5,0,4,1,3,1936,39,39,0
98,60,4,104194,0,5,2,8,2,4,0,0,0,40,39,0
99,31,4,171510,15,10,2,7,0,4,1,0,0,40,39,0
100,55,4,235881,9,13,2,4,5,4,0,0,0,51,39,1
101,22,4,262411,15,10,4,3,3,4,1,0,0,24,39,0
102,35,4,194009,1,7,2,8,3,4,1,0,0,47,39,0
103,32,4,102647,11,7,2,14,0,4,1,0,0,60,39,0
104,58,4,228047,11,9,0,8,4,2,0,0,0,30,39,0
105,21,4,231200,15,10,4,6,3,4,1,0,0,40,26,0
106,26,4,115893,11,7,0,8,4,4,0,0,0,37,39,0
107,64,4,134751,11,9,2,3,0,4,1,0,0,40,39,1
108,45,4,84309,11,7,2,14,0,4,1,0,1,44,39,0
109,46,4,141802,11,9,0,3,1,4,1,1,0,40,39,0
110,48,4,78593,9,13,2,4,0,4,1,15100,0,42,39,1
111,22,0,122225,15,10,4,5,3,4,0,1,0,16,39,0
112,31,4,181445,7,12,4,12,1,4,1,0,0,40,39,0
113,23,4,70147,8,11,4,8,1,1,0,0,0,40,39,0
114,23,4,71826,11,9,2,1,5,4,0,1,0,36,39,0
115,29,4,104370,9,13,4,10,1,4,0,0,0,40,39,0
116,41,4,86967,11,7,0,12,4,4,0,0,0,25,39,0
117,31,4,105788,11,7,0,14,1,4,1,0,0,61,39,0
118,27,4,101696,11,7,4,12,3,2,0,0,0,40,39,0
119,27,7,53504,9,13,4,10,3,4,0,0,0,13,39,0
120,48,4,205345,15,10,2,5,0,4,1,1,0,40,39,1
121,26,4,224204,15,10,4,1,3,4,0,0,0,40,39,0
122,28,4,193114,8,11,0,7,1,4,1,3,0,40,39,0
123,51,6,167884,8,11,0,10,3,4,1,1,0,29,39,0
124,41,4,103364,15,10,2,14,0,1,1,0,1,40,39,1
125,69,4,197771,9,13,2,8,0,4,1,0,0,15,39,0
126,45,4,199561,11,7,5,5,1,4,1,1,0,40,39,0
127,60,4,133150,9,13,6,0,4,4,0,2,1,9,39,1
128,47,2,142772,11,9,2,3,0,4,1,0,0,40,39,0
129,49,4,101228,11,9,0,7,1,2,0,0,0,40,39,0
130,31,4,301555,15,10,2,12,0,1,1,0,0,54,19,0
131,63,4,84397,15,10,2,10,0,4,1,0,0,40,39,1
132,32,4,95745,15,10,2,3,0,4,1,0,0,51,39,0
133,19,4,106333,12,14,4,10,3,4,0,0,0,16,39,0
134,58,6,182077,15,10,2,5,0,4,1,1,0,43,39,0
135,34,0,62424,15,10,0,5,1,4,1,0,0,51,39,0
136,30,2,204503,11,9,2,8,0,4,1,3,0,40,39,0
137,46,6,195286,15,10,0,3,1,4,1,0,0,40,39,0
138,20,0,146612,0,6,4,0,4,2,0,0,0,37,39,0
139,56,4,207779,11,7,2,5,0,4,1,3,0,11,39,0
140,56,4,66811,15,10,2,10,0,4,1,0,0,40,39,1
141,19,4,38132,11,9,4,3,1,4,1,0,0,40,39,0
142,23,4,153734,11,9,4,1,1,4,1,0,0,40,39,0
143,27,6,195752,9,13,2,10,0,4,1,0,0,40,39,0
144,23,4,167472,15,10,4,5,4,4,0,0,1,32,39,0
145,22,4,182396,11,7,4,6,3,2,1,0,0,40,39,0
146,26,4,176308,11,7,2,8,0,4,1,0,0,60,39,0
147,33,7,89474,9,13,2,10,0,2,1,0,0,40,39,0
148,28,0,105663,9,13,2,5,0,4,1,1,0,40,39,0
149,21,4,208191,9,13,4,12,3,4,0,0,0,40,39,0
150,26,4,273011,15,10,4,14,3,4,1,0,0,40,39,0
151,49,4,191102,7,12,0,12,1,4,0,0,0,38,39,0
152,62,0,108874,7,12,2,0,0,4,1,0,0,40,39,0
153,48,4,184584,11,9,2,1,0,4,1,3,0,47,39,1
154,35,4,215976,8,11,4,7,1,4,1,0,0,40,39,0
155,22,4,189678,15,10,4,1,3,4,0,2,0,16,39,0
156,40,0,74092,6,5,2,0,0,4,1,2236,0,7,39,0
157,18,4,54818,15,10,4,12,1,4,1,2,1,17,39,0
158,19,7,107479,15,10,4,1,1,4,1,1,0,22,39,0
159,18,6,85556,11,7,4,0,3,2,0,0,0,19,39,0
160,41,4,199982,5,3,2,3,0,4,1,0,0,40,39,1
161,59,4,160645,11,9,0,7,4,4,0,0,0,40,39,0
162,33,4,197495,15,10,2,3,0,4,1,1,0,53,39,0
163,40,4,170429,7,12,0,13,1,4,1,0,0,46,39,0
164,68,6,98523,11,9,2,8,5,4,0,1,0,6,39,0
165,31,4,94530,15,10,4,1,1,4,0,1,0,40,39,0
166,32,4,107528,11,9,0,3,4,2,1,0,0,40,39,0
167,39,4,130109,9,13,0,10,1,2,1,0,1,40,39,0
168,59,6,49222,11,9,2,3,0,4,1,1,0,45,39,0
169,35,4,126317,15,10,2,7,5,2,0,6,0,40,39,0
170,50,2,65081,11,9,2,11,0,4,1,2,0,52,39,0
171,31,4,154557,15,10,2,13,0,4,1,2,0,40,39,1
172,51,4,14438,8,11,0,3,1,4,1,0,0,40,39,0
173,42,4,198241,11,7,2,5,0,4,1,0,1,40,39,0
174,50,4,132453,15,10,2,4,5,4,0,0,0,40,39,1
175,60,4,148778,9,13,0,12,1,4,0,0,0,40,39,0
176,36,4,124065,11,9,2,13,5,4,0,1,0,51,39,1
177,28,4,99701,11,7,4,4,1,4,1,0,0,40,39,0
178,20,2,117247,12,14,4,4,3,4,0,1,0,40,39,0
179,59,4,145675,12,14,2,10,0,4,1,14872,0,40,39,1
180,49,4,169641,1,10,0,1,1,4,1,2837,0,40,39,0
181,27,4,96652,9,13,4,10,3,4,1,1,0,40,39,0
182,33,4,195108,9,13,2,12,0,4,1,1,0,59,39,1
183,26,4,183798,11,7,4,5,1,4,1,0,0,40,39,0
184,49,4,209391,4,3,2,7,0,4,1,1,1870,40,39,1
185,51,4,168493,8,11,2,4,0,4,1,0,1921,40,39,1
186,32,4,139744,11,7,4,3,1,4,1,1,0,46,39,0
187,27,4,204923,8,11,0,8,3,4,0,0,0,32,39,0
188,18,4,120639,15,10,4,12,3,4,0,1,0,19,39,0
189,32,4,125535,15,10,2,11,0,4,1,0,1,40,39,1
190,43,2,100527,12,14,2,4,5,4,0,0,0,50,39,1
191,37,4,138199,11,7,4,12,4,4,0,1,0,31,39,0
192,39,2,88530,15,10,0,4,4,4,0,0,0,56,39,0
193,29,4,245226,6,5,0,1,4,4,0,0,0,31,39,0
194,59,0,124172,11,7,2,5,0,4,1,0,1,18,39,0
195,52,4,108992,11,7,0,12,1,4,0,2,0,51,39,0
196,26,4,111070,9,13,4,12,1,2,0,1,0,40,39,0
197,41,4,169787,11,9,2,7,3,4,0,0,0,46,39,0
198,55,4,73543,11,9,2,6,0,4,1,0,0,40,39,0
199,22,4,96165,9,13,4,10,1,4,0,1,0,54,39,0
200,25,4,210010,11,7,4,5,3,3,1,0,0,27,26,0
201,23,4,210180,15,10,2,6,0,4,1,0,0,48,39,0
202,24,4,231708,15,10,4,12,1,4,0,0,0,50,39,0
203,34,4,223411,6,5,0,8,2,4,0,0,0,40,26,0
204,19,0,196658,15,10,4,0,3,2,0,0,0,15,39,0
205,25,4,103915,8,11,4,13,1,2,0,0,0,40,39,0
206,40,4,105373,9,13,2,4,0,4,1,7320,0,42,39,1
207,23,4,229995,0,6,4,5,1,4,1,0,0,40,39,0
208,60,4,206973,11,9,2,1,5,4,0,2,0,40,39,1
209,63,2,134411,8,11,4,10,1,4,0,2,0,29,39,0
210,28,4,259211,7,12,2,4,0,4,0,0,0,22,39,0
211,43,4,116711,11,9,2,11,0,4,1,0,0,58,39,1
212,31,4,108136,11,7,0,4,4,4,0,3,0,40,39,0
213,57,4,96886,14,13,6,10,4,1,0,1,1,29,39,1
214,28,4,154158,9,13,4,12,1,4,1,0,0,41,39,0
215,61,4,129912,6,5,2,8,5,4,0,0,0,40,39,0
216,27,4,177922,9,13,4,1,1,2,0,2,0,40,39,0
217,34,4,154792,9,13,2,6,0,4,1,1,0,40,39,0
218,42,4,92134,15,10,0,3,1,4,1,3,0,45,39,0
219,29,6,56375,11,7,4,6,3,4,1,0,0,51,39,0
220,18,4,231387,5,4,4,7,3,4,1,0,0,40,26,0
221,38,6,136688,11,7,2,5,0,4,1,0,0,46,39,0
222,41,4,191627,11,9,0,14,1,4,1,1,0,40,39,0
223,34,4,157778,11,7,4,12,1,4,0,2,0,40,39,0
224,28,4,180925,11,9,2,1,0,4,1,0,0,50,39,0
225,47,2,189764,7,12,2,3,0,4,1,0,0,60,39,1
226,57,4,193158,11,7,6,4,1,4,0,0,0,40,39,0
227,27,1,166359,11,9,4,4,3,4,1,3,0,40,39,0
228,73,0,99086,15,10,4,5,1,4,0,1,0,5,39,0
229,35,4,248103,11,9,0,8,1,4,0,3799,0,55,39,0
230,19,4,142077,11,9,4,7,3,4,0,0,0,40,39,0
231,59,4,134211,11,9,0,1,1,4,0,0,0,32,39,0
232,40,4,196215,11,7,5,4,1,4,1,1,0,40,39,0
233,32,1,100007,11,9,2,3,0,4,1,0,0,40,39,1
234,62,1,114761,11,9,2,4,2,4,0,1,0,16,39,0
235,21,4,115388,8,11,4,1,3,2,0,0,0,19,39,0
236,19,0,96587,11,7,4,5,1,4,1,0,0,25,39,0
237,20,6,140787,11,7,4,14,1,4,1,0,0,51,39,0
238,36,4,189234,15,10,5,1,4,4,0,0,0,40,39,0
239,48,7,91197,12,14,2,10,0,4,1,0,0,51,39,1
240,24,4,158489,12,14,4,10,1,4,0,0,0,40,39,0
241,35,4,105549,1,7,0,1,4,4,0,0,0,33,39,0
242,29,4,108656,11,7,4,14,3,4,1,0,0,22,39,0
243,23,4,217758,11,7,4,6,3,4,1,2,1,40,39,0
244,61,4,182966,11,7,2,12,0,4,1,2,1,24,39,0
245,34,4,95126,15,10,2,10,5,1,0,5,0,40,30,1
246,26,4,237157,5,4,4,6,1,4,1,3,0,40,39,0
247,20,4,197863,11,9,4,7,1,4,1,2,0,40,39,0
248,68,4,203999,8,11,6,7,1,4,0,1,0,40,39,0
249,63,6,218079,15,10,6,12,1,4,1,0,0,53,39,0
250,64,4,229698,7,12,6,9,4,4,0,2,0,8,39,0
251,19,4,204841,15,10,4,1,3,4,0,0,0,21,39,0
252,44,1,128833,11,9,2,1,0,4,1,2,0,53,39,1
253,27,4,210400,11,9,4,1,1,4,1,1,0,46,39,0
254,41,1,125042,11,9,2,1,5,4,0,1,1,22,39,0
255,21,4,106636,5,4,4,7,3,1,1,0,0,40,39,0
256,41,4,196673,1,7,5,7,1,4,1,0,0,49,39,0
257,61,6,199518,1,7,2,3,0,4,1,0,0,12,39,0
258,34,4,214291,9,13,2,1,5,4,0,0,0,40,39,1
259,42,4,93071,12,14,4,10,1,4,1,0,0,53,39,0
260,26,4,27649,15,10,2,5,0,4,1,0,0,60,39,0
261,25,4,179208,15,10,2,8,0,4,1,0,0,46,39,0
262,24,4,192007,11,9,0,7,2,4,0,0,0,33,39,0
263,21,4,87798,1,7,4,14,1,4,1,1,0,37,39,0
264,36,4,157510,7,12,0,1,4,4,0,0,1,40,39,0
265,43,4,193518,7,12,2,12,0,4,1,1,1912,53,39,1
266,25,4,105829,9,13,4,10,3,2,0,15236,1,40,39,0
267,23,7,82927,9,13,4,4,1,4,0,0,0,40,39,0
268,17,6,191452,0,6,4,8,3,4,0,1,0,27,39,0
269,63,6,112681,0,6,6,8,4,4,0,0,0,40,39,0
270,18,4,220543,15,10,4,1,3,2,0,0,0,11,39,0
271,31,4,76921,11,7,2,12,0,4,0,0,0,9,39,0
272,53,4,151757,9,13,0,1,1,4,0,0,0,40,39,0
273,54,2,184403,15,10,4,11,1,4,1,0,1,40,39,0
274,42,4,145112,9,13,6,4,4,4,0,0,0,44,39,1
275,55,4,145950,11,9,2,1,0,4,1,0,0,40,39,0
276,57,4,183751,15,10,0,1,4,4,0,0,0,36,39,0
277,55,4,63960,11,9,6,1,4,1,0,0,0,40,30,0
278,55,4,49150,9,13,2,4,0,4,1,0,1,55,39,1
279,33,4,184616,15,10,0,7,1,4,1,1,1,40,39,0
280,67,6,112406,9,13,2,10,0,4,1,2520,0,4,39,0
281,35,4,133485,9,13,2,4,0,4,1,0,1896,56,39,1
282,28,4,163816,11,7,2,8,5,4,0,0,1,40,39,1
283,31,4,196332,11,7,5,7,4,4,0,11,0,41,39,0
284,31,2,211554,11,9,4,1,1,2,0,0,0,40,39,0
285,26,4,130825,1,7,4,12,3,4,0,2,0,40,39,0
286,34,4,110974,9,13,2,10,0,4,0,1,0,40,39,0
287,47,4,231544,9,13,6,10,4,4,0,0,0,43,39,1
288,28,4,101924,12,14,4,10,3,1,1,0,0,33,19,0
289,30,7,100458,12,14,2,3,0,4,1,0,0,40,39,0
290,48,4,114698,15,10,0,8,1,4,0,2,0,40,39,0
291,39,4,84759,9,13,2,1,5,1,0,0,0,40,39,1
292,24,2,123099,12,14,4,10,3,4,0,2,0,40,39,0
293,32,4,155903,15,10,4,8,2,1,1,0,0,40,39,0
294,25,6,216105,11,9,2,1,0,4,1,1,0,40,39,0
295,58,4,101321,8,11,4,8,1,4,1,0,0,31,39,0
296,41,2,119809,8,11,4,10,1,4,0,1,0,42,39,0
297,47,2,98697,11,9,5,7,4,2,0,0,0,40,39,0
298,24,4,94776,11,7,4,12,4,4,0,0,0,40,39,0
299,56,2,193475,15,10,2,3,0,4,1,3,0,40,39,1
300,60,4,105814,9,13,6,10,4,4,0,0,0,49,39,1
301,58,4,143395,11,7,0,12,1,4,1,0,0,40,39,0
302,22,4,169465,11,7,4,5,1,4,0,1,0,33,39,0
303,41,4,138841,11,9,0,10,5,4,0,2,0,40,39,0
304,35,4,168688,11,9,2,4,0,4,1,2,0,40,39,0
305,55,4,87308,11,9,2,4,0,4,1,0,0,40,39,1
306,50,4,172991,1,7,2,6,0,4,1,0,0,60,39,0
307,50,6,205357,15,10,0,8,1,4,0,0,0,52,39,0
308,29,4,185702,12,14,4,4,3,4,0,58,1,19,39,1
309,19,4,136009,11,9,4,9,3,2,0,2,0,8,39,0
310,38,2,179553,15,10,4,10,1,4,0,0,0,44,39,0
311,62,7,115827,9,13,2,10,0,4,1,0,0,40,39,0
312,30,4,63265,11,7,5,6,1,4,0,0,0,40,39,0
313,60,5,139754,11,9,0,14,1,4,1,0,0,48,39,0
314,65,2,187914,9,13,2,10,5,4,1,2864,0,22,39,0
315,60,0,194958,9,13,2,0,0,1,1,0,0,40,39,1
316,59,4,151729,9,13,2,1,5,4,0,0,0,40,39,1
317,38,4,78587,15,10,2,3,0,4,1,1,0,50,39,0
318,69,0,197157,6,2,2,0,0,4,1,2,0,8,39,0
319,31,4,192441,15,10,2,7,0,4,1,0,0,41,39,0
320,59,4,205086,15,10,0,12,1,4,1,0,0,40,39,0
321,27,4,76822,9,13,2,10,0,4,0,0,0,57,39,1
322,24,4,143051,15,10,4,1,1,4,0,0,0,40,39,0
323,40,4,211733,12,14,0,1,4,1,0,0,0,33,3,0
324,63,4,126313,15,10,6,12,4,4,0,0,0,10,39,0
325,28,4,200058,1,7,4,3,1,4,1,0,0,50,39,0
326,56,4,96062,7,12,2,12,0,4,1,0,0,60,39,1
327,33,4,94571,11,7,2,3,0,4,1,0,0,40,39,0
328,27,4,235883,8,11,2,12,5,4,0,0,0,33,39,0
329,21,4,126255,11,7,4,8,3,4,0,0,1,27,39,0
330,33,4,132361,9,13,4,10,1,4,1,0,0,40,39,1
331,44,4,191603,15,10,2,12,0,1,1,0,0,48,30,1
332,33,4,120039,11,7,0,1,1,4,0,3,0,48,39,0
333,58,0,180255,1,7,2,5,0,4,1,0,1,40,39,0
334,28,2,105980,8,11,2,11,0,4,0,0,0,40,39,0
335,24,4,119323,15,10,2,10,0,4,0,1,0,36,39,0
336,57,6,104906,11,7,2,12,0,4,1,0,0,51,39,0
337,25,4,204584,11,7,4,5,3,2,1,1,0,29,39,0
338,48,2,182275,11,9,2,4,0,2,1,1,0,40,39,1
339,42,4,138231,12,14,4,10,4,4,0,0,0,40,39,0
340,46,6,211409,9,13,2,10,0,4,1,0,0,60,39,0
341,35,4,124245,11,9,0,13,1,4,0,0,0,40,39,0
342,56,4,247858,11,9,2,8,2,2,1,1,0,40,39,0
343,50,4,117375,15,10,0,3,1,4,0,0,0,40,39,0
344,26,4,111677,11,9,4,1,3,4,1,3,0,40,39,0
345,48,4,129613,15,10,2,3,0,4,1,0,0,50,39,1
346,35,4,87280,9,13,0,4,4,4,0,3,1,60,39,1
347,27,4,239666,9,13,4,13,1,4,0,3,0,36,39,0
348,42,1,82813,11,9,4,1,1,4,1,0,0,51,39,0
349,52,6,157435,11,9,2,4,0,4,1,0,0,40,39,0
350,22,4,183273,2,8,4,7,2,2,1,0,0,40,39,0
351,25,4,119799,15,10,4,0,1,4,0,0,0,51,39,0
352,36,6,108425,3,2,2,12,0,4,1,0,0,40,39,0
353,51,0,144089,9,13,2,5,0,4,1,0,0,51,39,0
354,22,4,81395,9,13,4,4,1,4,0,2,0,60,39,0
355,44,4,113046,11,7,6,8,4,4,0,0,0,35,39,0
356,43,4,148099,11,9,2,4,5,4,0,0,0,93,39,1
357,46,2,201733,15,10,5,8,1,2,1,0,0,40,39,0
358,62,4,102991,15,10,2,1,0,4,1,0,1963,43,39,1
359,27,4,191474,11,9,4,7,1,4,1,0,0,51,39,0
360,52,4,244048,15,10,5,6,1,4,1,0,0,51,39,0
361,28,7,143659,11,7,4,8,3,4,1,0,0,40,39,0
362,32,4,194154,12,14,2,10,5,4,0,5,0,34,39,1
363,23,4,123615,11,9,4,7,1,4,0,1,0,40,39,0
364,39,4,123582,15,3,2,12,0,1,1,2,0,51,39,1
365,23,4,203275,11,7,4,3,1,4,1,0,0,40,39,0
366,67,4,127662,6,4,2,10,0,4,1,0,0,40,39,0
367,56,5,94214,5,11,2,14,0,4,1,0,0,49,39,1
368,62,4,184491,6,4,2,7,0,4,1,0,0,40,39,0
369,56,4,74742,15,10,4,7,1,1,1,0,0,47,39,0
370,32,4,112648,7,12,0,1,1,4,1,0,0,60,39,0
371,27,4,36801,15,10,4,5,1,4,1,0,1,40,39,0
372,34,4,133386,12,14,0,10,1,4,1,0,0,40,39,0
373,30,7,98652,11,9,2,11,0,4,1,0,1,40,39,0
374,50,6,168937,9,13,2,10,0,4,1,7544,0,57,39,1
375,34,4,145780,0,6,4,10,1,1,1,1,0,56,39,0
376,19,4,163773,11,9,4,1,3,4,0,0,0,23,39,0
377,18,0,161458,11,7,4,0,2,2,0,0,0,31,39,0
378,69,4,97214,11,9,6,8,4,4,0,0,0,40,39,0
379,48,4,112025,15,10,0,7,1,4,1,0,0,48,39,0
380,33,4,187508,14,15,4,10,1,4,0,0,0,40,39,0
381,25,2,130650,15,10,4,11,3,2,1,0,0,40,39,0
382,47,4,157204,15,10,2,4,0,4,1,0,0,40,39,1
383,20,4,171940,8,11,4,13,3,4,1,0,0,40,39,0
384,17,7,119034,11,9,4,8,3,4,0,0,0,13,39,0
385,47,4,84299,15,10,2,10,0,4,1,3719,0,48,39,1
386,55,4,176888,9,13,2,4,0,4,1,0,0,40,39,1
387,28,4,84779,9,13,2,4,5,4,0,0,0,57,39,1
388,63,4,134156,15,10,2,7,0,4,1,3782,0,40,39,0
389,30,4,132669,11,9,4,8,1,4,1,1,0,40,39,0
390,23,7,62849,9,13,2,10,0,4,1,0,0,40,39,0
391,20,4,229850,9,13,4,12,3,1,1,0,0,40,39,0
392,40,4,156103,11,9,2,13,0,4,1,0,0,47,39,1
393,65,4,127382,14,15,2,12,5,4,0,3571,0,40,39,0
394,57,4,128564,9,13,2,10,0,4,1,0,0,53,39,1
395,45,2,216297,9,13,4,10,1,4,0,0,0,55,39,0
396,27,4,174225,11,9,4,13,3,4,0,0,0,40,39,0
397,32,4,109114,15,10,4,12,3,4,1,0,0,40,39,0
398,24,4,235698,9,13,4,10,3,4,1,3630,0,22,39,0
399,69,0,127499,0,9,2,0,0,4,1,0,0,7,39,0
400,31,4,107909,11,7,4,5,1,4,1,0,0,48,39,0
401,52,1,56161,8,11,0,1,4,4,0,0,0,40,39,0
402,41,4,133065,9,13,0,4,1,4,0,0,0,40,39,0
403,40,4,185281,11,7,4,6,1,4,1,0,0,60,39,0
404,50,4,186887,11,7,5,5,4,4,0,1,0,28,39,0
405,64,6,153630,6,4,6,4,1,4,1,1,0,8,39,0
406,40,4,92122,11,7,0,12,1,2,1,2,0,48,39,0
407,30,4,213191,8,11,2,3,0,4,1,0,0,51,39,0
408,21,0,114411,11,7,4,0,3,2,1,0,0,33,39,0
409,54,4,95544,4,3,2,8,0,4,0,0,0,40,39,0
410,34,4,189553,9,15,4,0,1,1,0,0,0,48,39,0
411,34,4,188866,5,4,4,1,3,2,0,0,0,40,39,0
412,38,4,232854,1,10,4,3,3,4,1,0,1,36,39,0
413,29,4,94400,11,7,4,0,3,4,1,0,0,25,39,0
414,23,4,148905,1,7,4,8,1,2,1,0,0,40,39,0
415,55,4,223874,11,9,0,8,1,4,1,1,0,49,39,0
416,62,4,158266,15,10,6,7,1,4,1,1,0,47,39,0
417,22,7,82798,11,9,4,1,1,4,0,0,0,40,39,0
418,29,4,159800,11,7,4,5,1,4,0,0,0,40,39,0
