,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
41,14667,1472,546,218,15706,0.6465064,1467,36
42,18954,1595,2743,24,22155,0.8749399,840,36
43,9496,1786,3955,1,10126,12.655699,1850,36
44,9615,385,3322,2,10446,2.6312993,0,36
45,8744,1338,2389,1,9288,6.449138,2004,36
46,9193,3006,2574,8,9900,1.7540773,859,36
47,19463,1051,2374,10,17931,1.3662,1888,36
48,13720,1087,3281,3,14699,2.088719,0,36
49,19572,958,66,2,20637,2.180206,0,36
50,4036,2758,2156,1,5018,2.9566526,1516,36
51,19456,1760,817,9,20713,3.7389657,1080,36
52,2918,3549,2419,1,3154,9.349683,0,36
53,13033,1022,489,2,13941,5.423063,0,36
54,5375,1863,876,4,5676,8.6662245,1449,36
55,8273,840,676,3,8745,4.508239,1834,36
56,11113,2067,3534,2,14700,2.637732,3281,36
57,19333,998,2951,30,17824,1.3746755,0,36
58,15507,2129,570,7,13496,1.186918,1409,36
59,14665,1906,796,1,16511,1.8894259,388,36
60,7111,1296,2526,1,7638,2.33354,0,36
61,18209,1638,942,3,20631,2.547523,579,36
62,13367,795,2414,3,14769,1.9980277,1859,36
63,5293,2811,3221,2,5871,0.7997461,0,36
64,13374,1558,2850,1,15552,1.0350877,0,36
65,4760,1020,3177,7,2399,1.2495724,1578,36
66,19272,960,2062,0,19975,9.720399,947,36
67,18969,1580,3062,8,20257,2.3267562,1742,36
68,9112,553,2744,1,9805,1.632949,0,36
69,19030,1133,841,5,20173,0.9286947,3348,36
70,21127,1659,444,10,20154,0.48303175,462,36
71,4198,3516,2871,3,3864,2.2827475,0,36
72,20209,2212,106,43,21394,1.0877559,1733,36
73,13036,1026,2387,7,13778,3.0129488,623,36
74,14799,1258,2937,0,15801,0.89126384,1999,36
75,7330,3084,915,3,7987,1.8626119,2022,36
76,5652,1641,711,5,5651,1.2016069,2057,36
77,4270,2149,2060,9,844,2.3781643,0,36
78,5161,3367,2160,2,5661,1.5689476,1642,36
79,19530,1218,670,25,20772,2.7555373,553,36
80,9396,1311,1252,1,10052,9.983587,1599,36
81,18694,2180,970,3,19706,1.0606505,2127,36
82,18688,1048,659,7,22143,1.7797463,1442,36
83,1021,964,2869,0,3377,5.687018,0,36
84,4341,1973,2488,3,1544,1.0877422,491,36
85,19933,999,824,15,21141,3.2651246,1550,36
86,2770,1154,2393,5,2772,0.72895086,1743,36
87,11416,1928,377,76,12288,1.5680463,1728,36
88,11221,1672,2525,4,12039,1.0204563,932,36
89,19261,962,2037,10,20402,1.7989242,0,36
90,7997,1548,690,12,11214,1.8104051,1850,36
91,8379,540,3594,7,8761,1.2994404,56,33
92,18395,3497,948,1,19502,1.4216405,2094,36
93,9220,1791,3955,24,9836,2.6984093,65,33
94,4670,1282,2383,1,4518,2.2963302,3230,36
95,19462,2338,2403,-1,20692,1.3399938,1610,36
96,4402,902,2825,1,4777,3.7831903,0,36
97,21390,1358,735,2,22563,3.220391,2117,36
98,10271,1691,529,8,10888,4.7581573,634,36
99,22557,1339,3581,12,23259,0.7629984,12,7
100,12379,1027,455,9,13070,1.951144,2231,36
101,13328,1260,321,3,16956,3.3299341,1744,36
102,16340,1806,626,10,17318,3.0977392,972,36
103,3638,1525,2423,3,7235,3.8146563,811,36
104,8254,595,596,3,9041,2.4078238,1255,36
105,10718,1326,3852,115,11338,1.7878919,1578,24
106,19512,3486,2126,30,20736,2.1887114,3225,36
107,18208,1674,2238,16,21868,0.35157153,547,36
108,10637,1785,668,1,11753,16.269526,1711,36
109,8918,374,2309,1,12075,-0.11652273,0,36
110,10679,3226,2227,1,11217,2.1041083,0,36
111,5657,1412,3272,8,6100,0.87937194,1727,36
112,4728,1434,2525,1,5264,2.3951263,2075,36
113,4299,1569,1468,2,4659,8.512789,0,36
114,327,1640,905,18,2027,7.6211276,1094,36
115,25003,2002,591,-2,16105,2.1042943,1672,36
116,17426,1849,527,7,20187,1.1173271,860,36
117,18828,2941,1221,2,22138,10.10801,1632,36
118,8333,1954,2887,1,8850,0.52360386,0,36
119,4398,3427,3087,3,5247,6.4701405,1840,10
120,14878,2179,1359,2,18610,1.7803552,0,36
121,2247,1430,464,3,3009,4.56654,2300,36
122,5150,3452,2063,9,5526,2.557818,1310,36
123,20388,1822,3252,1,21479,3.3908854,3241,36
124,5609,1901,636,9,5967,-0.6431129,1490,36
125,19223,1774,0,35,20173,1.0201826,657,36
126,3542,1040,2059,3,1163,1.712666,0,36
127,3554,1176,561,2,1638,5.406948,2106,36
128,19776,1561,3435,1,21024,8.26839,0,36
129,14437,1314,749,2,18052,1.6654497,3240,36
130,9332,204,760,13,12680,1.2910221,0,36
131,3560,999,3220,1,3073,1.1148605,0,36
132,4844,1115,2473,3,8693,3.5163014,0,36
133,6266,2957,3168,2,6698,3.6977518,2271,36
134,11453,1729,624,3,12276,5.22938,1848,36
135,17793,658,2980,2,21551,1.7004616,1576,36
136,19937,1401,733,5,21080,2.2847927,1683,36
137,14263,3459,1893,158,15169,1.3070558,2112,36
138,21298,1859,574,25,15031,0.9865903,555,36
139,1049,1173,3265,1,1000,6.2701645,904,36
140,20869,1007,2801,1,19295,1.9311306,0,36
141,17002,1139,2489,0,12599,1.18031,356,36
142,591,2970,3238,14,680,7.8171096,934,36
143,21474,432,2750,24,22644,1.3712691,362,24
144,17361,2248,470,12,15734,0.3417719,956,36
145,3996,1015,3221,1,4318,1.233122,1967,36
146,6481,2011,2825,8,7044,2.5284805,994,36
147,12316,1955,1234,25,13064,1.0446037,1636,36
148,19221,1000,3616,2,20350,1.8865851,2082,36
149,8997,1039,2801,1,10735,2.1980855,1508,36
150,20020,1428,485,2,18629,0.14732437,1699,36
151,5282,2966,999,1,5297,3.6067276,1651,36
152,15847,1131,2678,3,14219,3.7989688,3218,36
153,17569,3008,475,2,14734,1.9619628,4027,36
154,13250,1974,3730,5,13960,1.1560975,611,36
155,24658,3615,3235,-1,16681,1.1646644,1640,36
156,41,1161,461,6,32,2.1599214,1350,36
157,12826,1719,2370,16,13811,1.7056562,274,27
158,10237,2187,2953,1,10699,2.6625385,1342,36
159,3383,1065,711,14,3653,2.4047234,0,36
160,21178,1617,2573,1,19959,5.154142,1231,36
161,13600,163,787,2,14647,0.35872573,0,36
162,17031,1660,2802,3,18135,1.875356,0,36
163,2509,3633,546,1,5360,2.839926,1470,36
164,18509,1651,2258,1,19766,3.051594,4190,36
165,2507,846,2652,2,2830,1.6057765,2890,36
166,12624,1420,2362,2,14186,2.1348479,2098,36
167,13363,1808,2909,80,17135,1.203978,0,36
168,9448,3615,2773,1,10116,1.2587628,0,36
169,25478,1862,2909,0,19603,1.1402379,1349,10
170,18440,1070,585,3,19500,0.7805752,859,36
171,19172,855,919,38,20556,0.6418316,521,36
172,19665,1591,824,2,22593,1.1122329,0,36
173,17385,1559,2895,17,18627,0.9894717,0,36
174,11440,2105,3919,16,12031,1.2406574,1831,32
175,18007,1627,2391,4,16368,-0.51926196,1392,36
176,18412,1193,2450,1,19506,5.8361564,0,36
177,9273,2031,2599,7,18025,3.3045344,329,14
178,18402,2112,740,7,19743,1.4772837,271,14
179,4708,2113,670,9,4994,1.2035966,934,36
180,6682,971,630,1,7496,9.300662,0,36
181,16895,2079,664,2,18029,7.52995,891,36
182,19953,1572,3466,13,18589,1.272781,0,28
183,3781,1672,2965,7,3371,1.4315693,1715,36
184,11209,2150,973,1,12721,9.195202,172,24
185,10312,1021,2510,1,11627,2.2047296,1558,36
186,174,1113,513,2,2564,1.1165266,1585,36
187,12084,1203,660,3,12943,2.136602,0,36
188,9434,1736,2809,6,9817,4.7666583,618,36
189,16609,1332,942,7,17816,4.5008607,0,36
190,7703,1645,1876,8,8033,3.5775316,254,34
191,19925,1285,3271,4,20502,0.80164653,3266,36
192,13011,2195,647,10,13957,2.611333,1892,36
193,8736,1840,2751,6,9407,2.4365122,4358,36
194,17682,1890,2307,1,15846,0.6366634,1761,36
195,14287,1356,606,5,15339,3.4182725,4335,36
196,14319,918,3983,30,17073,2.5887406,0,36
197,12758,1245,1236,1,13670,4.2898355,1516,36
198,11408,473,3886,122,12194,1.2893003,0,33
199,6031,2088,2059,10,6798,1.9948066,121,24
200,10443,1188,462,4,9990,9.921046,1814,36
201,18156,1251,2957,13,19339,2.5029607,765,36
202,382,1155,844,16,452,0.8613865,654,36
203,8765,1832,2895,4,6799,2.7020266,2010,36
204,17659,1109,722,1,13214,3.1865773,0,36
205,20947,484,65,21,16243,2.2576456,0,36
206,5191,3357,2058,10,1581,1.7160574,122,31
207,19641,1628,2240,1,18265,7.972694,0,36
208,3769,3437,865,4,3939,0.3848432,1741,36
209,4096,3564,2618,81,3694,1.1603171,554,36
210,19223,1204,671,3,21825,0.95449907,1731,36
211,18139,947,2455,1,16395,1.4309001,1680,36
212,11850,518,1480,1,20390,0.9801102,1639,36
213,10674,479,828,5,11388,3.79399,0,36
214,15540,1797,2245,1,16524,6.5868726,0,36
215,10110,619,3942,44,10678,1.353567,1390,36
216,4587,1584,3185,12,5017,10.932566,1435,36
217,13669,2636,3722,32,13467,1.3405015,1480,36
218,3468,1227,501,12,3565,2.3464804,666,36
219,9393,524,678,6,10147,3.3278875,1825,36
220,928,1108,439,1,871,2.600754,1922,36
221,15794,1211,594,4,16909,0.6732116,1367,36
222,20166,844,2193,1,21570,1.644366,0,36
223,18569,699,2381,2,19690,4.540461,3270,36
224,6558,3039,2953,2,7158,1.3054128,0,36
225,7257,904,3959,2,7031,4.272525,3256,36
226,8146,910,2903,2,8597,0.41702014,1689,36
227,24121,1363,485,10,21470,2.7378912,0,36
228,20877,1299,682,1,19576,4.3357925,0,36
229,1061,1658,583,9,1033,3.0076318,2084,36
230,18218,1864,2892,2,21146,4.8751574,2312,36
231,10618,1392,2953,6,11384,5.3568892,255,13
232,4660,1433,843,53,5038,1.970171,691,36
233,21267,1798,2436,8,22063,2.100751,299,35
234,9289,2070,760,25,9797,0.6254442,1477,36
235,3959,1343,3905,66,4336,-0.33485544,290,33
236,3065,1541,504,173,2530,2.0100994,1868,36
237,8920,388,2712,4,10230,5.0651784,0,36
238,10917,701,2300,25,11640,1.0070657,0,36
239,19557,1036,3216,2,20677,0.68085617,1552,36
240,7997,1555,2464,5,8528,3.449181,535,36
241,7162,1201,755,1,7625,2.4435153,2082,36
242,18058,1205,4004,3,19143,1.786282,0,36
243,8314,982,2484,1,8948,0.9627864,945,36
244,2301,1594,3989,9,2372,0.33122036,1625,36
245,19058,3375,2513,1,22339,5.1998253,1697,36
246,785,1603,473,1,4601,2.7685788,0,36
247,18062,1631,2131,6,19239,2.4434574,0,36
248,5474,3579,802,4,4481,4.160127,948,36
249,18675,1625,609,2,19774,0.45837373,1376,36
250,0,1584,3582,3,2434,6.748956,2170,36
251,10846,2200,2378,2,11541,10.891358,844,36
252,6458,524,2186,1,6904,4.9938264,2025,36
253,460,1710,2641,10,3509,2.0491097,646,36
254,4381,1205,2230,5,1755,5.538197,1699,36
255,1666,1451,2119,24,1870,0.9109353,135,29
256,6674,1160,702,25,7386,0.3699654,1048,36
257,6384,3563,2026,5,6892,-0.17628793,0,36
258,17386,1400,692,2,18814,1.3885319,1669,36
259,12811,2175,1302,1,19255,10.284886,0,36
260,13545,959,2354,3,17228,1.1089131,2020,36
261,11140,1297,682,7,12000,4.442678,1154,36
262,2996,1885,3565,9,3184,0.8945333,0,34
263,4867,3745,827,24,3833,5.0427184,1733,36
264,8718,1453,2395,4,8992,0.87250197,197,13
265,9047,1099,900,1,9663,9.7081,1634,36
266,21712,1611,2059,6,23038,1.9135021,0,36
267,17698,2764,715,3,21116,3.7136593,833,36
268,1367,1526,3315,29,6902,0.76518786,0,27
269,12489,1566,639,12,11979,7.9322486,1801,36
270,18978,1524,606,3,20093,4.9821796,822,36
271,13944,1444,414,3,15042,-0.059387155,897,36
272,339,1516,2813,1,3866,7.0193524,0,36
273,9027,411,2906,2,12867,1.3768905,1936,36
274,7685,1148,2245,2,8347,5.599827,1728,36
275,14988,2964,2842,9,18713,2.5118597,2239,36
276,16407,1034,3256,9,17486,3.4982884,1468,36
277,4597,3411,2608,2,2165,1.9129024,1669,36
278,9891,1589,2766,39,1802,2.1708229,0,36
279,17679,316,120,25,21204,1.0023555,527,36
280,5859,1151,464,1,6414,2.2824018,364,36
281,12833,959,1772,12,14739,0.88856304,0,12
282,6892,972,2508,1,7772,1.9359825,1720,36
283,14644,1572,1069,2,15555,1.9239547,2046,36
284,4775,802,3018,24,4534,2.7771053,719,36
285,18932,917,805,2,17320,1.6393244,1543,36
286,10721,1901,275,5,11337,3.1970892,0,36
287,2280,1373,572,3,2267,11.129859,4355,36
288,9185,615,580,24,8578,1.3343371,1642,36
289,17626,935,2863,4,18742,0.68058574,3244,36
290,10805,2138,2973,3,10528,2.1799924,2304,36
291,10331,1382,3115,4,8666,3.5107143,1726,36
292,15012,2672,2544,1,16128,3.6610243,1602,36
293,17298,1467,2816,6,16239,1.454922,1202,36
294,4283,2098,1126,2,4714,1.915982,1340,36
295,17888,1071,364,6,15402,2.1461892,622,36
296,3920,1284,666,1,2709,0.52845937,1330,36
297,17420,1565,2958,5,18360,2.1436803,946,36
298,20225,1622,2815,1,19424,0.9888006,3271,36
299,19051,495,2407,3,15196,1.3148655,3259,36
300,19570,1085,639,210,20740,1.1623086,2442,36
301,10859,1628,3936,1,11598,2.0614715,2008,36
302,19108,1880,3217,2,20201,7.8651214,1443,36
303,3217,1512,572,6,3360,7.370346,0,36
304,17903,2665,778,1,19243,8.497025,1607,36
305,5245,1037,475,1,4972,3.3957152,0,36
306,13048,963,559,38,16747,0.6407095,787,36
307,16299,2095,3469,1,12866,3.8726542,3252,36
308,11943,1152,2998,5,14189,0.71749306,414,36
309,20601,1176,2786,11,21719,1.177869,1624,36
310,8906,1294,3993,4,9436,2.185725,695,36
311,18086,1635,676,25,19270,3.2034678,1787,36
312,20988,1332,390,155,14192,1.0925896,735,36
313,10352,2220,360,3,17877,1.3078166,1391,36
314,1952,1064,2150,9,1736,1.8258808,113,30
315,19247,1613,3939,1,17777,4.389007,4161,36
316,20197,1609,2360,3,19276,1.569266,4022,36
317,15685,3550,486,13,17137,2.1351216,515,36
318,4656,1124,2660,2,5584,1.7796699,2094,36
319,4883,1533,1317,1,2498,3.555472,829,36
320,7975,1112,2827,24,8133,0.6795381,637,36
321,16168,2111,734,34,11704,1.4167362,548,36
322,10256,2137,3479,1,19089,5.9170814,1085,36
323,16014,847,4089,12,18525,0.94522154,915,36
324,20991,1883,2807,3,19510,2.28857,2045,36
325,20285,1045,635,2,22027,1.3185645,3265,36
326,12097,2140,2975,4,12954,1.7928942,555,36
327,5863,922,2166,8,3609,1.3373697,3210,36
328,14732,2984,776,1,15681,3.1943095,0,36
329,18475,906,3198,3,19721,0.69707674,911,36
330,4073,3352,4135,4,4431,1.50437,0,36
331,4325,966,1028,54,3919,1.2730584,1559,14
332,2757,1215,2187,7,658,0.61259604,2310,36
333,991,1757,721,49,6198,0.8806995,1458,36
334,11326,309,708,8,13389,0.50767803,346,36
335,3269,1076,925,1,3578,7.6773086,526,36
336,9971,2182,568,0,8982,1.0811459,1590,36
337,14075,1158,1731,2,17657,18.849304,908,36
338,19045,952,735,25,20226,3.0208797,1331,36
339,14682,1845,667,9,15582,4.1733546,479,36
340,14160,2056,2382,3,12177,1.4641145,1723,36
341,17512,2676,2575,3,14640,1.7311178,0,36
342,17151,1027,3300,5,18363,0.8067251,0,36
343,5650,1023,820,11,6090,5.140898,1899,36
344,9191,1454,1645,24,9876,0.13728629,0,36
345,15717,2157,3499,1,11141,3.6642826,0,36
346,19106,3336,2455,2,20356,2.7373915,0,36
347,9737,2086,853,45,10347,1.7961086,1161,36
348,16416,1154,23,21,17500,1.4029844,1386,36
349,18665,1322,734,24,22015,1.2061228,649,36
350,5071,3682,2909,0,5434,4.779161,1635,36
351,18463,1121,3052,3,22033,20.90683,711,36
352,21253,1814,57,5,20331,1.8460954,876,36
353,20221,1066,2348,15,18796,0.608436,703,36
354,21204,357,2736,4,14811,1.01576,4159,36
355,11797,1337,3884,2,12814,1.354502,2293,36
356,3939,1464,2586,3,3417,3.2058778,0,36
357,4304,1319,692,0,4158,1.7135882,0,36
358,19828,1279,2623,24,18385,1.4473033,891,36
359,17973,1076,2574,1,19318,1.7358313,1721,36
360,8634,1091,2463,7,8135,2.3149548,875,36
361,15491,836,774,5,17051,1.1792485,937,36
362,9196,2217,2375,2,9826,1.6961123,3267,36
363,17932,3448,522,1,19045,2.8221426,1670,24
364,16516,1417,2586,25,20345,1.7062204,1871,36
365,8419,1552,914,10,6689,1.677581,982,36
366,7303,1893,1452,4,8004,1.623554,393,25
367,5618,1562,3275,9,3146,1.6223845,0,36
368,6854,1900,705,24,7359,1.6131994,220,37
369,20039,1002,872,0,21111,7.4571486,1674,36
370,19126,929,828,10,20439,0.557551,0,36
371,16161,874,1907,1,14613,8.783863,2136,36
372,16336,238,635,9,18609,0.6338974,861,36
373,11112,3294,2302,7,12147,1.4690053,599,36
374,10135,360,2307,3,10828,-0.39475888,0,36
375,8734,1271,3121,10,8686,3.56411,1415,36
376,14316,1668,2865,9,15210,2.4546585,2020,36
377,12069,1185,2252,7,13009,30.142584,651,36
378,1880,1040,2721,2,111,1.8694727,1572,36
379,5280,1126,3964,24,6832,-0.0034012992,896,36
380,14713,2077,3059,28,15579,0.12147909,667,36
381,8867,1480,3199,7,9543,3.540969,1698,36
382,5823,2839,2428,1,6415,10.106035,624,36
383,9942,1564,2237,15,10574,0.91374904,0,36
384,6759,1233,3066,2,7499,7.95927,4357,36
385,24590,1185,3993,24,22655,1.4733689,1660,24
386,21964,1605,2741,11,23100,0.50934833,3249,36
387,17928,110,686,3,20774,0.45163798,2062,36
388,5825,1690,2314,2,3555,6.7426243,2120,36
389,17380,581,3884,2,18591,7.794344,1354,36
390,13551,874,675,2,17259,1.2662122,1235,36
391,18155,1566,3252,52,19466,0.70148826,899,36
392,4343,3632,2894,2,4043,0.17630652,1683,36
393,9335,549,915,9,9011,1.8580855,944,36
394,6314,2870,2373,8,6599,3.6232157,0,36
395,12654,3413,646,4,13536,3.5372784,0,36
396,2929,1837,833,13,3120,2.5690665,1361,36
397,17905,1987,545,13,13334,3.5043159,0,36
398,8570,1671,539,28,9174,1.762294,1415,36
399,11554,666,2144,3,12281,1.2847668,967,36
400,6417,1224,2412,3,6956,2.0720801,425,36
401,4567,1498,879,8,4862,1.6127782,565,36
402,16711,267,2448,6,17766,0.43298933,1738,36
403,15935,877,2000,5,17036,1.0008564,574,36
404,11446,1805,567,0,12948,0.38531077,0,36
405,6102,631,2180,10,6598,10.201558,0,36
406,15971,2178,884,5,17113,3.6549711,1747,36
407,4018,1117,3484,1,3519,5.8024,1181,36
408,14112,1586,3463,12,15104,0.8466382,161,12
409,14217,3501,3314,3,15134,3.7302742,1484,36
410,10612,401,2283,2,14443,0.49606538,3227,36
411,587,1457,2831,2,4605,1.5808187,2110,36
412,8833,1900,596,50,9320,0.8904335,1705,36
413,5945,1050,2802,60,6414,1.8278431,1371,36
414,761,126,1133,1,3839,0.9041756,0,36
415,18034,2178,2835,4,16242,4.2122607,1113,36
416,17605,3046,658,1,21516,1.7585087,4026,36
417,6425,1014,2047,49,6953,0.7240737,0,33
418,8004,2027,3310,1,8535,0.7373117,0,36
419,17156,1090,2580,9,18351,1.3502271,1695,36
420,11577,2223,2867,2,17149,0.6294878,1253,36
421,11738,1188,808,1,12644,3.4942071,1581,36
422,9944,1897,2373,3,12987,4.3657436,538,36
423,8136,1907,3870,11,9214,1.2021153,1137,36
424,11381,3403,609,2,12207,1.2510625,3248,36
425,18280,3497,484,1,19421,1.2692693,1706,36
426,6610,672,739,1,7286,3.6663237,1656,36
427,9272,1337,2172,5,9798,2.780404,1485,36
428,19599,989,1670,1,20684,6.196333,1501,36
429,6387,1042,2191,8,7303,2.9617689,0,36
430,7265,2623,3898,11,6666,0.5970859,524,36
431,18136,899,2499,4,21819,0.7216756,1666,36
432,7861,692,4018,8,7474,0.2890447,2324,36
433,13566,1193,481,12,14451,1.089542,623,36
434,18452,1012,2153,1,19640,2.836092,4023,36
435,11368,2035,646,1,15931,11.154904,2015,36
436,1226,1622,3422,2,5503,2.2460995,2881,36
437,5709,865,3295,3,6164,3.3149078,0,36
438,18688,2706,794,1,19872,8.269671,1701,36
439,21288,1705,2862,3,15075,2.1050189,0,36
440,18360,986,731,26,21827,0.65296215,0,36
441,3922,997,417,6,4400,4.4536552,854,36
442,678,1188,572,50,520,0.7794905,753,36
443,20662,444,2385,1,21326,1.7035955,0,36
444,19842,1546,2841,3,18415,6.622474,174,24
445,9673,3654,809,1,10426,2.8050406,2033,36
446,19848,1719,895,3,20957,1.639204,431,36
447,7818,1781,2077,8,8487,0.80897933,2066,36
448,15800,1586,2763,1,17998,5.780065,0,32
449,662,1333,3009,2,564,6.5786004,878,36
450,11640,1888,3247,1,12422,1.2403363,1664,36
451,15820,2837,3898,17,16927,1.0092738,1747,36
452,13795,269,3939,2,14717,10.910028,0,36
453,18532,925,816,9,19749,3.438859,1403,36
454,4200,3413,1156,2,3794,6.7365165,1580,36
455,19572,1610,623,6,20649,2.4331782,476,36
456,3921,2126,755,2,4365,2.8982484,173,30
457,2300,828,912,1,2711,0.99109894,2091,36
458,15378,1253,2558,3,16477,1.1855053,0,36
459,24344,1902,2540,2,22479,0.4505216,1755,36
460,4908,2946,817,33,5160,1.2997478,1863,36
461,10030,3464,3165,7,10840,0.60316455,836,36
462,17082,2371,538,8,18059,4.666484,796,36
463,10965,1969,834,1,19631,3.6226144,1424,36
464,6581,2916,669,1,7189,11.6203,3248,36
465,8235,3626,3941,11,9030,0.22925842,0,36
466,19744,1683,0,39,20933,1.1919411,1620,11
467,13115,2698,2524,9,16872,2.0264802,1248,36
468,13219,1705,2799,1,16852,1.7854253,1631,36
469,17958,2261,2302,2,20094,1.4492673,4186,36
470,1029,1778,782,10,4972,-0.053180378,470,36
471,2484,1219,3553,160,8908,1.0634366,0,36
472,16937,1922,1065,1,18113,23.041422,412,36
473,21290,1813,674,15,14965,0.9546585,0,36
474,18180,3050,2413,2,19363,4.3372517,3248,36
475,18074,1617,2266,3,21557,2.1627386,0,36
476,7698,1726,1035,5,8170,2.8167896,502,36
477,11561,1383,1086,1,12541,3.9985228,888,36
478,18205,1437,3268,1,21834,3.461715,1685,36
479,5333,3492,748,4,2489,1.7598586,0,36
480,16189,1137,662,1,14367,0.9282107,0,36
481,16210,786,2629,8,14470,1.4545301,0,36
482,15705,1525,411,2,19359,7.9476314,1637,36
483,19171,1506,2412,2,20348,1.0361937,0,36
484,914,1585,895,10,5688,2.2137947,0,36
485,7478,823,297,25,8084,0.52892053,302,9
486,18384,1492,429,3,22067,3.3090117,1286,36
487,7921,1454,2606,3,8687,7.8473,3225,36
488,2078,1086,1231,4,8246,1.9008977,0,10
489,916,978,650,4,735,2.3204708,629,36
490,11850,3504,2492,1,12744,1.2777429,1550,36
491,7209,944,540,1,7754,1.9929427,1721,36
492,23942,1563,3263,2,15124,6.05341,2158,36
493,21807,1672,2857,7,16428,1.8930672,1761,36
494,18710,1099,637,1,14286,0.7992447,832,36
495,18301,1302,3921,50,11091,1.6978506,1462,36
496,9570,996,2408,24,10099,1.5402735,2705,36
497,2661,1312,2655,8,2824,1.9585807,859,36
498,19941,981,936,8,22847,1.2966745,406,36
499,18400,1498,2525,1,19599,6.860119,1552,36
500,17533,642,2035,4,18628,2.361933,1686,36
501,17833,1280,817,8,19041,1.6563761,1699,36
502,7111,992,2961,12,7942,0.97165054,1171,36
503,18746,1965,3294,2,20105,4.149072,2014,36
504,23935,1614,930,0,15132,0.9451407,1724,36
505,11637,819,3193,3,12378,13.439388,0,36
506,8947,1573,355,1,9583,10.499902,915,36
507,10666,2154,766,24,14992,0.84793735,0,36
508,18361,1802,2498,4,21837,3.1980672,1745,36
509,18079,971,694,1,16306,0.9268076,0,36
510,1774,1318,2766,15,2576,0.23805308,2024,36
511,20428,675,430,71,21583,2.3752944,895,36
512,25165,1286,848,-1,11988,4.323136,1598,36
513,6420,3383,723,12,8324,1.6488799,508,36
514,19177,1620,2445,1,20443,1.6583728,1756,36
515,9872,549,643,1,10383,3.763727,3233,36
516,477,2925,615,2,454,1.3100957,1731,36
517,3889,1242,2527,16,1426,0.20384564,1730,36
518,10679,632,2514,0,11097,1.0478735,3220,36
519,9920,1029,461,1,10914,2.372491,984,36
520,4662,1083,292,7,4332,1.8614702,598,36
521,21814,472,2325,2,20353,0.3039448,0,36
522,19386,1626,3972,1,20477,1.3571162,1295,13
523,19039,2564,833,58,20107,0.43408465,1884,36
524,20926,1618,2487,14,19830,2.2076163,508,36
525,17975,1471,667,12,18105,3.8380697,0,36
526,6506,65,2789,8,9850,2.9523363,47,33
527,18192,1559,2821,5,14100,2.1217284,1523,36
528,10520,1142,690,9,11295,4.7091713,0,36
529,9824,1646,547,2,8043,0.79715985,1576,36
530,8969,2398,2964,3,9572,3.5358443,3268,36
531,12677,1667,673,19,5558,1.1186043,1960,36
532,10786,1539,694,0,9068,11.3888235,0,36
533,19383,1067,3250,1,20597,7.8255844,0,36
534,18866,176,2333,1,20853,3.9954033,4200,36
535,8090,3032,616,3,8904,1.2836599,570,36
536,2939,3565,726,7,3206,4.135987,441,36
537,20245,3117,600,19,21402,1.1555783,1940,36
538,4316,3578,3279,18,4902,7.2085814,0,36
539,21268,1688,2956,1,14943,2.5991366,0,36
540,14673,668,1237,39,15762,1.4208066,2177,33
541,15633,2806,684,0,16376,1.2486588,0,36
