,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
94,27, Private,386290, 11th,4, Never-married, Farming-fishing, Not-in-family, White, Female,1,0,19, Puerto-Rico, <=50K
95,34, Private,177797, HS-grad,9, Married-AF-spouse, Machine-op-inspct, Unmarried, White, Female,0,1,40, United-States, <=50K
96,22, Private,298758, 10th,14, Never-married, Other-service, Not-in-family, White, Female,3,0,11, United-States, <=50K
97,33, Federal-gov,395057, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male,1,0,40, United-States, <=50K
98,27, Private,170765, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
99,23, Private,412352, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
100,29, Private,132215, 10th,6, Divorced, Transport-moving, Unmarried, White, Male,3458,0,45, Cuba, <=50K
101,32, Private,301311, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
102,37, Private,129155, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,13, Jamaica, <=50K
103,23, Private,135227, 12th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
104,25, Private,300039, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
105,27, Self-emp-not-inc,127777, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,11,0,40, United-States, <=50K
106,34, Private,188478, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
107,20, Private,156361, 11th,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
108,33, Private,180669, 7th-8th,6, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Cuba, <=50K
109,21, Private,357563, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,13, United-States, <=50K
110,34, Private,213100, 11th,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
111,28, Private,175813, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
112,22, Private,164738, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
113,35, Private,198253, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
114,50, State-gov,81554, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Female,7931,0,45, United-States, >50K
115,44, Private,136994, Bachelors,13, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,63, China, <=50K
116,28, Private,312701, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,16,0,50, United-States, <=50K
117,68, Private,155366, 7th-8th,3, Widowed, Adm-clerical, Not-in-family, White, Female,2885,1,40, United-States, >50K
118,46, Private,480441, 9th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
119,21, ?,87161, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,11, United-States, <=50K
120,34, Private,183628, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
121,36, Private,51800, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
122,27, State-gov,234128, Prof-school,16, Married-civ-spouse, Tech-support, Husband, Black, Male,7,0,59, United-States, >50K
123,41, Self-emp-inc,207179, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35,0,45, United-States, >50K
124,21, ?,113818, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,29, United-States, <=50K
125,48, State-gov,170131, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7961,1,50, United-States, >50K
126,22, ?,204990, Some-college,10, Never-married, ?, Own-child, White, Female,6,1,40, United-States, <=50K
127,45, Private,139238, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
128,17, Private,156663, 11th,7, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,4,0,9, United-States, <=50K
129,34, Private,227552, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,19,0,40, Cuba, <=50K
130,37, Self-emp-not-inc,130640, Bachelors,12, Never-married, Adm-clerical, Other-relative, White, Female,0,1831,40, England, <=50K
131,27, Private,124388, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7756,0,50, United-States, >50K
132,37, Private,161564, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
133,29, ?,235735, Bachelors,13, Never-married, ?, Other-relative, Other, Female,0,0,40, United-States, <=50K
134,32, Private,112766, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
135,25, Private,314532, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
136,28, Private,141032, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7340,0,36, United-States, <=50K
137,38, Federal-gov,141239, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,8,0,40, United-States, <=50K
138,43, Private,381415, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,40, United-States, <=50K
139,30, Without-pay,203348, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,1,40, United-States, <=50K
140,38, Private,141703, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
141,30, Private,74158, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
142,19, Private,182401, Some-college,10, Never-married, Sales, Not-in-family, White, Female,7,0,30, United-States, <=50K
143,33, Self-emp-inc,95915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,40, ?, <=50K
144,22, Private,36832, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
145,40, Private,164535, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7356,0,40, United-States, >50K
146,27, Private,155085, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,13,0,40, United-States, <=50K
147,26, Private,424922, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
148,25, Private,204779, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,13,0,40, United-States, <=50K
149,23, Private,83541, 10th,6, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
150,32, Private,192172, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
151,28, Private,127486, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,10,0,40, United-States, <=50K
152,33, Private,97062, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,36, United-States, <=50K
153,47, Private,239916, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
154,31, Private,131615, 10th,7, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
155,62, Self-emp-not-inc,106794, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,29,0,40, United-States, <=50K
156,42, ?,165378, HS-grad,9, Separated, ?, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
157,37, Private,180129, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
158,18, ?,138254, 11th,7, Never-married, ?, Own-child, White, Female,0,0,11, United-States, <=50K
159,49, Private,519169, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
160,34, Private,132245, 12th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
161,32, Private,203271, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,7458,2019,40, Cuba, <=50K
162,49, Local-gov,212216, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
163,42, Private,139950, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,4237,0,40, United-States, >50K
164,18, Private,148404, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,1,9, United-States, <=50K
165,31, Private,131596, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,31, South, <=50K
166,47, Private,210372, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,9,0,35, United-States, <=50K
167,73, Private,220726, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female,0,0,40, United-States, <=50K
168,25, Private,176190, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K
169,44, Private,156633, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,11,0,40, United-States, <=50K
170,28, Private,486978, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
171,47, Private,166451, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,1821,40, United-States, >50K
172,29, Private,76246, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,17,1,30, United-States, <=50K
173,20, Private,84399, Some-college,10, Never-married, Tech-support, Other-relative, White, Male,3997,0,40, United-States, <=50K
174,42, Private,205970, HS-grad,9, Married-AF-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
175,68, Self-emp-not-inc,102939, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3354,0,49, United-States, >50K
176,26, Private,269147, 10th,6, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
177,19, ?,237933, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,9, Vietnam, <=50K
178,66, ?,406276, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,12,0,40, Mexico, <=50K
179,21, Private,464172, Some-college,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
180,17, Private,116582, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
181,38, Private,193964, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,19,0,40, United-States, <=50K
182,33, Private,49399, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
183,32, State-gov,140552, HS-grad,9, Married-spouse-absent, Sales, Unmarried, White, Female,20,0,49, United-States, <=50K
184,19, Private,208895, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, United-States, <=50K
185,50, Private,136989, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,19, United-States, <=50K
186,35, Private,54829, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
187,42, Self-emp-not-inc,78413, Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7882,0,69, United-States, >50K
188,40, Private,254034, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,6,0,40, United-States, <=50K
189,18, Private,146056, 11th,13, Never-married, Sales, Own-child, White, Female,5,0,22, United-States, <=50K
190,52, Private,163863, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,12,0,40, United-States, <=50K
191,37, Private,141102, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
192,34, Private,88514, Doctorate,15, Divorced, Exec-managerial, Not-in-family, White, Female,11,2042,40, United-States, <=50K
193,42, Private,416840, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Male,7660,0,40, United-States, >50K
194,23, ?,248482, HS-grad,9, Never-married, ?, Other-relative, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
195,31, Private,142855, 9th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,4,0,40, Poland, <=50K
196,28, Without-pay,113543, Assoc-acdm,11, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
197,43, Private,42696, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7786,0,40, United-States, >50K
198,66, Private,22289, Some-college,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,57, United-States, <=50K
199,30, Private,185081, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
200,51, Federal-gov,86142, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
201,68, Private,141633, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States, <=50K
202,21, ?,257628, 10th,3, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
203,34, Private,209268, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,13,0,69, United-States, <=50K
204,39, Private,153647, 9th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
205,30, State-gov,176900, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
206,33, Federal-gov,162048, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
207,41, Private,207701, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,5,1,40, United-States, <=50K
208,27, Without-pay,102224, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,9, United-States, <=50K
209,31, Private,134695, Bachelors,9, Widowed, Sales, Own-child, White, Female,4237,0,40, United-States, <=50K
210,53, Private,126354, HS-grad,9, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,14, United-States, <=50K
211,34, Private,203049, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,11,0,49, United-States, <=50K
212,38, Private,177142, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
213,32, Private,115789, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
214,54, Local-gov,219383, 1st-4th,2, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
215,69, Private,91233, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1,68, South, <=50K
216,44, Local-gov,151206, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,4,0,40, United-States, <=50K
217,40, Self-emp-not-inc,114654, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,8,0,44, United-States, <=50K
218,50, Private,180852, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7891,0,40, United-States, >50K
219,51, Federal-gov,117227, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
220,23, ?,27832, Bachelors,4, Never-married, ?, Not-in-family, White, Female,4,0,40, United-States, <=50K
221,79, Self-emp-not-inc,94663, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2,0,49, United-States, <=50K
222,18, Private,180257, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,30, United-States, <=50K
223,36, Private,191884, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Haiti, >50K
224,72, ?,144319, 9th,5, Widowed, ?, Not-in-family, White, Female,0,1,13, United-States, <=50K
225,32, Federal-gov,203281, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,3447,1,40, United-States, <=50K
226,22, Private,202047, Masters,14, Never-married, Exec-managerial, Unmarried, White, Female,2612,0,44, United-States, >50K
227,34, Private,199217, Assoc-acdm,6, Never-married, Craft-repair, Not-in-family, Black, Male,15,1,40, United-States, <=50K
228,66, Private,143410, Some-college,10, Married-civ-spouse, Transport-moving, Wife, Black, Male,7,0,44, United-States, >50K
229,33, Self-emp-not-inc,240111, 1st-4th,4, Never-married, Protective-serv, Own-child, Black, Male,3,1,35, United-States, <=50K
230,18, Private,208295, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
231,18, ?,143734, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,9, United-States, <=50K
232,18, State-gov,34044, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
233,37, Private,242659, Assoc-acdm,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,59, United-States, <=50K
234,42, Private,162099, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
