,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
85,566451,22197,CHOCOLATE BOX RIBBONS ,13,,30.867147,12635,United Kingdom
86,558232,47566,METAL 4 HOOK HANGER FRENCH CHATEAU,-148,,-112.04166,12613,United Kingdom
87,580519,20775,GIRLS ALPHABET IRON ON PATCHES ,-187,,140.1707,15906,United Kingdom
88,540265,23113,CHERUB HEART DECORATION SILVER ,-39,,-89.304535,15039,United Kingdom
89,558777,20727,CHRISTMAS CRAFT TREE TOP ANGEL,19,,-59.235138,18260,United Kingdom
90,570881,21981,WOODEN SCHOOL COLOURING SET,252,,14.422496,15785,United Kingdom
91,561209,90059E,12 PENCILS TALL TUBE SKULLS,-193,,-64.28868,14606,United Kingdom
92,573277,22694,DOORMAT UNION JACK GUNS AND ROSES,-145,,139.5899,17107,United Kingdom
93,566281,22780,JUMBO  BAG BAROQUE BLACK WHITE,-232,,20.882933,17272,United Kingdom
94,570256,23077,MARIE ANTOINETTE TRINKET BOX GOLD,-207,,-38.309883,12748,United Kingdom
95,537240,21733,HOT WATER BOTTLE TEA AND SYMPATHY,39,,44.11973,,United Kingdom
96,546681,82580,CHRISTMAS HANGING HEART WITH BELL,-107,,176.1737,,United Kingdom
97,542344,22062,JUMBO BAG PEARS,6,,17.406607,14286,United Kingdom
98,C559486,84912A,TEA TIME TEAPOT IN GIFT BOX,101,,176.91699,14487,United Kingdom
99,571836,23205,MIRRORED WALL ART POPPIES,72,,-40.564533,,United Kingdom
100,580611,22473,HEART OF WICKER LARGE,148,,98.161316,,United Kingdom
101,567295,22189,WHITE WIRE EGG HOLDER,-324,,-11.459271,,United Kingdom
102,C557927,23333,3 RAFFIA RIBBONS 50'S CHRISTMAS ,-236,,-12.946443,16224,United Kingdom
103,578273,23320,6 GIFT TAGS VINTAGE CHRISTMAS ,302,,-72.52235,13246,United Kingdom
104,579470,84375,6 RIBBONS RUSTIC CHARM,-53,,-37.62046,18109,United Kingdom
105,556685,22282,CHILDS GARDEN FORK BLUE ,-146,,149.80283,,United Kingdom
106,536796,21464,CERAMIC STRAWBERRY CAKE MONEY BANK,223,,76.81201,17243,United Kingdom
107,541830,22653,WOODLAND CHARLOTTE BAG,-106,,50.61166,15106,United Kingdom
108,537781,85071A,RED RETROSPOT WRAP ,-103,,2.7951424,,United Kingdom
109,579171,22150,FELTCRAFT CUSHION OWL,-35,,-42.16065,12841,United Kingdom
110,573102,22406,PINK REGENCY TEACUP AND SAUCER,-394,,50.424076,12523,United Kingdom
111,546755,84795B,JIGSAW TREE WITH BIRDHOUSE,283,,21.602333,17289,United Kingdom
112,548749,21754,HOME BUILDING BLOCK WORD,-416,,-62.661022,,United Kingdom
113,560644,22746,PAPER BUNTING RETROSPOT,-17,,13.986877,14796,United Kingdom
114,557749,21930,FELTCRAFT BUTTERFLY HEARTS,-9,,24.168379,15987,United Kingdom
115,576095,23355,6 GIFT TAGS VINTAGE CHRISTMAS ,-122,,-94.21729,18123,United Kingdom
116,578041,22910,PLASTERS IN TIN VINTAGE PAISLEY ,-17,,119.337425,14502,United Kingdom
117,540821,20724,SLATE TILE NATURAL HANGING,129,,-3.8352764,,United Kingdom
118,562608,22666,BLUE ROSE FABRIC MIRROR,407,,130.45721,13940,United Kingdom
119,540992,22178,HAND WARMER RED RETROSPOT,259,,37.753662,16480,United Kingdom
120,559052,22819,STRAWBERRY RAFFIA FOOD COVER,143,,-13.141171,15739,United Kingdom
121,560538,21790,CHILDRENS APRON SPACEBOY DESIGN,-13,,12.082105,,United Kingdom
122,553189,22890,A4 WALL TIDY BLUE OFFICE,88,,-181.94014,13268,United Kingdom
123,572540,22088,GLASS JAR DAISY FRESH COTTON WOOL,-77,,37.9746,13575,United Kingdom
124,542534,22697,RED SPOT CERAMIC DRAWER KNOB,167,,10.900449,13731,United Kingdom
125,555150,22956,LUNCH BAG SPACEBOY DESIGN ,-27,,13.433864,,United Kingdom
126,564226,23240,DRAWER KNOB CRACKLE GLAZE GREEN,-200,,-15.651084,13694,United Kingdom
127,553389,23345,HOT STUFF HOT WATER BOTTLE,-9,,-72.002945,14796,United Kingdom
128,541999,84968E,SET OF 36 TEATIME PAPER DOILIES,255,,96.190445,,United Kingdom
129,561077,22423,NO SINGING METAL SIGN,227,,-16.891226,14224,United Kingdom
130,580298,84077,EMPIRE BIRTHDAY CARD,-29,,-74.805824,,United Kingdom
131,553902,23231,ANTIQUE SILVER T-LIGHT GLASS,66,,-116.86969,16098,United Kingdom
132,537160,21703,LARGE CAKE STAND  HANGING STRAWBERY,-280,,94.086235,12410,United Kingdom
133,562541,79337,PARTY BUNTING,68,,70.27409,,United Kingdom
134,547382,22097,SET 12 LAVENDER  BOTANICAL T-LIGHTS,-108,,51.481636,17073,United Kingdom
135,541422,23167,SET OF 10 LED DOLLY LIGHTS,-130,,-62.26713,,United Kingdom
136,540680,23515,PLAYING CARDS JUBILEE UNION JACK,349,,-28.520063,17346,United Kingdom
137,548993,22661,ENAMEL BREAD BIN CREAM,131,,86.305405,12474,United Kingdom
138,566949,21124,LUNCH BAG  BLACK SKULL.,-208,,-75.900345,16764,United Kingdom
139,553509,21908,WOOD STAMP SET HAPPY BIRTHDAY,-211,,-46.121353,,United Kingdom
140,550942,22035,SET OF 4 POLKADOT COASTERS,103,,-71.06727,16794,United Kingdom
141,543097,23503,HOME SWEET HOME BOTTLE ,117,,22.44239,,United Kingdom
142,569700,21174,CARD CHRISTMAS VILLAGE,-89,,-34.06735,,United Kingdom
143,571716,23263,MINITURE ANTIQUE ROSE HOOK IVORY,370,,53.54015,17302,United Kingdom
144,550183,22113,HEART FILIGREE DOVE  SMALL,148,,-107.525154,13089,United Kingdom
145,570465,21931,LUNCH BAG DOLLY GIRL DESIGN,203,,148.96921,17463,United Kingdom
146,565232,22502,HANGING MEDINA LANTERN SMALL,-109,,-18.80154,13953,United Kingdom
147,557278,22161,TRADITIONAL MODELLING CLAY,319,,15.728223,14715,United Kingdom
148,546650,22644,ENAMEL BREAD BIN CREAM,-19,,120.98253,15021,United Kingdom
149,573399,23342,GIANT 50'S CHRISTMAS CRACKER,148,,-8.74276,13263,United Kingdom
150,553198,22895,LAUNDRY 15C METAL SIGN,-63,,-142.7975,16858,United Kingdom
151,579787,23499,WOODLAND SMALL PINK FELT HEART,428,,-7.3550525,14646,United Kingdom
152,536846,22432,FELTCRAFT CUSHION OWL,329,,-24.349033,14128,United Kingdom
153,559660,22968,PACK OF 72 RETROSPOT CAKE CASES,-123,,-57.00035,14071,United Kingdom
154,545980,23193,SET/3 POT PLANT CANDLES,-192,,-15.350345,,United Kingdom
155,580048,22076,ORIGAMI VANILLA INCENSE/CANDLE SET ,-327,,32.73097,,United Kingdom
156,549901,23427,JUMBO BAG VINTAGE DOILY ,99,,30.342178,16791,United Kingdom
157,560255,22119,FOUR HOOK  WHITE LOVEBIRDS,-79,,23.020874,,United Kingdom
158,560238,84356,BIRDCAGE DECORATION TEALIGHT HOLDER,60,,28.382578,,United Kingdom
159,537240,22457,CHICK GREY HOT WATER BOTTLE,130,,83.36798,,United Kingdom
160,541422,22417,VINTAGE SNAP CARDS,-206,,-28.224392,,United Kingdom
161,559542,22135,12 PENCILS TALL TUBE RED RETROSPOT,-122,,29.85506,15334,United Kingdom
162,560434,22169,ENAMEL WATERING CAN CREAM,109,,-15.813051,16187,United Kingdom
163,547897,21034,SOLDIERS EGG CUP ,-42,,61.914387,,United Kingdom
164,558435,22467,CHRISTMAS HANGING HEART WITH BELL,11,,25.35742,,United Kingdom
165,573773,23084,DOORMAT KEEP CALM AND COME IN,-59,,63.590015,13930,United Kingdom
166,562313,22745,POPPY'S PLAYHOUSE KITCHEN,13,,22.467848,12627,United Kingdom
167,536975,22629,PACK OF 72 RETROSPOT CAKE CASES,209,,-58.827362,17377,United Kingdom
168,552526,21169,WOOD BLACK BOARD ANT WHITE FINISH,-68,,54.81561,,United Kingdom
169,558860,22796,MEMO BOARD COTTAGE DESIGN,90,,27.646656,15628,United Kingdom
170,579458,22196,TOY TIDY PINK POLKADOT,57,,94.26466,14505,United Kingdom
171,545423,22661,SMALL HEART MEASURING SPOONS,-50,,90.554085,,United Kingdom
172,580516,22383,BLACK CANDELABRA T-LIGHT HOLDER,407,,-91.135475,17597,United Kingdom
173,561515,84030e,"DIAMANTE HEART SHAPED WALL MIRROR, ",-445,,-23.015045,,United Kingdom
174,552764,22379,JAM MAKING SET WITH JARS,-223,,-56.913914,13851,United Kingdom
175,572688,20685,PACK OF 72 SKULL CAKE CASES,-44,,-74.47685,14769,United Kingdom
176,571909,21535,JIGSAW TREE WITH BIRDHOUSE,-267,,8.841551,,United Kingdom
177,557570,23200,GARDENERS KNEELING PAD KEEP CALM ,-257,,212.60088,16678,United Kingdom
178,564355,22432,CERAMIC HEART FAIRY CAKE MONEY BANK,60,,157.31248,17017,United Kingdom
179,578143,79321,6 RIBBONS RUSTIC CHARM,8,,11.913856,,United Kingdom
180,555631,23226,CHRISTMAS HANGING SNOWFLAKE,-49,,85.841675,15861,United Kingdom
181,571061,22424,SMALL POPCORN HOLDER,138,,-24.41591,17315,United Kingdom
182,539243,23028,BUNDLE OF 3 RETRO NOTE BOOKS,23,,-6.2538548,13969,United Kingdom
183,564319,22637,VINTAGE SNAKES & LADDERS,210,,-26.236988,16794,United Kingdom
184,575091,85114B,PICNIC BASKET WICKER LARGE,360,,-27.873877,17528,United Kingdom
185,554126,20831,LUNCH BAG VINTAGE LEAF DESIGN,100,,-170.00525,,United Kingdom
186,538890,22698,PINK REGENCY TEACUP AND SAUCER,-85,,-57.316257,15443,United Kingdom
187,581000,85200,DOORSTOP FOOTBALL DESIGN,152,,-98.065094,17885,United Kingdom
188,536561,21890,ALARM CLOCK BAKELIKE ORANGE,412,,69.471886,18055,United Kingdom
189,560209,22467,WOOD BLACK BOARD ANT WHITE FINISH,-7,,89.27446,,United Kingdom
190,542914,47504K,METAL SIGN HIS DINNER IS SERVED,231,,-22.657486,14565,United Kingdom
191,565129,22767,SET/20 RED RETROSPOT PAPER NAPKINS ,-62,,5.332996,17770,United Kingdom
192,547387,84849D,NOVELTY BISCUITS CAKE STAND 3 TIER,195,,-118.00402,14277,United Kingdom
193,566291,22625,RED SPOT CERAMIC DRAWER KNOB,419,,-26.01842,16600,United Kingdom
194,545053,21121,FOUR HOOK  WHITE LOVEBIRDS,-305,,44.531227,,United Kingdom
195,539451,21559,PACK OF 60 DINOSAUR CAKE CASES,-156,,7.793272,14030,United Kingdom
196,541421,23283,SPOTTY BUNTING,-63,,52.994698,,United Kingdom
197,556578,23321,SET OF 5 MINI GROCERY MAGNETS,-105,,168.3419,17511,United Kingdom
198,575757,21232,GUMBALL MONOCHROME COAT RACK,359,,130.72876,15260,United Kingdom
199,579456,22900,JUMBO STORAGE BAG SUKI,205,,6.8309493,17086,United Kingdom
200,541516,15056N,PACK OF 60 PINK PAISLEY CAKE CASES,-298,,-83.39927,,United Kingdom
201,572550,20723,PACK OF 72 RETROSPOT CAKE CASES,-128,,32.020912,13520,United Kingdom
202,551719,21955,ALARM CLOCK BAKELIKE IVORY,39,,-11.643114,18283,United Kingdom
203,564724,84744,SLEEPING CAT ERASERS,-352,,-8.305415,12567,United Kingdom
204,574956,35965,"LETTER ""F"" BLING KEY RING",91,,116.10527,17358,United Kingdom
205,560584,22187,CARD DOLLY GIRL ,-171,,54.381798,14078,United Kingdom
206,538994,22992,BUNNY WOODEN PAINTED WITH BIRD ,-195,,-31.817337,13090,United Kingdom
207,536544,20726,BLACK KITCHEN SCALES,138,,98.50336,15719,United Kingdom
208,562549,22608,RED VINTAGE SPOT BEAKER,-106,,-20.435204,,United Kingdom
209,555564,22344,FRENCH BLUE METAL DOOR SIGN 6,137,,-110.0956,15856,United Kingdom
210,573353,82581,LUNCH BAG  BLACK SKULL.,138,,-204.52899,,United Kingdom
211,567380,84997D,CERAMIC CAKE BOWL + HANGING CAKES,-333,,-16.05674,17841,United Kingdom
212,574710,20752,PINK VINTAGE PAISLEY PICNIC BAG,286,,49.55154,16743,United Kingdom
213,571061,22759,CLOTHES PEGS RETROSPOT PACK 24 ,135,,-114.68228,,United Kingdom
214,568912,21523,3 STRIPEY MICE FELTCRAFT,-131,,1.8184824,14646,United Kingdom
215,546918,22124,BALLOON WATER BOMB PACK OF 35,5,,117.27986,,United Kingdom
216,540821,22464,PIGGY BANK RETROSPOT ,22,,137.83145,,United Kingdom
217,565580,22197,LIGHT GARLAND BUTTERFILES PINK,177,,45.713005,12567,United Kingdom
218,556474,21238,COWBOYS AND INDIANS BIRTHDAY CARD ,383,,-73.91718,16818,United Kingdom
219,578253,23196,SET OF 12 FAIRY CAKE BAKING CASES,124,,-124.89859,15720,United Kingdom
220,555407,85049D,ROTATING LEAVES T-LIGHT HOLDER,193,,49.404343,17365,United Kingdom
221,575607,20972,GREEN REGENCY TEACUP AND SAUCER,-292,,55.252884,15856,United Kingdom
222,552520,21232,CHOCOLATE HOT WATER BOTTLE,435,,-134.61739,12567,United Kingdom
223,570465,90022,YULETIDE IMAGES GIFT WRAP SET,57,,27.808407,12621,United Kingdom
224,536741,22301,"ASSORTED FLOWER COLOUR ""LEIS""",192,,-27.853565,,United Kingdom
225,577038,22667,HOUSE SHAPE PENCIL SHARPENER,-266,,-24.917011,,United Kingdom
226,550468,22605,WOODEN CROQUET GARDEN SET,-82,,-19.52024,,United Kingdom
227,567805,22559,4 VANILLA BOTANICAL CANDLES,58,,-166.05972,14769,United Kingdom
228,574892,72807C,MINT KITCHEN SCALES,139,,-24.545307,15044,United Kingdom
229,539633,21258,EDWARDIAN PARASOL NATURAL,224,,85.675316,15311,United Kingdom
230,549298,21164,SWALLOWS GREETING CARD,17,,153.31447,,United Kingdom
231,C537853,85099B,PLASTERS IN TIN VINTAGE PAISLEY ,-349,,-11.111631,,United Kingdom
232,560569,85129D,TOOL BOX SOFT TOY ,-271,,-71.43613,12705,United Kingdom
233,575587,22676,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-34,,-13.801772,12455,United Kingdom
234,570827,23208,TRAVEL CARD WALLET FLOWER MEADOW,409,,31.13643,17865,United Kingdom
235,578817,21975,RECYCLING BAG RETROSPOT ,-200,,142.18507,16401,United Kingdom
236,541424,21876,TWO DOOR CURIO CABINET,-166,,118.424644,17135,United Kingdom
237,573390,21781,GARDENIA 3 WICK MORRIS BOXED CANDLE,34,,56.40589,,United Kingdom
238,567960,22112,ENGLISH ROSE HOT WATER BOTTLE,-113,,-8.725071,,United Kingdom
239,572458,22188,10 COLOUR SPACEBOY PEN,157,,-17.004171,18035,United Kingdom
240,551702,21993,RED RETROSPOT LUGGAGE TAG,-81,,134.77602,,United Kingdom
241,581217,90214M,GOLD MINI TAPE MEASURE ,-187,,21.232714,17772,United Kingdom
242,577039,21932,LARGE CERAMIC TOP STORAGE JAR,178,,67.26734,17966,United Kingdom
243,549044,21888,RECIPE BOX BLUE SKETCHBOOK DESIGN,-12,,-15.471606,16033,United Kingdom
244,549789,84029E,ASSORTED COLOUR BIRD ORNAMENT,97,,-68.95337,16225,United Kingdom
245,562040,22819,36 PENCILS TUBE RED RETROSPOT,10,,-13.977015,,United Kingdom
246,547042,21232,ALARM CLOCK BAKELIKE IVORY,-221,,-84.36006,,United Kingdom
247,570246,22029,ALARM CLOCK BAKELIKE CHOCOLATE,-60,,51.13324,15750,United Kingdom
248,559305,23545,WRAP 50'S  CHRISTMAS,509,,-3.7688613,17618,United Kingdom
249,556108,84968F,MUSICAL ZINC HEART DECORATION ,-141,,-51.20071,,United Kingdom
250,574056,22926,BLUE OWL SOFT TOY,-55,,-65.38419,16203,United Kingdom
251,541005,85049G,STRAWBERRY CERAMIC TRINKET BOX,-254,,-17.749914,18009,United Kingdom
252,557484,20828,BLUE POLKADOT PASSPORT COVER,-383,,-3.0629702,,United Kingdom
253,576840,22603,SKULLS  WATER TRANSFER TATTOOS ,-27,,-97.717964,12464,United Kingdom
254,546731,22619,ASSORTED COLOUR MINI CASES,-371,,88.23543,15894,United Kingdom
255,546638,22379,PACK OF 72 RETROSPOT CAKE CASES,-210,,82.84204,13263,United Kingdom
256,575117,20749,SET/10 PINK POLKADOT PARTY CANDLES,166,,8.029641,16987,United Kingdom
257,555207,21090,DOORMAT HOME SWEET HOME BLUE ,-350,,-79.05921,14096,United Kingdom
258,543040,85172,TEA BAG PLATE RED RETROSPOT,123,,51.23039,,United Kingdom
259,551004,22722,PINK POLKADOT GARDEN PARASOL,81,,160.8232,14755,United Kingdom
260,545156,22308,WELCOME  WOODEN BLOCK LETTERS,116,,-25.328371,18283,United Kingdom
261,576656,85014B,SMALL POPCORN HOLDER,138,,108.47918,12451,United Kingdom
262,538533,22470,PARTY INVITES JAZZ HEARTS,448,,116.329834,16637,United Kingdom
263,560244,21080,HERB MARKER BASIL,-221,,-110.32902,14212,United Kingdom
264,569469,23146,LARGE CERAMIC TOP STORAGE JAR,205,,-86.01462,13081,United Kingdom
265,574864,23307,I LOVE LONDON BEAKER,70,,13.430633,,United Kingdom
266,574081,35817P,LUNCH BAG ALPHABET DESIGN,-202,,-11.574171,,United Kingdom
267,572465,21329,RED FLORAL FELTCRAFT SHOULDER BAG,300,,27.32471,15046,United Kingdom
268,566914,22720,PARISIENNE JEWELLERY DRAWER ,-481,,-29.111645,,United Kingdom
269,550131,22311,SET OF 6 RIBBONS VINTAGE CHRISTMAS,-15,,118.6428,14229,United Kingdom
270,554813,22628,FAUX FUR CHOCOLATE THROW,189,,72.49545,16984,United Kingdom
271,557937,22367,COLOURING PENCILS BROWN TUBE,-92,,-23.130302,,United Kingdom
272,580115,23393,HOT WATER BOTTLE KEEP CALM,-114,,-39.270763,,United Kingdom
273,580543,21468,WHITE CHRYSANTHEMUMS ART FLOWER,32,,55.848137,13032,United Kingdom
274,575339,22800,RED STRIPE CERAMIC DRAWER KNOB,54,,41.627563,14776,United Kingdom
275,572549,21213,SILVER HANGING T-LIGHT HOLDER,115,,-130.57031,15951,United Kingdom
276,538077,22726,JAM MAKING SET WITH JARS,-387,,-174.19482,15034,United Kingdom
277,541219,21165,SUMMER DAISIES BAG CHARM,-161,,17.034132,,United Kingdom
278,550323,22653,FIRST CLASS PASSPORT COVER ,-180,,73.301025,13477,United Kingdom
279,562804,23512,SET 12 COLOUR PENCILS DOLLY GIRL ,65,,-96.62732,,United Kingdom
280,576587,22956,BIRD HOUSE HOT WATER BOTTLE,-62,,-8.930772,13137,United Kingdom
281,552671,22977,CHRISTMAS MUSICAL ZINC STAR,133,,-107.26323,15804,United Kingdom
282,562264,84997D,RECIPE BOX BLUE SKETCHBOOK DESIGN,54,,2.3866973,17073,United Kingdom
283,539958,21907,12 MESSAGE CARDS WITH ENVELOPES,-160,,-74.56258,16105,United Kingdom
284,553006,22193,JUMBO STORAGE BAG SUKI,-99,,88.03835,13090,United Kingdom
285,536401,84832,POSTAGE,208,,-112.984955,12867,United Kingdom
286,559338,21628,ZINC HERB GARDEN CONTAINER,-209,,3.9485693,15910,United Kingdom
287,545684,22296,SKULL SHOULDER BAG,-200,,104.2375,,United Kingdom
288,540977,20665,PARTY METAL SIGN ,-65,,85.544014,17799,United Kingdom
289,564974,22852,POPCORN HOLDER,78,,-132.19704,16065,United Kingdom
290,555277,84946,"FEATHER PEN,LIGHT PINK",8,,-22.259434,14096,United Kingdom
291,536973,21329,CERAMIC HEART FAIRY CAKE MONEY BANK,-46,,-57.016792,12656,United Kingdom
292,539637,22429,4 TRADITIONAL SPINNING TOPS,-321,,22.247313,15311,United Kingdom
293,546428,22675,BLUE HAPPY BIRTHDAY BUNTING,337,,-70.504616,,United Kingdom
